시군구명,기준년월코드,기준분기코드,총직장인구수,남성직장인구수,여성직장인구수,연령대10직장인구수,연령대20직장인구수,연령대30직장인구수,연령대40직장인구수,연령대50직장인구수,연령대60이상직장인구수,남성연령대10직장인구수,남성연령대20직장인구수,남성연령대30직장인구수,남성연령대40직장인구수,남성연령대50직장인구수,남성연령대60이상직장인구수,여성연령대10직장인구수,여성연령대20직장인구수,여성연령대30직장인구수,여성연령대40직장인구수,여성연령대50직장인구수,여성연령대60이상직장인구수
도봉구,2015,4,8900,5118,3782,42,1048,1762,2420,2422,1206,26,393,994,1358,1514,833,16,655,768,1062,908,373
도봉구,2016,1,8900,5118,3782,42,1048,1762,2420,2422,1206,26,393,994,1358,1514,833,16,655,768,1062,908,373
도봉구,2016,2,8996,5144,3852,28,987,1722,2378,2466,1415,17,355,962,1341,1506,963,11,632,760,1037,960,452
도봉구,2016,3,8996,5144,3852,28,987,1722,2378,2466,1415,17,355,962,1341,1506,963,11,632,760,1037,960,452
도봉구,2016,4,9107,5178,3929,34,1075,1746,2423,2434,1395,17,396,967,1366,1490,942,17,679,779,1057,944,453
도봉구,2017,1,9107,5178,3929,34,1075,1746,2423,2434,1395,17,396,967,1366,1490,942,17,679,779,1057,944,453
도봉구,2017,2,9092,5164,3928,16,1051,1694,2401,2419,1511,10,383,937,1346,1471,1017,6,668,757,1055,948,494
도봉구,2017,3,9092,5164,3928,16,1051,1694,2401,2419,1511,10,383,937,1346,1471,1017,6,668,757,1055,948,494
도봉구,2017,4,9019,5110,3909,35,1087,1691,2364,2390,1452,18,405,942,1317,1448,980,17,682,749,1047,942,472
도봉구,2018,1,9019,5110,3909,35,1087,1691,2364,2390,1452,18,405,942,1317,1448,980,17,682,749,1047,942,472
도봉구,2018,2,9334,5218,4116,24,1029,1755,2321,2550,1655,12,363,978,1286,1493,1086,12,666,777,1035,1057,569
도봉구,2018,3,9334,5218,4116,24,1029,1755,2321,2550,1655,12,363,978,1286,1493,1086,12,666,777,1035,1057,569
도봉구,2018,4,9334,5218,4116,24,1029,1755,2321,2550,1655,12,363,978,1286,1493,1086,12,666,777,1035,1057,569
도봉구,2019,1,8746,4289,4457,24,1096,1516,2102,2280,1728,14,409,740,974,1103,1049,10,687,776,1128,1177,679
도봉구,2019,2,7055,3864,3191,5,601,1075,1428,1742,2204,3,246,607,764,952,1292,2,355,468,664,790,912
도봉구,2019,3,7055,3864,3191,5,601,1075,1428,1742,2204,3,246,607,764,952,1292,2,355,468,664,790,912
도봉구,2019,4,6712,3631,3081,8,728,1118,1647,1893,1318,5,326,615,841,921,923,3,402,503,806,972,395
동대문구,2015,1,48594,31488,17106,241,6030,11135,14528,10568,6092,79,2733,7151,10429,6805,4291,162,3297,3984,4099,3763,1801
동대문구,2015,2,48131,30861,17270,135,5613,10711,14585,10679,6408,41,2414,6778,10424,6799,4405,94,3199,3933,4161,3880,2003
동대문구,2015,3,48131,30861,17270,135,5613,10711,14585,10679,6408,41,2414,6778,10424,6799,4405,94,3199,3933,4161,3880,2003
동대문구,2015,4,48661,30978,17683,239,6119,10618,14582,10756,6347,66,2734,6751,10329,6779,4319,173,3385,3867,4253,3977,2028
동대문구,2016,1,48661,30978,17683,239,6119,10618,14582,10756,6347,66,2734,6751,10329,6779,4319,173,3385,3867,4253,3977,2028
동대문구,2016,2,48631,30699,17932,166,5757,10463,14226,10976,7043,53,2547,6512,9989,6852,4746,113,3210,3951,4237,4124,2297
동대문구,2016,3,48631,30699,17932,166,5757,10463,14226,10976,7043,53,2547,6512,9989,6852,4746,113,3210,3951,4237,4124,2297
동대문구,2016,4,48928,30867,18061,298,6243,10326,14196,11011,6854,122,2905,6441,9937,6879,4583,176,3338,3885,4259,4132,2271
동대문구,2017,1,48928,30867,18061,298,6243,10326,14196,11011,6854,122,2905,6441,9937,6879,4583,176,3338,3885,4259,4132,2271
동대문구,2017,2,49281,31059,18222,197,6056,10083,13777,11479,7689,77,2777,6281,9644,7218,5062,120,3279,3802,4133,4261,2627
동대문구,2017,3,49281,31059,18222,197,6056,10083,13777,11479,7689,77,2777,6281,9644,7218,5062,120,3279,3802,4133,4261,2627
동대문구,2017,4,42228,24635,17593,269,6147,9078,9710,9650,7374,116,2780,5476,5932,5508,4823,153,3367,3602,3778,4142,2551
동대문구,2018,1,42228,24635,17593,269,6147,9078,9710,9650,7374,116,2780,5476,5932,5508,4823,153,3367,3602,3778,4142,2551
동대문구,2018,2,42445,24681,17764,146,6055,8986,9558,9600,8100,57,2709,5384,5891,5462,5178,89,3346,3602,3667,4138,2922
동대문구,2018,3,42445,24681,17764,146,6055,8986,9558,9600,8100,57,2709,5384,5891,5462,5178,89,3346,3602,3667,4138,2922
동대문구,2018,4,42445,24681,17764,146,6055,8986,9558,9600,8100,57,2709,5384,5891,5462,5178,89,3346,3602,3667,4138,2922
동대문구,2019,1,41876,21551,20325,190,5596,8808,10326,9528,7428,83,2316,4817,5342,4587,4406,107,3280,3991,4984,4941,3022
동대문구,2019,2,36439,19378,17061,78,5666,7840,8765,8343,5747,45,2769,4554,4619,3870,3521,33,2897,3286,4146,4473,2226
동대문구,2019,3,36439,19378,17061,78,5666,7840,8765,8343,5747,45,2769,4554,4619,3870,3521,33,2897,3286,4146,4473,2226
동대문구,2019,4,35976,19880,16096,125,5600,7331,8623,8257,6040,71,2916,4434,4717,4001,3741,54,2684,2897,3906,4256,2299
동작구,2015,1,48016,24544,23472,286,7852,12677,11818,10107,5276,107,3521,7137,6354,4534,2891,179,4331,5540,5464,5573,2385
동작구,2015,2,48981,25203,23778,191,7654,12931,12030,10286,5889,76,3502,7344,6432,4645,3204,115,4152,5587,5598,5641,2685
동작구,2015,3,48981,25203,23778,191,7654,12931,12030,10286,5889,76,3502,7344,6432,4645,3204,115,4152,5587,5598,5641,2685
동작구,2015,4,50515,25800,24715,385,8299,13223,12494,10469,5645,191,3853,7472,6508,4707,3069,194,4446,5751,5986,5762,2576
동작구,2016,1,50515,25800,24715,385,8299,13223,12494,10469,5645,191,3853,7472,6508,4707,3069,194,4446,5751,5986,5762,2576
동작구,2016,2,50310,25615,24695,237,7793,12973,12595,10609,6103,98,3582,7274,6564,4834,3263,139,4211,5699,6031,5775,2840
동작구,2016,3,50310,25615,24695,237,7793,12973,12595,10609,6103,98,3582,7274,6564,4834,3263,139,4211,5699,6031,5775,2840
동작구,2016,4,51564,26173,25391,339,8610,13059,12887,10744,5925,156,4201,7320,6587,4746,3163,183,4409,5739,6300,5998,2762
동작구,2017,1,51564,26173,25391,339,8610,13059,12887,10744,5925,156,4201,7320,6587,4746,3163,183,4409,5739,6300,5998,2762
동작구,2017,2,52243,26296,25947,218,8159,12673,12767,11483,6943,87,3959,7058,6588,5042,3562,131,4200,5615,6179,6441,3381
동작구,2017,3,52243,26296,25947,218,8159,12673,12767,11483,6943,87,3959,7058,6588,5042,3562,131,4200,5615,6179,6441,3381
동작구,2017,4,52795,26734,26061,292,8761,12607,12715,11484,6936,126,4389,7110,6564,5019,3526,166,4372,5497,6151,6465,3410
동작구,2018,1,52795,26734,26061,292,8761,12607,12715,11484,6936,126,4389,7110,6564,5019,3526,166,4372,5497,6151,6465,3410
동작구,2018,2,54091,28083,26008,185,8741,13029,12504,11733,7899,76,4556,7539,6568,5371,3973,109,4185,5490,5936,6362,3926
동작구,2018,3,54091,28083,26008,185,8741,13029,12504,11733,7899,76,4556,7539,6568,5371,3973,109,4185,5490,5936,6362,3926
동작구,2018,4,54091,28083,26008,185,8741,13029,12504,11733,7899,76,4556,7539,6568,5371,3973,109,4185,5490,5936,6362,3926
동작구,2019,1,33683,17218,16465,127,5156,8558,8804,6927,4111,52,2030,4367,4758,3660,2351,75,3126,4191,4046,3267,1760
동작구,2019,2,33919,20045,13874,53,5569,7530,7020,7259,6488,26,3483,5001,4235,3643,3657,27,2086,2529,2785,3616,2831
동작구,2019,3,33919,20045,13874,53,5569,7530,7020,7259,6488,26,3483,5001,4235,3643,3657,27,2086,2529,2785,3616,2831
동작구,2019,4,33786,19942,13844,89,5854,7181,6820,7617,6225,45,3811,4871,4015,3704,3496,44,2043,2310,2805,3913,2729
마포구,2015,1,101910,58612,43298,580,21705,33338,24112,14543,7632,239,8164,19890,15894,9021,5404,341,13541,13448,8218,5522,2228
마포구,2015,2,104675,58608,46067,393,23768,33247,24704,14634,7929,167,8666,19198,16261,8867,5449,226,15102,14049,8443,5767,2480
마포구,2015,3,104675,58608,46067,393,23768,33247,24704,14634,7929,167,8666,19198,16261,8867,5449,226,15102,14049,8443,5767,2480
마포구,2015,4,108368,60531,47837,956,26015,33634,25199,15082,7482,401,9874,19402,16417,9241,5196,555,16141,14232,8782,5841,2286
마포구,2016,1,108368,60531,47837,956,26015,33634,25199,15082,7482,401,9874,19402,16417,9241,5196,555,16141,14232,8782,5841,2286
마포구,2016,2,110653,61576,49077,521,25157,34276,26393,15743,8563,203,9525,19470,17200,9476,5702,318,15632,14806,9193,6267,2861
마포구,2016,3,110653,61576,49077,521,25157,34276,26393,15743,8563,203,9525,19470,17200,9476,5702,318,15632,14806,9193,6267,2861
마포구,2016,4,114126,63034,51092,944,27034,33936,26357,16788,9067,351,10350,19290,17063,10087,5893,593,16684,14646,9294,6701,3174
마포구,2017,1,114126,63034,51092,944,27034,33936,26357,16788,9067,351,10350,19290,17063,10087,5893,593,16684,14646,9294,6701,3174
마포구,2017,2,116072,63842,52230,551,25760,33324,27677,17970,10790,225,9725,18549,17807,10685,6851,326,16035,14775,9870,7285,3939
마포구,2017,3,116072,63842,52230,551,25760,33324,27677,17970,10790,225,9725,18549,17807,10685,6851,326,16035,14775,9870,7285,3939
마포구,2017,4,113284,63157,50127,761,23240,32828,28079,18088,10288,269,8984,18507,17996,10732,6669,492,14256,14321,10083,7356,3619
마포구,2018,1,113284,63157,50127,761,23240,32828,28079,18088,10288,269,8984,18507,17996,10732,6669,492,14256,14321,10083,7356,3619
마포구,2018,2,118009,66131,51878,489,23911,34248,28800,19297,11264,206,9381,19372,18618,11335,7219,283,14530,14876,10182,7962,4045
마포구,2018,3,118009,66131,51878,489,23911,34248,28800,19297,11264,206,9381,19372,18618,11335,7219,283,14530,14876,10182,7962,4045
마포구,2018,4,118009,66131,51878,489,23911,34248,28800,19297,11264,206,9381,19372,18618,11335,7219,283,14530,14876,10182,7962,4045
마포구,2019,1,136085,76511,59574,739,30058,37614,31640,21234,14800,316,12501,22015,20241,11993,9445,423,17557,15599,11399,9241,5355
마포구,2019,2,92893,55506,37387,354,15751,23927,21936,18958,11967,205,7103,14201,14503,12005,7489,149,8648,9726,7433,6953,4478
마포구,2019,3,92893,55506,37387,354,15751,23927,21936,18958,11967,205,7103,14201,14503,12005,7489,149,8648,9726,7433,6953,4478
마포구,2019,4,80492,45253,35239,415,16823,21520,19008,14083,8643,218,7339,12069,11516,8410,5701,197,9484,9451,7492,5673,2942
서대문구,2015,1,26801,15082,11719,98,4493,8757,6936,3758,2759,41,1418,4598,4420,2341,2264,57,3075,4159,2516,1417,495
서대문구,2015,2,30651,17715,12936,85,4713,9259,8090,4516,3988,34,1692,4900,4927,2751,3411,51,3021,4359,3163,1765,577
서대문구,2015,3,30651,17715,12936,85,4713,9259,8090,4516,3988,34,1692,4900,4927,2751,3411,51,3021,4359,3163,1765,577
서대문구,2015,4,31449,18265,13184,122,5021,9381,8233,4561,4131,50,1799,5058,5047,2775,3536,72,3222,4323,3186,1786,595
서대문구,2016,1,31449,18265,13184,122,5021,9381,8233,4561,4131,50,1799,5058,5047,2775,3536,72,3222,4323,3186,1786,595
서대문구,2016,2,31687,18138,13549,108,4893,9383,8434,4887,3982,45,1829,5016,5116,2885,3247,63,3064,4367,3318,2002,735
서대문구,2016,3,31687,18138,13549,108,4893,9383,8434,4887,3982,45,1829,5016,5116,2885,3247,63,3064,4367,3318,2002,735
서대문구,2016,4,32250,18455,13795,151,5174,9341,8532,5041,4011,74,1871,5035,5166,3007,3302,77,3303,4306,3366,2034,709
서대문구,2017,1,32250,18455,13795,151,5174,9341,8532,5041,4011,74,1871,5035,5166,3007,3302,77,3303,4306,3366,2034,709
서대문구,2017,2,30991,18154,12837,62,4710,9073,7788,4742,4616,31,1688,4883,4833,2980,3739,31,3022,4190,2955,1762,877
서대문구,2017,3,30991,18154,12837,62,4710,9073,7788,4742,4616,31,1688,4883,4833,2980,3739,31,3022,4190,2955,1762,877
서대문구,2017,4,29592,17725,11867,72,4701,8462,7482,4632,4243,29,1744,4816,4743,2921,3472,43,2957,3646,2739,1711,771
서대문구,2018,1,29592,17725,11867,72,4701,8462,7482,4632,4243,29,1744,4816,4743,2921,3472,43,2957,3646,2739,1711,771
서대문구,2018,2,29256,17277,11979,86,4620,8413,7342,4873,3922,37,1749,4749,4570,3027,3145,49,2871,3664,2772,1846,777
서대문구,2018,3,29256,17277,11979,86,4620,8413,7342,4873,3922,37,1749,4749,4570,3027,3145,49,2871,3664,2772,1846,777
서대문구,2018,4,29256,17277,11979,86,4620,8413,7342,4873,3922,37,1749,4749,4570,3027,3145,49,2871,3664,2772,1846,777
서대문구,2019,1,25071,13533,11538,117,4916,6872,5891,4795,2480,61,2031,3981,3393,2651,1416,56,2885,2891,2498,2144,1064
서대문구,2019,2,21191,13921,7270,21,2331,4575,4738,5601,3925,9,1167,2815,2853,3840,3237,12,1164,1760,1885,1761,688
서대문구,2019,3,21191,13921,7270,21,2331,4575,4738,5601,3925,9,1167,2815,2853,3840,3237,12,1164,1760,1885,1761,688
서대문구,2019,4,19691,13019,6672,53,2405,4526,4671,5258,2778,40,1285,2964,2922,3667,2141,13,1120,1562,1749,1591,637
서초구,2015,1,352076,223385,128691,2611,86332,128813,79726,38186,16408,1317,38166,87379,58621,25979,11923,1294,48166,41434,21105,12207,4485
서초구,2015,2,351790,221766,130024,1749,79667,129895,82341,40266,17872,963,34274,86491,60192,27107,12739,786,45393,43404,22149,13159,5133
서초구,2015,3,351790,221766,130024,1749,79667,129895,82341,40266,17872,963,34274,86491,60192,27107,12739,786,45393,43404,22149,13159,5133
서초구,2015,4,352268,221830,130438,2317,82978,128170,82338,39894,16571,1222,36255,85673,59795,26881,12004,1095,46723,42497,22543,13013,4567
서초구,2016,1,352268,221830,130438,2317,82978,128170,82338,39894,16571,1222,36255,85673,59795,26881,12004,1095,46723,42497,22543,13013,4567
서초구,2016,2,353197,221691,131506,1373,76570,129361,86003,41622,18268,705,32889,84964,62289,27740,13104,668,43681,44397,23714,13882,5164
서초구,2016,3,353197,221691,131506,1373,76570,129361,86003,41622,18268,705,32889,84964,62289,27740,13104,668,43681,44397,23714,13882,5164
서초구,2016,4,349237,218960,130277,2041,78673,124611,84393,41600,17919,1054,34513,82353,60879,27338,12823,987,44160,42258,23514,14262,5096
서초구,2017,1,349237,218960,130277,2041,78673,124611,84393,41600,17919,1054,34513,82353,60879,27338,12823,987,44160,42258,23514,14262,5096
서초구,2017,2,348546,217245,131301,1307,72290,124169,87309,43343,20128,688,30956,80036,62860,28465,14240,619,41334,44133,24449,14878,5888
서초구,2017,3,348546,217245,131301,1307,72290,124169,87309,43343,20128,688,30956,80036,62860,28465,14240,619,41334,44133,24449,14878,5888
서초구,2017,4,349420,217012,132408,2128,77675,122316,85767,42223,19311,1125,33918,79354,61631,27416,13568,1003,43757,42962,24136,14807,5743
서초구,2018,1,349420,217012,132408,2128,77675,122316,85767,42223,19311,1125,33918,79354,61631,27416,13568,1003,43757,42962,24136,14807,5743
서초구,2018,2,356255,221391,134864,1384,72459,124782,89415,46709,21506,674,31593,79175,64651,30482,14816,710,40866,45607,24764,16227,6690
서초구,2018,3,356255,221391,134864,1384,72459,124782,89415,46709,21506,674,31593,79175,64651,30482,14816,710,40866,45607,24764,16227,6690
서초구,2018,4,356255,221391,134864,1384,72459,124782,89415,46709,21506,674,31593,79175,64651,30482,14816,710,40866,45607,24764,16227,6690
서초구,2019,1,249743,137604,112139,1231,51018,71957,61095,39882,24560,392,19550,41350,37877,22632,15803,839,31468,30607,23218,17250,8757
서초구,2019,2,218142,127449,90693,575,39713,63185,56334,37843,20492,275,16728,37325,35717,23355,14049,300,22985,25860,20617,14488,6443
서초구,2019,3,218142,127449,90693,575,39713,63185,56334,37843,20492,275,16728,37325,35717,23355,14049,300,22985,25860,20617,14488,6443
서초구,2019,4,220997,128913,92084,706,44374,61518,53685,40144,20570,320,19069,35680,33011,26013,14820,386,25305,25838,20674,14131,5750
성동구,2015,1,55301,30846,24455,461,7836,15238,16063,11222,4481,152,3495,9413,8473,6072,3241,309,4341,5825,7590,5150,1240
성동구,2015,2,55360,31046,24314,288,7407,15049,16084,11693,4839,89,3221,9347,8753,6109,3527,199,4186,5702,7331,5584,1312
성동구,2015,3,55360,31046,24314,288,7407,15049,16084,11693,4839,89,3221,9347,8753,6109,3527,199,4186,5702,7331,5584,1312
성동구,2015,4,56044,31606,24438,352,7785,14879,16332,11881,4815,136,3497,9222,8923,6322,3506,216,4288,5657,7409,5559,1309
성동구,2016,1,56044,31606,24438,352,7785,14879,16332,11881,4815,136,3497,9222,8923,6322,3506,216,4288,5657,7409,5559,1309
성동구,2016,2,55870,31691,24179,141,7308,14503,16474,12281,5163,77,3292,8945,9244,6419,3714,64,4016,5558,7230,5862,1449
성동구,2016,3,55870,31691,24179,141,7308,14503,16474,12281,5163,77,3292,8945,9244,6419,3714,64,4016,5558,7230,5862,1449
성동구,2016,4,55749,31557,24192,227,7923,14324,16223,12217,4835,122,3618,8830,9154,6338,3495,105,4305,5494,7069,5879,1340
성동구,2017,1,55749,31557,24192,227,7923,14324,16223,12217,4835,122,3618,8830,9154,6338,3495,105,4305,5494,7069,5879,1340
성동구,2017,2,55809,31743,24066,190,7831,13929,15705,12654,5500,77,3529,8502,9250,6475,3910,113,4302,5427,6455,6179,1590
성동구,2017,3,55809,31743,24066,190,7831,13929,15705,12654,5500,77,3529,8502,9250,6475,3910,113,4302,5427,6455,6179,1590
성동구,2017,4,51076,29293,21783,249,7027,11687,14316,12385,5412,152,3369,7522,8180,6205,3865,97,3658,4165,6136,6180,1547
성동구,2018,1,51076,29293,21783,249,7027,11687,14316,12385,5412,152,3369,7522,8180,6205,3865,97,3658,4165,6136,6180,1547
성동구,2018,2,51560,29544,22016,146,6713,11503,13911,13055,6232,87,3206,7363,8119,6464,4305,59,3507,4140,5792,6591,1927
성동구,2018,3,51560,29544,22016,146,6713,11503,13911,13055,6232,87,3206,7363,8119,6464,4305,59,3507,4140,5792,6591,1927
성동구,2018,4,51560,29544,22016,146,6713,11503,13911,13055,6232,87,3206,7363,8119,6464,4305,59,3507,4140,5792,6591,1927
성동구,2019,1,77298,45989,31309,343,15194,19965,18026,14864,8906,158,6596,12376,11705,9231,5923,185,8598,7589,6321,5633,2983
성동구,2019,2,47595,26629,20966,167,7605,11511,11716,10742,5854,80,3547,7134,6816,5006,4046,87,4058,4377,4900,5736,1808
성동구,2019,3,47595,26629,20966,167,7605,11511,11716,10742,5854,80,3547,7134,6816,5006,4046,87,4058,4377,4900,5736,1808
성동구,2019,4,42774,26174,16600,177,7157,10087,9892,9270,6191,101,3311,6219,6473,5856,4214,76,3846,3868,3419,3414,1977
성북구,2015,1,27532,14714,12818,89,4216,6484,7276,6119,3348,39,1307,3342,4103,3760,2163,50,2909,3142,3173,2359,1185
성북구,2015,2,27998,14756,13242,53,4099,6555,7313,6216,3762,17,1186,3271,4088,3798,2396,36,2913,3284,3225,2418,1366
성북구,2015,3,27998,14756,13242,53,4099,6555,7313,6216,3762,17,1186,3271,4088,3798,2396,36,2913,3284,3225,2418,1366
성북구,2015,4,28537,15027,13510,94,4413,6730,7400,6188,3712,34,1308,3356,4112,3813,2404,60,3105,3374,3288,2375,1308
성북구,2016,1,28537,15027,13510,94,4413,6730,7400,6188,3712,34,1308,3356,4112,3813,2404,60,3105,3374,3288,2375,1308
성북구,2016,2,28629,14980,13649,67,4212,6691,7382,6288,3989,25,1283,3218,4070,3781,2603,42,2929,3473,3312,2507,1386
성북구,2016,3,28629,14980,13649,67,4212,6691,7382,6288,3989,25,1283,3218,4070,3781,2603,42,2929,3473,3312,2507,1386
성북구,2016,4,28776,15023,13753,112,4487,6825,7376,6243,3733,45,1405,3331,4053,3760,2429,67,3082,3494,3323,2483,1304
성북구,2017,1,28776,15023,13753,112,4487,6825,7376,6243,3733,45,1405,3331,4053,3760,2429,67,3082,3494,3323,2483,1304
성북구,2017,2,29875,15751,14124,63,4477,6885,7497,6604,4349,25,1432,3364,4194,3917,2819,38,3045,3521,3303,2687,1530
성북구,2017,3,29875,15751,14124,63,4477,6885,7497,6604,4349,25,1432,3364,4194,3917,2819,38,3045,3521,3303,2687,1530
성북구,2017,4,30234,15847,14387,98,4821,6984,7452,6630,4249,35,1576,3399,4141,3940,2756,63,3245,3585,3311,2690,1493
성북구,2018,1,30234,15847,14387,98,4821,6984,7452,6630,4249,35,1576,3399,4141,3940,2756,63,3245,3585,3311,2690,1493
성북구,2018,2,31058,16317,14741,96,4727,7208,7428,6919,4680,34,1617,3480,4062,4068,3056,62,3110,3728,3366,2851,1624
성북구,2018,3,31058,16317,14741,96,4727,7208,7428,6919,4680,34,1617,3480,4062,4068,3056,62,3110,3728,3366,2851,1624
성북구,2018,4,31058,16317,14741,96,4727,7208,7428,6919,4680,34,1617,3480,4062,4068,3056,62,3110,3728,3366,2851,1624
성북구,2019,1,23396,11724,11672,109,3544,4911,5806,5418,3608,35,1327,2423,2981,2845,2113,74,2217,2488,2825,2573,1495
성북구,2019,2,24644,15774,8870,77,2958,5849,5688,5573,4499,42,1364,3760,3665,3799,3144,35,1594,2089,2023,1774,1355
성북구,2019,3,24644,15774,8870,77,2958,5849,5688,5573,4499,42,1364,3760,3665,3799,3144,35,1594,2089,2023,1774,1355
성북구,2019,4,41869,24435,17434,142,4033,10455,12342,10525,4372,57,1834,5173,6487,7774,3110,85,2199,5282,5855,2751,1262
송파구,2015,1,107744,66476,41268,871,18639,29140,26340,20043,12711,385,9022,19095,17006,12149,8819,486,9617,10045,9334,7894,3892
송파구,2015,2,109372,67433,41939,515,17572,29097,26746,21097,14345,208,8254,18944,17464,12745,9818,307,9318,10153,9282,8352,4527
송파구,2015,3,109372,67433,41939,515,17572,29097,26746,21097,14345,208,8254,18944,17464,12745,9818,307,9318,10153,9282,8352,4527
송파구,2015,4,110341,67591,42750,901,18559,28719,26593,21220,14349,411,8728,18669,17220,12801,9762,490,9831,10050,9373,8419,4587
송파구,2016,1,110341,67591,42750,901,18559,28719,26593,21220,14349,411,8728,18669,17220,12801,9762,490,9831,10050,9373,8419,4587
송파구,2016,2,111417,67683,43734,517,17648,28474,27138,21996,15644,204,8182,18246,17524,12974,10553,313,9466,10228,9614,9022,5091
송파구,2016,3,111417,67683,43734,517,17648,28474,27138,21996,15644,204,8182,18246,17524,12974,10553,313,9466,10228,9614,9022,5091
송파구,2016,4,112443,67893,44550,893,18641,28309,26966,22025,15609,369,8809,18154,17250,12831,10480,524,9832,10155,9716,9194,5129
송파구,2017,1,112443,67893,44550,893,18641,28309,26966,22025,15609,369,8809,18154,17250,12831,10480,524,9832,10155,9716,9194,5129
송파구,2017,2,115505,68902,46603,702,19164,27982,27377,23029,17251,254,8664,17776,17547,13316,11345,448,10500,10206,9830,9713,5906
송파구,2017,3,115505,68902,46603,702,19164,27982,27377,23029,17251,254,8664,17776,17547,13316,11345,448,10500,10206,9830,9713,5906
송파구,2017,4,114496,68652,45844,1022,19356,27513,27098,22446,17061,371,9041,17583,17133,13052,11472,651,10315,9930,9965,9394,5589
송파구,2018,1,114496,68652,45844,1022,19356,27513,27098,22446,17061,371,9041,17583,17133,13052,11472,651,10315,9930,9965,9394,5589
송파구,2018,2,116349,69783,46566,452,18537,27419,26982,23538,19421,215,8508,17272,17147,13701,12940,237,10029,10147,9835,9837,6481
송파구,2018,3,116349,69783,46566,452,18537,27419,26982,23538,19421,215,8508,17272,17147,13701,12940,237,10029,10147,9835,9837,6481
송파구,2018,4,116349,69783,46566,452,18537,27419,26982,23538,19421,215,8508,17272,17147,13701,12940,237,10029,10147,9835,9837,6481
송파구,2019,1,128317,68460,59857,748,24243,30108,31315,27496,14407,319,10892,18064,16894,12226,10065,429,13351,12044,14421,15270,4342
송파구,2019,2,138418,82135,56283,375,24017,34591,33246,27933,18256,146,11881,21877,20950,14466,12815,229,12136,12714,12296,13467,5441
송파구,2019,3,138418,82135,56283,375,24017,34591,33246,27933,18256,146,11881,21877,20950,14466,12815,229,12136,12714,12296,13467,5441
송파구,2019,4,129740,76678,53062,429,20836,31916,32185,28244,16130,168,10199,20207,20123,14499,11482,261,10637,11709,12062,13745,4648
양천구,2015,1,18702,10060,8642,52,1959,3750,4931,4609,3401,27,605,1856,2373,2532,2667,25,1354,1894,2558,2077,734
양천구,2015,2,18815,10029,8786,28,1904,3687,4917,4730,3549,17,614,1785,2353,2564,2696,11,1290,1902,2564,2166,853
양천구,2015,3,18815,10029,8786,28,1904,3687,4917,4730,3549,17,614,1785,2353,2564,2696,11,1290,1902,2564,2166,853
양천구,2015,4,19206,10170,9036,51,2086,3780,5021,4781,3487,27,710,1881,2399,2551,2602,24,1376,1899,2622,2230,885
양천구,2016,1,19206,10170,9036,51,2086,3780,5021,4781,3487,27,710,1881,2399,2551,2602,24,1376,1899,2622,2230,885
양천구,2016,2,19151,9991,9160,40,1883,3676,4956,4912,3684,18,620,1840,2352,2540,2621,22,1263,1836,2604,2372,1063
양천구,2016,3,19151,9991,9160,40,1883,3676,4956,4912,3684,18,620,1840,2352,2540,2621,22,1263,1836,2604,2372,1063
양천구,2016,4,19210,10055,9155,71,1987,3640,5014,4862,3636,32,687,1831,2371,2526,2608,39,1300,1809,2643,2336,1028
양천구,2017,1,19210,10055,9155,71,1987,3640,5014,4862,3636,32,687,1831,2371,2526,2608,39,1300,1809,2643,2336,1028
양천구,2017,2,18857,9831,9026,31,1776,3503,4762,4744,4041,13,598,1725,2247,2418,2830,18,1178,1778,2515,2326,1211
양천구,2017,3,18857,9831,9026,31,1776,3503,4762,4744,4041,13,598,1725,2247,2418,2830,18,1178,1778,2515,2326,1211
양천구,2017,4,18523,9699,8824,43,1834,3428,4583,4646,3989,22,648,1689,2137,2387,2816,21,1186,1739,2446,2259,1173
양천구,2018,1,18523,9699,8824,43,1834,3428,4583,4646,3989,22,648,1689,2137,2387,2816,21,1186,1739,2446,2259,1173
양천구,2018,2,18935,9976,8959,33,1775,3430,4508,4802,4387,14,663,1693,2163,2394,3049,19,1112,1737,2345,2408,1338
양천구,2018,3,18935,9976,8959,33,1775,3430,4508,4802,4387,14,663,1693,2163,2394,3049,19,1112,1737,2345,2408,1338
양천구,2018,4,18935,9976,8959,33,1775,3430,4508,4802,4387,14,663,1693,2163,2394,3049,19,1112,1737,2345,2408,1338
양천구,2019,1,17823,8728,9095,43,1993,3341,4312,4499,3635,14,776,1671,2065,2095,2107,29,1217,1670,2247,2404,1528
양천구,2019,2,17269,10601,6668,38,1840,3311,4030,4265,3785,25,966,1942,2389,2450,2829,13,874,1369,1641,1815,956
양천구,2019,3,17269,10601,6668,38,1840,3311,4030,4265,3785,25,966,1942,2389,2450,2829,13,874,1369,1641,1815,956
양천구,2019,4,16548,10136,6412,57,1723,3166,3786,4129,3687,30,822,1788,2189,2471,2836,27,901,1378,1597,1658,851
영등포구,2015,1,199075,121458,77617,1941,34433,62822,55631,32259,11989,763,12617,35108,40411,24440,8119,1178,21816,27714,15220,7819,3870
영등포구,2015,2,203444,124604,78840,1123,32303,65211,56938,34525,13344,460,11778,36180,40630,26513,9043,663,20525,29031,16308,8012,4301
영등포구,2015,3,203444,124604,78840,1123,32303,65211,56938,34525,13344,460,11778,36180,40630,26513,9043,663,20525,29031,16308,8012,4301
