s,기준년코드,기준분기코드,남성유동인구수,여성유동인구수,연령대10유동인구수,연령대20유동인구수,연령대30유동인구수,연령대40유동인구수,연령대50유동인구수,연령대60이상유동인구수,월요일유동인구수,화요일유동인구수,수요일유동인구수,목요일유동인구수,금요일유동인구수,토요일유동인구수,일요일유동인구수
동작구,2019,3,17665847,19932613,5047210,7601593,6228320,5124479,4927671,8669178,5351650,5367269,5373609,5335123,5275714,5431346,5463742
동작구,2019,4,18798488,21190785,5334286,8249468,6649919,5474469,5201440,9079686,5674948,5662125,5690742,5664052,5648549,5835667,5813204
마포구,2015,1,11415545,10486204,926920,5026853,5645482,4991049,3549596,1761891,3921080,3890806,3427267,3271020,3010476,2427292,1953839
마포구,2015,2,10964302,10160237,894245,4775968,5442337,4867104,3477733,1667182,3229578,3226082,3388649,3425773,3634677,2562001,1657783
마포구,2015,3,9336018,8905781,827647,4182416,4473354,4161004,3092574,1504812,2829515,2885182,2889537,2997341,3091471,2142635,1406152
마포구,2015,4,8979212,8730045,898016,4064570,4289922,3997529,3018190,1441050,2787401,2854667,2780306,2782576,2891548,2188584,1424185
마포구,2016,1,7788121,7668576,658421,3612753,3748225,3468484,2616950,1351860,2400180,2325127,2446790,2554712,2652108,1882082,1195701
마포구,2016,2,7618809,7692553,700815,3736836,3683082,3373677,2517262,1299764,2325193,2238823,2428785,2590400,2615353,1901013,1211812
마포구,2016,3,7116395,7275219,735795,3453881,3386737,3166803,2333397,1315014,2292258,2328256,2255672,2274887,2438815,1687956,1113788
마포구,2016,4,6974512,7293443,794175,3359173,3328041,3133697,2323515,1329423,2163490,2247212,2255445,2255900,2455382,1771501,1119013
마포구,2017,1,11265225,11823321,1967870,8844642,5249070,3401753,2269142,1356094,3012065,3146772,3425233,3484991,3425308,3591271,3002920
마포구,2017,2,11286632,11783200,1748118,8613405,5269577,3445715,2348632,1644442,3053659,3181740,3288596,3277592,3542191,3638850,3087226
마포구,2017,3,12253781,12939222,1922196,9650012,5515906,3687552,2584663,1832678,3396562,3471048,3554487,3608062,3864048,3923081,3375761
마포구,2017,4,11558659,12287124,1701561,9313718,5246775,3444262,2447004,1692476,3194467,3262971,3173539,3340587,3717909,3930872,3225480
마포구,2018,1,11925684,12847977,2073352,9854127,5182243,3464458,2485710,1713817,3382102,3472419,3542675,3410608,3626914,3939417,3399531
마포구,2018,2,12394047,13421110,1858641,9982445,5603568,3736806,2701081,1932638,3462723,3502926,3567765,3634043,3969159,4162245,3516345
마포구,2018,3,13082221,14205648,1934999,10671529,5824541,3925296,2868014,2063503,3596017,3794545,3862331,3931980,4211809,4280310,3610900
마포구,2018,4,13860681,14948880,1885721,11149414,6206214,4173497,3095640,2299085,4023121,4000201,3993340,4007044,4331040,4490342,3964503
마포구,2019,1,22090557,26030428,6228147,11176475,9106178,7481207,5601920,8527070,6716031,6744083,6823295,6931787,7052510,7108297,6744988
마포구,2019,2,21417351,25784362,6076313,11140113,9054821,7334423,5402876,8193161,6611717,6700011,6754578,6771338,6892447,6901911,6569693
마포구,2019,3,21497488,25657446,6066770,11139071,9059417,7377428,5452330,8059907,6697783,6781935,6800771,6700052,6754443,6816751,6603211
마포구,2019,4,22097214,26471373,6187669,11634093,9322749,7632756,5639716,8151614,6798150,6879274,6915477,6916576,7076472,7181683,6800968
서대문구,2015,1,5432100,5276792,531421,2484804,2306116,2374069,1934898,1077580,1934429,1904645,1687109,1597569,1441139,1155609,988400
서대문구,2015,2,5108015,5013694,537531,2438542,2132091,2218093,1835424,960071,1549692,1544485,1632246,1656188,1724984,1211489,802649
서대문구,2015,3,4279457,4334784,441331,1936558,1736765,1933031,1663453,903099,1336445,1365533,1366534,1417527,1436894,1002205,689110
서대문구,2015,4,4112032,4309214,491177,1934344,1676714,1853480,1596497,869037,1332578,1364590,1320994,1328634,1350936,1026630,696877
서대문구,2016,1,3557740,3855891,348052,1785766,1447257,1591396,1399106,842043,1160598,1109008,1166339,1216406,1240253,904630,616419
서대문구,2016,2,3471841,3974126,414730,1775378,1410931,1572118,1400558,872267,1134048,1088149,1179589,1254224,1239535,927204,623220
서대문구,2016,3,2736709,3133769,318641,1205286,1144434,1322280,1154742,725103,955668,966092,933673,930687,968703,659460,456189
서대문구,2016,4,2901496,3409113,389343,1396916,1221209,1363071,1179281,760803,961026,994312,999780,996253,1063225,790035,506018
서대문구,2017,1,5281523,5757300,1082877,5032405,1748209,1332338,1107147,735847,1463207,1510462,1628218,1641321,1609114,1709277,1477249
서대문구,2017,2,5366399,5919089,1025251,5017794,1827794,1383989,1183244,847419,1527623,1592894,1626967,1602229,1686845,1721498,1527441
서대문구,2017,3,6924643,7727475,1222260,5959664,2353795,1961584,1756521,1398291,2009341,2079805,2097357,2078856,2161963,2199310,2025462
서대문구,2017,4,6604477,7316257,1033505,5812195,2424109,1869217,1597579,1184172,1932163,1994970,1912151,1984449,2149283,2118479,1829265
서대문구,2018,1,6501417,7288729,1176214,5928771,2284981,1770280,1514901,1115014,1944098,2000460,2025538,1929881,2002899,2044485,1842775
서대문구,2018,2,7271619,8159652,1149561,6341031,2744771,2077096,1762185,1356639,2166107,2204242,2185850,2274117,2366152,2258295,1976559
서대문구,2018,3,7831515,8661921,1112624,6708334,2970921,2276070,1934853,1490654,2285299,2371466,2402365,2475469,2557205,2350607,2051023
서대문구,2018,4,7823880,8640038,1045792,6660426,2928004,2281926,1966869,1580885,2389226,2370872,2362149,2387717,2474812,2309866,2169271
서대문구,2019,1,14056586,16246311,4027619,6864851,4615130,4466732,3928244,6400320,4359185,4377126,4397548,4454294,4435509,4215389,4063850
서대문구,2019,2,13697591,16215828,4054599,7012037,4643402,4423116,3765729,6014541,4288079,4390845,4410317,4402853,4400211,4088735,3932373
서대문구,2019,3,13765495,16001334,3894648,6707496,4723116,4521938,3851419,6068213,4341638,4417016,4424375,4317146,4289523,4029337,3947792
서대문구,2019,4,14119497,16442124,3952218,7165354,4842302,4622279,3941733,6037738,4438984,4501480,4473942,4460176,4463357,4176100,4047563
서초구,2015,1,13872923,10532264,698476,4061056,6598005,6120129,4393524,2534022,4663077,4634055,4051477,3796231,3450959,2180328,1629055
서초구,2015,2,13539254,10324061,729259,4000530,6419640,5992060,4318782,2403044,3838904,3877358,4109573,4148963,4194076,2292846,1401620
서초구,2015,3,10889473,8624106,666614,3323238,5014153,4857726,3625281,2026651,3166812,3240370,3300780,3454664,3389229,1834379,1127419
서초구,2015,4,13940573,10969255,885884,4239938,6434154,6159350,4591380,2599126,4235814,4299408,4194049,4090130,4058515,2483440,1548490
서초구,2016,1,10782188,8597655,547153,3207542,4972487,4842276,3602690,2207676,3208140,3070999,3256469,3430859,3410035,1888890,1114447
서초구,2016,2,9634498,8217227,585954,3033518,4567614,4375905,3253008,2035741,2932866,2862391,2994629,3137330,3039167,1792476,1092896
서초구,2016,3,9476986,8564847,752404,3328476,4507042,4285247,3124166,2044480,3011928,3085715,2961500,2971148,3127710,1781566,1102323
서초구,2016,4,8750795,7900266,707001,2985460,4156111,3955721,2910676,1936096,2633678,2756653,2774764,2774634,2930694,1734510,1046131
서초구,2017,1,11216106,9984646,1104193,6342860,5287144,3853506,2705327,1907706,2973447,3144405,3457177,3479223,3273837,2682295,2190416
서초구,2017,2,10981967,9585012,962833,5810806,5198430,3829886,2718856,2046228,3066976,3047725,3203280,3213223,3264845,2623080,2147890
서초구,2017,3,13946249,12419865,1373663,7676527,6431704,4794020,3437134,2653075,3919228,3940277,4045127,4148470,4220383,3305353,2787316
서초구,2017,4,11418846,9897656,966853,6032564,5240197,3912281,2915773,2248877,3022576,3255893,3167763,3305235,3477727,2876091,2211166
서초구,2018,1,11871258,10515015,1190839,6539227,5298659,4025235,2974739,2357625,3345109,3509548,3546547,3291934,3473011,2866181,2353988
서초구,2018,2,12362001,11141910,1146976,6619003,5629959,4273582,3208154,2626244,3457055,3471707,3473178,3649003,3851199,3085135,2516671
서초구,2018,3,12643908,11370782,1281886,7017319,5616616,4277700,3202879,2618324,3482053,3627523,3616084,3783924,3938995,3067300,2498833
서초구,2018,4,12431763,10951534,1071623,6427795,5560372,4212956,3324474,2786064,3457983,3417601,3535824,3621022,3780144,3085434,2485337
서초구,2019,1,23181660,24076386,5770576,8342478,9410513,8175316,6248537,9310638,6953797,6922698,7076195,7256787,7198705,6191307,5658568
서초구,2019,2,22212219,23338152,5596270,7839515,9237198,8063173,6001756,8812456,6694256,6893131,6867208,6833638,6913908,5907937,5440281
서초구,2019,3,22569112,23724162,5900931,8303427,9331269,8136658,6045391,8575596,6977759,7118446,7093984,6838005,6829877,5907245,5527960
서초구,2019,4,22719168,23936813,5809817,8033092,9461656,8340239,6223223,8787954,6959989,7016221,6809854,6839755,7049271,6299354,5681538
성동구,2015,1,6248891,5137922,413438,1844773,2725708,2759267,2400448,1243188,2110733,2089524,1826021,1722431,1533326,1175348,929493
성동구,2015,2,6107297,5111533,439391,1837404,2644936,2713957,2386061,1197124,1763669,1752620,1838509,1843036,1902022,1294798,824226
성동구,2015,3,6146173,5261531,491693,1738816,2573158,2763833,2503518,1336708,1885552,1810810,1813507,1880303,1929245,1262447,825855
성동구,2015,4,6723521,6020593,633063,2047623,2765608,2976237,2756709,1564910,2066132,2089432,2043035,2012777,2031183,1512417,989153
성동구,2016,1,4739685,4069283,297049,1284043,1928652,2101861,1988695,1208676,1420671,1365352,1433888,1492365,1500668,983430,612591
성동구,2016,2,5810546,4904175,446788,1577293,2368243,2543015,2389776,1389641,1736499,1667581,1764711,1836269,1791421,1147756,770517
성동구,2016,3,3433324,3080559,229709,1004452,1468675,1567545,1429090,814407,1088980,1106127,1058109,1058190,1109763,685081,407648
성동구,2016,4,3130378,2938252,248827,1002054,1345426,1424543,1301910,745904,963046,995404,997665,992463,1046969,679480,393605
성동구,2017,1,4571009,3979117,503321,2372444,1937877,1530576,1397837,808045,1171557,1200688,1360413,1340015,1265326,1174563,1037571
성동구,2017,2,4227298,3692329,431284,2151891,1775240,1419300,1277621,864295,1140115,1145345,1178796,1166878,1183875,1092151,1012510
성동구,2017,3,5286014,4838033,580790,2683244,2208464,1791083,1650165,1210314,1480368,1471044,1482591,1484488,1516734,1377674,1311143
성동구,2017,4,4873051,4378801,477557,2496394,2003774,1619129,1545979,1109026,1302092,1368466,1343249,1350690,1419489,1315107,1152779
성동구,2018,1,4647717,4181463,485911,2438756,1877815,1509657,1460482,1056587,1278637,1313636,1339589,1262193,1304988,1200203,1129955
성동구,2018,2,5084844,4678042,503632,2641337,2111910,1654798,1608541,1242688,1402978,1404348,1415268,1439292,1484314,1361066,1255638
성동구,2018,3,5591006,5172377,549637,3033050,2302705,1800536,1715599,1361840,1539525,1571320,1550650,1608788,1657302,1474806,1361016
성동구,2018,4,4991230,4492470,455918,2609519,2059163,1589120,1541651,1228315,1365122,1360762,1382696,1378619,1430814,1335589,1230098
성동구,2019,1,12663277,13476049,3408651,4578246,4513971,4034446,3851212,5752809,3757895,3756818,3794028,3832622,3807959,3639647,3550345
성동구,2019,2,12297497,13414620,3347250,4614930,4501563,4007563,3735223,5505575,3700540,3741075,3749245,3740058,3755614,3556528,3469057
성동구,2019,3,12163101,13167622,3273919,4563962,4510496,3995611,3675803,5310934,3692566,3734494,3728148,3656411,3644267,3464414,3410414
성동구,2019,4,12938111,13980184,3542251,4932602,4785198,4208681,3883960,5565599,3908318,3924784,3894109,3889995,3921914,3736897,3642287
성북구,2015,1,6539293,6753350,780440,2377429,2869447,3149000,2662553,1453778,2409448,2366079,2102774,1972110,1715799,1454381,1272107
성북구,2015,2,6116774,6560301,823607,2357774,2655826,2982681,2531367,1325833,1997786,1925770,2012218,2016399,2108170,1558037,1058700
성북구,2015,3,5886103,6352512,797040,2167545,2458305,2895875,2523070,1396820,1913399,1924862,1929189,1986299,2011058,1453090,1020769
성북구,2015,4,5627705,6241314,823190,2270500,2323036,2739740,2423587,1288963,1907792,1915931,1867248,1856299,1870137,1450514,1001079
성북구,2016,1,4535999,5123230,568481,1702071,1872284,2290098,2031279,1195017,1535777,1451012,1529379,1592027,1599647,1160876,790504
성북구,2016,2,4461773,5334431,717169,1813383,1822553,2255836,1978129,1209135,1568939,1424472,1546301,1650814,1567121,1204223,834372
성북구,2016,3,3950023,4762531,582830,1466835,1637299,2064549,1830859,1130220,1422292,1429611,1374241,1353595,1414257,1023145,695473
성북구,2016,4,3562720,4515280,641185,1472050,1452488,1859781,1626218,1026296,1264347,1279471,1291137,1271273,1346890,984602,640323
성북구,2017,1,5956594,6072916,1323419,4165026,2084037,1823444,1615592,1018041,1617408,1637295,1826215,1842672,1744734,1752296,1608896
성북구,2017,2,6127870,6257872,1334998,4274948,2079412,1826575,1647238,1222634,1769298,1773743,1813852,1840972,1795161,1728622,1664112
성북구,2017,3,6841288,6929233,1360634,4639738,2322167,2080133,1879732,1488156,1964995,1981464,2007065,1996745,1999191,1908150,1912909
성북구,2017,4,6949972,7163144,1401559,4985867,2325093,2062156,1856070,1482377,1998763,2067346,2018274,2022340,2083208,2035295,1887900
성북구,2018,1,6918952,7252495,1531793,4912628,2302941,2041669,1871808,1510590,2037583,2056376,2087170,1982920,2032680,1993621,1981136
성북구,2018,2,7482774,7953149,1622981,5430559,2471847,2186720,2020851,1703010,2223806,2241138,2242204,2255769,2248447,2155595,2068984
성북구,2018,3,8005056,8542778,1451853,5698590,2756773,2393761,2292175,1954708,2376796,2400014,2346108,2355984,2388885,2375566,2304525
성북구,2018,4,7174256,7626661,1315085,5287670,2346968,2071519,2013424,1766252,2120427,2110787,2139154,2122243,2137429,2126748,2044138
성북구,2019,1,17941820,21098359,6137320,7490008,5233206,5531535,5351111,9297006,5510927,5510473,5537912,5545616,5542420,5672736,5720093
성북구,2019,2,17112992,20635654,6136465,7632518,5044663,5267394,5038482,8629106,5366165,5365068,5416348,5396982,5358814,5398252,5447001
성북구,2019,3,16991288,20004060,5815630,7201168,5064369,5257800,5078686,8577688,5271477,5297941,5320975,5252431,5201248,5287134,5364152
성북구,2019,4,17764857,21072159,6171118,7999003,5255018,5395490,5224172,8792230,5531687,5531229,5573894,5536783,5473516,5568655,5621259
송파구,2015,1,7047603,6376902,615103,1815494,3333566,3361407,2860702,1438254,2428851,2402611,2109191,1989380,1790592,1460449,1243425
송파구,2015,2,7727257,7072785,695010,2050452,3696202,3696917,3132406,1529069,2273668,2254686,2370742,2375083,2462239,1807196,1256421
송파구,2015,3,7860771,7450840,805530,2094109,3648195,3758575,3271771,1733467,2373780,2382652,2423981,2508082,2558864,1794888,1269393
송파구,2015,4,8546274,8216413,1008692,2320486,3943946,4067140,3541179,1881284,2650914,2683487,2634607,2607404,2661214,2064900,1460179
송파구,2016,1,5914641,5742875,567204,1531693,2738861,2885842,2518518,1415416,1826895,1769116,1851650,1927038,1948753,1397860,936214
송파구,2016,2,4491872,4545673,482984,1223473,2148553,2193592,1903596,1085338,1407503,1335176,1440307,1513896,1492129,1103502,745061
송파구,2016,3,4721026,4855277,586766,1430381,2238634,2268937,1921507,1130100,1526474,1553524,1493389,1493824,1585742,1145129,778236
송파구,2016,4,4339191,4506064,585026,1279504,2069649,2072511,1775907,1062651,1370331,1400241,1398154,1395830,1491341,1085876,703493
송파구,2017,1,6603479,6015818,805686,3128923,3033657,2284869,2056846,1309336,1678776,1731076,1926442,1941019,1859807,1831187,1651000
송파구,2017,2,6355131,5883882,706444,2993105,2899587,2213616,1982120,1444164,1678545,1704462,1742690,1738651,1804923,1822199,1747569
송파구,2017,3,7482874,7098153,943391,3502962,3324465,2638864,2379417,1791966,2018510,2046249,2114732,2138541,2171519,2103223,1988258
송파구,2017,4,6737534,6204856,768299,3101432,2980741,2316977,2151404,1623577,1770672,1827094,1780378,1838675,1955848,1986661,1783100
송파구,2018,1,6832005,6310918,835538,3280580,2965786,2298615,2118864,1643577,1841646,1872999,1906048,1830207,1907666,1952055,1832335
송파구,2018,2,7332168,6914414,807422,3508347,3289921,2469858,2325426,1845613,1933250,1991757,2008065,2028530,2132740,2185857,1966406
송파구,2018,3,7642229,7161442,891548,3785289,3345337,2524669,2359480,1897353,2003629,2093582,2108130,2126135,2221589,2214340,2036278
송파구,2018,4,7285182,6783243,780190,3421359,3193597,2430082,2327670,1915567,1942240,1955398,1969606,1978682,2102224,2135908,1984397
송파구,2019,1,19975890,22579923,6064181,6459444,7799672,6629679,6252336,9350501,6004209,6003728,6066191,6120094,6148307,6178628,6034643
송파구,2019,2,19280483,22072216,5885371,6290498,7749187,6538660,5993013,8895971,5846373,5845972,5895549,5904385,5952956,6012996,5894478
송파구,2019,3,19906340,22566357,6129898,6658832,7932759,6677744,6129566,8943904,6060311,6119067,6136255,6052179,6027234,6072531,6005134
송파구,2019,4,20355170,23054833,6305222,6649316,8187701,6909254,6307672,9050843,6148028,6160679,6190053,6199260,6236593,6299420,6175998
양천구,2015,1,5828485,6143395,919766,1460644,2514818,2960068,2739629,1376941,2132707,2085986,1849900,1750543,1543246,1376078,1233453
양천구,2015,2,5292946,5737883,826683,1277326,2332056,2781111,2593915,1219744,1698749,1659247,1715253,1711405,1803550,1421373,1021270
양천구,2015,3,4920275,5455635,775304,1184586,2069584,2649187,2533197,1164054,1617691,1615673,1607103,1652460,1684062,1285306,913661
양천구,2015,4,4424587,5041822,745398,1032198,1878312,2405050,2333173,1072262,1514199,1498981,1456207,1455693,1479498,1197994,863822
양천구,2016,1,3917174,4484278,595694,934682,1601153,2091114,2095377,1083479,1301688,1246731,1306275,1346630,1380579,1071855,747726
양천구,2016,2,3701874,4490700,622501,836329,1562972,2043075,2053096,1074567,1264322,1172643,1279423,1342081,1321382,1053447,759322
양천구,2016,3,3356741,4072257,595603,776427,1422709,1848787,1832663,952834,1188795,1195582,1154221,1136546,1198947,916668,638261
양천구,2016,4,3045473,3809031,571026,708357,1319081,1697524,1672663,885860,1061548,1064378,1068033,1057029,1133999,873874,595693
양천구,2017,1,3811228,3684459,747316,1525901,1509840,1504912,1386479,821208,971361,973639,1139590,1149410,1083781,1135135,1042819
양천구,2017,2,3739704,3593895,621285,1410665,1481613,1463071,1367558,989411,1020155,1019823,1029618,1018913,1054829,1095248,1095014
양천구,2017,3,4336068,4201346,791254,1705050,1651179,1644618,1570038,1175299,1199342,1192681,1203137,1203788,1238882,1261246,1238398
양천구,2017,4,4165178,3937681,691849,1583402,1597329,1573964,1516345,1140002,1119145,1144194,1124541,1121850,1193778,1239632,1159714
양천구,2018,1,4024972,3826213,735192,1542939,1518191,1495882,1448703,1110312,1103046,1107743,1121621,1083329,1135931,1159184,1140365
양천구,2018,2,4147395,3945042,639500,1554529,1570650,1554655,1545315,1227822,1102942,1101380,1150999,1141415,1188988,1240389,1166350
양천구,2018,3,4281474,4057241,696483,1650960,1578858,1580009,1567428,1264977,1169142,1172702,1168372,1174919,1227614,1236877,1189087
양천구,2018,4,3937652,3674067,573252,1428708,1452970,1441130,1472018,1243678,1071959,1056780,1061928,1046615,1108513,1154916,1111001
양천구,2019,1,15520441,17462809,6080671,3873590,4641416,5174989,5089214,8123365,4666906,4669947,4661115,4635370,4655090,4813911,4880903
양천구,2019,2,14623663,16615310,5823706,3564137,4442551,4962236,4823950,7622389,4447125,4405298,4421539,4417856,4413313,4521412,4612430
양천구,2019,3,14677068,16489125,5706938,3708250,4419171,4954169,4834429,7543221,4431351,4417194,4427444,4414389,4378645,4500375,4596793
양천구,2019,4,15268655,17123693,6049002,3730372,4585830,5158320,5025242,7843575,4614986,4573387,4601756,4580286,4551363,4682884,4787695
영등포구,2015,1,11092675,9379789,634680,3025806,5004845,5040878,4352344,2413897,3740968,3691026,3239097,3055593,2847250,2108889,1789630
영등포구,2015,2,11614505,9757712,692792,3128126,5167957,5274982,4619335,2489057,3349112,3332603,3486608,3494345,3660441,2399894,1649241
영등포구,2015,3,9926964,8568770,558904,2672162,4280468,4595266,4175970,2212968,2943037,2969609,2970343,3081557,3118208,2012650,1400316
영등포구,2015,4,9339178,8273835,544541,2593543,4085424,4330395,3978813,2080323,2876873,2893819,2812240,2792868,2832866,2022178,1382193
영등포구,2016,1,7886477,7024667,347747,2089675,3406768,3652587,3405080,2009286,2387104,2277530,2385194,2495011,2541282,1694004,1131069
영등포구,2016,2,8061356,7503487,453360,2192625,3508576,3761267,3496771,2152252,2442822,2340019,2495768,2625153,2611143,1807189,1242795
영등포구,2016,3,6973158,6510346,422939,1937662,3032940,3296408,2976038,1817518,2212329,2240312,2154597,2151486,2286107,1467236,971489
영등포구,2016,4,6255196,5968729,426324,1779349,2723298,2951821,2691971,1651158,1914660,1967482,1970553,1961421,2098480,1411642,899724
영등포구,2017,1,9293890,8173948,818994,4505622,3996156,3225339,2981054,1940673,2333940,2409428,2673830,2699916,2586617,2522038,2242121
영등포구,2017,2,8733872,7688323,716340,4028218,3716511,3038709,2794956,2127501,2307990,2340918,2394664,2374434,2478906,2332324,2192980
영등포구,2017,3,9482250,8459255,785303,4570771,3986906,3255649,2998104,2344814,2514227,2540636,2588550,2607243,2720133,2560602,2410141
영등포구,2017,4,9958712,8756177,713517,4508787,4200850,3463677,3309534,2518540,2571192,2655195,2585882,2631949,2840694,2823547,2606426
영등포구,2018,1,9555394,8327141,707505,4471001,3909186,3241891,3145051,2407923,2525374,2564485,2606023,2479018,2616517,2568899,2522222
영등포구,2018,2,10598957,9516727,752003,4786295,4401640,3620835,3592200,2962701,2805714,2781688,2832653,2894524,3034109,2957118,2809904
영등포구,2018,3,10138574,9141346,705227,4855040,4196885,3404012,3360695,2758098,2696220,2752403,2752422,2771470,2902115,2750228,2655040
영등포구,2018,4,9813747,8673885,580723,4492931,4054551,3254883,3307190,2797380,2607885,2571305,2613237,2604259,2746461,2728982,2615524
영등포구,2019,1,20439735,21236873,4458782,6391354,7140142,6719264,6763804,10203271,5927414,5918677,5951729,5977873,6022881,5943491,5934533
영등포구,2019,2,19309578,20210218,4246434,6063943,6919356,6409250,6353438,9527399,5633662,5652372,5678330,5645549,5718524,5580661,5610707
영등포구,2019,3,19822297,20601534,4362578,6411313,7213851,6536824,6410155,9489123,5812016,5844440,5863951,5752200,5776886,5668504,5705860
영등포구,2019,4,20172267,20824727,4426002,6444367,7359003,6673347,6546822,9547442,5855455,5851738,5825694,5821385,5913195,5881075,5848461
용산구,2015,1,6373782,4948281,254759,1972821,3102562,2791136,2084143,1116674,2019703,2027007,1792982,1708499,1553068,1217507,1003355
용산구,2015,2,5967586,4612885,248625,1881846,2874796,2634068,1952898,988259,1625467,1630413,1717632,1734352,1835026,1235273,802305
용산구,2015,3,5657317,4405825,211515,1784195,2647719,2492870,1924292,1002577,1551756,1601674,1609526,1675947,1727295,1146179,750737
용산구,2015,4,4805079,3855809,205384,1651153,2267306,2108030,1628337,800681,1362666,1402158,1367407,1362650,1419683,1055856,690493
용산구,2016,1,3951421,3145724,110527,1305048,1900906,1759596,1336507,684565,1109396,1074244,1136756,1196901,1237911,820835,521119
용산구,2016,2,3960455,3333131,154173,1444978,1925690,1775725,1316972,676062,1129851,1064958,1152099,1258701,1250889,877186,559909
용산구,2016,3,3191887,2716827,116271,1140074,1552886,1475206,1076317,547938,950060,975845,941813,953595,1027165,653439,406788
용산구,2016,4,2927262,2571797,143412,1102254,1417077,1344073,984576,507675,834094,874594,881951,880354,961954,669745,396402
용산구,2017,1,5440524,5147351,504545,3821090,2716271,1641027,1172658,732341,1322507,1375355,1533523,1575875,1602568,1724929,1453164
용산구,2017,2,5162689,5024210,450167,3671961,2571372,1573432,1143945,776021,1308817,1336329,1409111,1405702,1568098,1699456,1459408
용산구,2017,3,6784007,6717128,626369,4943285,3321587,2022708,1502102,1085053,1736422,1777074,1814252,1859072,2061375,2263472,1989502
용산구,2017,4,6600134,6515214,537398,4897701,3319707,1973358,1390314,996895,1681980,1686162,1625831,1713070,1995910,2391906,2020529
용산구,2018,1,6168981,5915544,553396,4394873,3051703,1843435,1299503,941663,1585410,1603472,1666394,1616159,1784323,2017850,1810928
용산구,2018,2,6903977,6857657,563616,5017820,3544076,2078711,1452310,1105109,1778944,1778536,1836223,1851935,2108323,2351588,2056112
용산구,2018,3,6551815,6335822,478201,4802884,3277770,1924437,1371123,1033213,1630421,1702592,1727971,1751593,1980268,2181114,1913736
용산구,2018,4,6595276,6451708,495504,4801534,3232275,1931092,1462257,1124325,1721355,1710398,1717870,1723136,1911590,2225292,2037358
용산구,2019,1,12173907,12929454,2631848,4888273,5063231,4053080,3199214,5267726,3522211,3514565,3546801,3591839,3665929,3673852,3588168
용산구,2019,2,11864112,12933316,2656662,4890875,5075327,4030018,3137907,5006634,3479902,3511653,3532777,3538553,3617731,3601345,3515463
용산구,2019,3,11605182,12525538,2553958,4764433,4966011,3939923,3080395,4825982,3418113,3425716,3452364,3425664,3483161,3491246,3434457
용산구,2019,4,12184664,13297819,2675158,5045810,5221318,4189788,3286243,5064175,3572112,3601569,3610799,3598233,3696407,3765844,3637531
은평구,2015,1,5644463,6391014,807554,1484775,2712349,2912777,2613056,1504969,2107237,2061625,1840088,1748013,1535762,1423832,1318931
은평구,2015,2,5395007,6242597,782041,1355213,2600695,2869429,2604484,1425754,1786813,1732458,1787199,1786096,1888392,1539274,1117436
은평구,2015,3,5244910,6189928,795766,1393436,2344502,2749552,2605152,1546452,1797247,1739860,1721230,1768811,1846848,1480951,1079902
은평구,2015,4,5366573,6582592,886016,1421658,2424077,2828281,2701097,1688061,1881634,1861969,1814927,1807712,1846124,1566231,1170569
은평구,2016,1,4549323,5630980,653634,1196462,2032789,2402572,2339962,1554880,1571220,1497090,1563717,1605964,1652511,1335799,954012
은평구,2016,2,3943194,5185124,655018,1049450,1779818,2129159,2086826,1428009,1405842,1263492,1371250,1504240,1461299,1223369,898817
은평구,2016,3,4237337,5456055,707131,1099050,1856571,2280275,2207725,1542649,1521986,1543851,1490815,1470022,1539172,1231149,896435
은평구,2016,4,4000078,5243636,728725,1036641,1734171,2172065,2073301,1498802,1420485,1421839,1425232,1410471,1503150,1212667,849870
은평구,2017,1,5986678,6221440,1248270,2941189,2372637,2162793,2021598,1461660,1613543,1602180,1799260,1815992,1747614,1883289,1746272
은평구,2017,2,6076842,6322835,1146762,2840161,2395347,2214217,2114480,1688691,1700480,1726555,1715615,1687025,1782368,1915169,1872518
은평구,2017,3,9263235,9932046,1828870,4347767,3583309,3386885,3257289,2791162,2728349,2657060,2710203,2719356,2624183,2875236,2880896
은평구,2017,4,7272003,7555770,1307966,3422671,2764639,2613097,2543094,2176338,2059302,2075100,2033665,2035322,2181201,2301409,2141812
은평구,2018,1,7010201,7236406,1316565,3417892,2564192,2433739,2423441,2090825,1983787,1980886,2008783,1951944,2046479,2178854,2095885
은평구,2018,2,8302096,8846905,1416050,3849876,3140215,2980667,3025120,2737129,2423543,2377932,2410922,2371200,2470364,2597180,2497889
은평구,2018,3,8129525,8495216,1381783,3959824,2989377,2788972,2892153,2612619,2335911,2344233,2304042,2293903,2438439,2504040,2404245
은평구,2018,4,7441084,7685058,1206128,3461985,2746211,2529016,2677177,2505625,2128487,2092601,2086027,2056968,2210474,2305182,2246391
은평구,2019,1,19369196,23205007,6550024,5593993,6172534,6472392,6400929,11384347,6015571,6004757,5986537,5956906,5972171,6263923,6374336
은평구,2019,2,18322180,22276825,6327802,5299569,5970280,6186726,6046668,10767964,5757337,5703078,5734371,5726140,5721131,5919049,6037904
은평구,2019,3,18270464,22020578,6281512,5365761,5913422,6124598,6008425,10597337,5675263,5670887,5699208,5706361,5661402,5898879,5979044
은평구,2019,4,18838705,22662453,6566397,5460585,6146589,6353422,6171831,10802342,5843207,5821813,5893351,5866189,5825954,6060908,6189755
종로구,2015,1,15696954,11395144,518552,4683826,6681670,6470047,5389150,3348862,5187534,5230256,4559771,4286384,3925443,2443151,1459592
