s,기준년코드,기준분기코드,남성유동인구수,여성유동인구수,연령대10유동인구수,연령대20유동인구수,연령대30유동인구수,연령대40유동인구수,연령대50유동인구수,연령대60이상유동인구수,월요일유동인구수,화요일유동인구수,수요일유동인구수,목요일유동인구수,금요일유동인구수,토요일유동인구수,일요일유동인구수
종로구,2015,2,15769650,11463552,595757,4514160,6611017,6578943,5566535,3366807,4420487,4468804,4767536,4770802,4899802,2658614,1247203
종로구,2015,3,12938376,9542709,459179,3659255,5196874,5449045,4773905,2942835,3708143,3830341,3862367,3968312,4006584,2085290,1020064
종로구,2015,4,12524170,9235698,565460,3682310,4969807,5218725,4569209,2754362,3666708,3820112,3726013,3613328,3648873,2204156,1080697
종로구,2016,1,10076489,7405420,290600,2918251,4044046,4171876,3663538,2393591,2887529,2804612,2979129,3142574,3130055,1711284,826760
종로구,2016,2,9165911,7062364,352657,2692659,3771143,3864920,3365752,2181177,2674873,2638360,2790663,2898778,2815509,1618471,791626
종로구,2016,3,9491992,7792633,472172,2957304,3945717,4074192,3478747,2356497,2909080,2995149,2888360,2930287,3055758,1617105,888857
종로구,2016,4,8861083,7303403,550910,2817469,3641841,3800736,3206366,2147211,2552192,2712268,2737095,2698448,2836421,1786473,841600
종로구,2017,1,11345318,9645946,863264,7000907,4529800,3457240,2907617,2232498,2946514,3147372,3414685,3449120,3297767,2732158,2003639
종로구,2017,2,11470258,10057940,926738,6823948,4729988,3640144,2986447,2420935,3102144,3192493,3369563,3398011,3461385,2863699,2140891
종로구,2017,3,13378564,11978827,1136836,8306660,5320869,4192538,3537202,2863321,3675115,3781781,3947213,3976065,4118529,3365092,2493615
종로구,2017,4,12391262,10810809,991757,7498546,4913556,3827781,3289148,2681320,3212081,3443462,3368864,3534110,3801478,3401635,2440485
종로구,2018,1,12544646,10961340,1077010,7763788,4833853,3803398,3260458,2767495,3428852,3633447,3684833,3428981,3611446,3245504,2472959
종로구,2018,2,13173305,11614938,1095024,7696341,5110492,4060255,3644040,3182087,3548684,3657297,3692957,3782671,4003079,3468466,2635075
종로구,2018,3,12150824,10740316,982677,7451609,4641038,3652574,3288007,2875238,3176764,3434707,3431154,3531441,3707330,3202790,2406940
종로구,2018,4,11603302,10167270,927399,6842199,4364113,3451252,3244908,2940722,3090862,3140558,3187672,3204248,3437006,3262254,2447971
종로구,2019,1,16637864,16300622,2634114,6219694,5485898,5508737,5305689,7784354,4785721,4782263,4898183,5050125,5064030,4487891,3870285
종로구,2019,2,16367598,16450002,2830368,6096566,5470577,5491187,5257260,7671636,4730163,4932682,4986265,4942410,5007722,4440318,3778029
종로구,2019,3,15945840,15721547,2628257,5953824,5373403,5320606,5078655,7312643,4699525,4861808,4861904,4686877,4743247,4174265,3639768
종로구,2019,4,16538788,16407840,2785381,6215511,5474790,5469326,5302233,7699393,4766175,4915384,4894328,4983737,5017314,4538171,3831527
중구,2015,1,21595858,15862813,616247,5789260,10132276,9766693,7220159,3934008,7224355,7369024,6376338,5992911,5444920,3058734,1992437
중구,2015,2,20806976,15551657,640414,5633975,9716418,9482944,7104591,3780359,5907385,6087193,6440664,6495472,6537069,3220650,1670214
중구,2015,3,18131041,14223610,706726,5067314,8242594,8261381,6489730,3586925,5292177,5493279,5628812,5821957,5719906,2852044,1546445
중구,2015,4,18141488,13972738,774417,5047220,8037921,8162205,6565847,3526634,5461825,5712826,5534445,5400695,5384950,3006498,1612997
중구,2016,1,14109048,10458784,363809,3527895,6214140,6363775,5157528,2940665,4122243,4028323,4237163,4479950,4384549,2194470,1121142
중구,2016,2,12620932,9849073,388150,3350114,5618858,5727258,4673780,2711864,3749952,3718983,3880202,4069303,3960082,2054806,1036688
중구,2016,3,13388182,10979893,578146,3932680,5993296,6049720,4843526,2970736,4125366,4289072,4093315,4155697,4316816,2173981,1213849
중구,2016,4,12385579,10338625,616249,3782961,5536258,5555033,4472867,2760829,3640298,3879544,3890858,3872851,4025282,2262670,1152695
중구,2017,1,12725629,11627582,794898,6219621,6316183,4761927,3738330,2522271,3514155,3805862,4115546,4106925,3820639,2904280,2085866
중구,2017,2,12581560,11931804,751429,6083673,6349610,4778031,3830768,2719880,3684469,3784103,3979394,4009434,4012774,2917574,2125632
중구,2017,3,15178689,14457891,934028,7400911,7533325,5782097,4663115,3323106,4477540,4637326,4714104,4892899,4825852,3494228,2594659
중구,2017,4,13898425,13246131,813076,7057195,6794628,5128023,4288733,3062904,3939588,4273801,4130935,4313145,4512465,3476258,2498353
중구,2018,1,13326313,12452643,766347,6718021,6398906,4876025,4069181,2950477,3894872,4242485,4257845,3912956,4084186,3073670,2312934
중구,2018,2,14224026,13556118,835972,7081940,6822192,5177646,4450238,3412190,4189838,4298192,4263716,4493725,4627145,3388223,2519321
중구,2018,3,13679613,12885970,763218,6942945,6522151,4951261,4171767,3214254,3987264,4271591,4013065,4249835,4461237,3220536,2362097
중구,2018,4,12431991,11638240,643971,5983285,5847113,4474602,3980425,3140824,3682408,3724929,3774247,3835788,3897109,2934846,2220903
중구,2019,1,18415701,18703401,2590609,6492677,7565792,6721581,5887002,7861447,5566341,5536016,5692727,5912244,5850548,4610059,3951152
중구,2019,2,18360800,19003931,2680213,6515277,7690549,6770560,5903670,7804473,5558644,5865997,5849587,5803292,5845063,4574319,3867835
중구,2019,3,18325805,18729553,2596268,6548009,7745393,6767942,5757178,7640577,5707921,5933101,5866134,5601121,5627171,4427765,3892155
중구,2019,4,18921620,19460250,2730584,6660940,7915073,6983490,6093370,7998401,5861393,6035013,5837957,5876552,6025393,4713999,4031544
중랑구,2015,1,6127142,6250738,611915,1685592,2631436,2900214,2989285,1559470,2155514,2117720,1874781,1785843,1582893,1494958,1366189
중랑구,2015,2,5917713,6112196,606912,1594440,2527569,2832221,2977468,1491303,1834409,1774840,1834636,1833853,1942738,1630424,1179048
중랑구,2015,3,5267755,5456653,494456,1323842,2131342,2556131,2815675,1402979,1663712,1638903,1626634,1677984,1722758,1393233,1001175
중랑구,2015,4,4935443,5281485,500495,1260049,1989371,2428999,2697923,1340095,1611748,1592847,1545392,1546220,1578865,1362465,979426
중랑구,2016,1,4334160,4609252,341143,1047985,1725368,2073934,2410839,1344159,1372548,1308936,1372464,1407966,1444355,1194334,842795
중랑구,2016,2,3711050,4245590,319414,899893,1522827,1853048,2175072,1186390,1226382,1114623,1226672,1303793,1266532,1056122,762538
중랑구,2016,3,3549808,4047455,321933,881279,1468005,1758742,2009758,1157548,1208766,1201525,1161675,1146968,1209105,983569,685720
중랑구,2016,4,2990361,3580733,313941,760266,1250317,1510865,1732492,1003230,1011423,1001573,1002927,998343,1067606,888315,600947
중랑구,2017,1,4544094,4424228,651605,1932442,1805034,1658340,1785309,1135639,1163496,1155575,1332583,1334767,1290415,1383223,1308265
중랑구,2017,2,4450525,4375655,593049,1827970,1693045,1610761,1788451,1312941,1209973,1211014,1227214,1238279,1256603,1327328,1355773
중랑구,2017,3,5846294,5803604,802063,2415276,2194043,2081242,2352870,1804372,1650577,1650637,1626585,1688471,1616733,1675538,1741384
중랑구,2017,4,4497849,4364711,538149,1856672,1707203,1600206,1775073,1385248,1216912,1230696,1217642,1205348,1270758,1381129,1340066
중랑구,2018,1,4798573,4646899,620339,1955360,1788073,1664038,1921894,1495783,1324537,1310710,1328039,1292268,1343410,1398098,1448425
중랑구,2018,2,4924998,4791387,538099,1991198,1844286,1677404,2017735,1647662,1355735,1325407,1340374,1332017,1374742,1485694,1502414
중랑구,2018,3,4833537,4621748,537746,2017429,1773601,1596082,1928865,1601584,1333711,1310940,1306352,1308784,1359179,1414943,1421401
중랑구,2018,4,4596448,4442090,475578,1834316,1701542,1511227,1889664,1626244,1266637,1243601,1240463,1226221,1285964,1382473,1393197
중랑구,2019,1,16971880,19414195,5386167,4724480,5337207,5257815,6037734,9642689,5150817,5151624,5126682,5107438,5097753,5311837,5439920
중랑구,2019,2,16172245,18787282,5098693,4522667,5173805,5111115,5807523,9245726,4975106,4906548,4925225,4933708,4916378,5081056,5221521
중랑구,2019,3,16276126,18690453,5071384,4620591,5202167,5067990,5820153,9184287,4958698,4940874,4950259,4953478,4897585,5069669,5196016
중랑구,2019,4,16816751,19237567,5219560,4704321,5381348,5285572,6034257,9429259,5127722,5090683,5118669,5095962,5032991,5211295,5376986
