시군구코드,시군구명,상권코드
11230,동대문구,1001238
11440,마포구,1001239
11110,종로구,1001240
11110,종로구,1001241
11110,종로구,1001242
11290,성북구,1001243
11230,동대문구,1001244
11290,성북구,1001245
11290,성북구,1001246
11290,성북구,1001247
11380,은평구,1001248
11380,은평구,1001249
11380,은평구,1001250
11305,강북구,1001251
11290,성북구,1001252
11380,은평구,1001253
11380,은평구,1001254
11380,은평구,1001255
11305,강북구,1001256
11305,강북구,1001257
11350,노원구,1001258
11305,강북구,1001259
11320,도봉구,1001260
11350,노원구,1001261
11350,노원구,1001262
11350,노원구,1001263
11110,종로구,1001264
11110,종로구,1001265
11110,종로구,1001266
11110,종로구,1001267
11110,종로구,1001268
11110,종로구,1001269
11110,종로구,1001270
11110,종로구,1001271
11110,종로구,1001272
11140,중구,1001273
11140,중구,1001274
11140,중구,1001275
11140,중구,1001276
11140,중구,1001277
11140,중구,1001278
11140,중구,1001279
11140,중구,1001280
11140,중구,1001281
11140,중구,1001282
11140,중구,1001283
11140,중구,1001284
11140,중구,1001285
11170,용산구,1001286
11170,용산구,1001287
11170,용산구,1001288
11170,용산구,1001289
11170,용산구,1001290
11170,용산구,1001291
11170,용산구,1001292
11170,용산구,1001293
11200,성동구,1001294
11200,성동구,1001295
11200,성동구,1001296
11200,성동구,1001297
11200,성동구,1001298
11215,광진구,1001299
11215,광진구,1001300
11215,광진구,1001301
11215,광진구,1001302
11215,광진구,1001303
11215,광진구,1001304
11215,광진구,1001305
11215,광진구,1001306
11215,광진구,1001307
11215,광진구,1001308
11215,광진구,1001309
11215,광진구,1001310
11230,동대문구,1001311
11230,동대문구,1001312
11230,동대문구,1001313
11230,동대문구,1001314
11230,동대문구,1001315
11230,동대문구,1001316
11230,동대문구,1001317
11230,동대문구,1001318
11230,동대문구,1001319
11230,동대문구,1001320
11230,동대문구,1001321
11230,동대문구,1001322
11230,동대문구,1001323
11230,동대문구,1001324
11230,동대문구,1001325
11230,동대문구,1001326
11230,동대문구,1001327
11230,동대문구,1001328
11260,중랑구,1001329
11260,중랑구,1001330
11260,중랑구,1001331
11260,중랑구,1001332
11260,중랑구,1001333
11260,중랑구,1001334
11260,중랑구,1001335
11260,중랑구,1001336
11260,중랑구,1001337
11290,성북구,1001338
11290,성북구,1001339
11290,성북구,1001340
11290,성북구,1001341
11290,성북구,1001342
11290,성북구,1001343
11290,성북구,1001344
11290,성북구,1001345
11290,성북구,1001346
11290,성북구,1001347
11305,강북구,1001348
11305,강북구,1001349
11305,강북구,1001350
11305,강북구,1001351
11305,강북구,1001352
11305,강북구,1001353
11305,강북구,1001354
11305,강북구,1001355
11305,강북구,1001356
11305,강북구,1001357
11305,강북구,1001358
11320,도봉구,1001359
11320,도봉구,1001360
11320,도봉구,1001361
11320,도봉구,1001362
11320,도봉구,1001363
11320,도봉구,1001364
11350,노원구,1001365
11350,노원구,1001366
11350,노원구,1001367
11380,은평구,1001368
11380,은평구,1001369
11380,은평구,1001370
11380,은평구,1001371
11380,은평구,1001372
11380,은평구,1001373
11380,은평구,1001374
11380,은평구,1001375
11380,은평구,1001376
11410,서대문구,1001377
11410,서대문구,1001378
11410,서대문구,1001379
11410,서대문구,1001380
11410,서대문구,1001381
11410,서대문구,1001382
11440,마포구,1001383
11440,마포구,1001384
11440,마포구,1001385
11440,마포구,1001386
11440,마포구,1001387
11440,마포구,1001388
11440,마포구,1001389
11440,마포구,1001390
11440,마포구,1001391
11440,마포구,1001392
11440,마포구,1001393
11470,양천구,1001394
11470,양천구,1001395
11470,양천구,1001396
11470,양천구,1001397
11470,양천구,1001398
11470,양천구,1001399
11470,양천구,1001400
11470,양천구,1001401
11470,양천구,1001402
11470,양천구,1001403
11470,양천구,1001404
11470,양천구,1001405
11470,양천구,1001406
11500,강서구,1001407
11500,강서구,1001408
11500,강서구,1001409
11500,강서구,1001410
11500,강서구,1001411
11500,강서구,1001412
11500,강서구,1001413
11500,강서구,1001414
11500,강서구,1001415
11500,강서구,1001416
11530,구로구,1001417
11530,구로구,1001418
11530,구로구,1001419
11530,구로구,1001420
11530,구로구,1001421
11530,구로구,1001422
11545,금천구,1001423
11545,금천구,1001424
11545,금천구,1001425
11545,금천구,1001426
11545,금천구,1001427
11545,금천구,1001428
11545,금천구,1001429
11560,영등포구,1001430
11560,영등포구,1001431
11560,영등포구,1001432
11560,영등포구,1001433
11560,영등포구,1001434
11560,영등포구,1001435
11560,영등포구,1001436
11560,영등포구,1001437
11560,영등포구,1001438
11560,영등포구,1001439
11590,동작구,1001440
11590,동작구,1001441
11590,동작구,1001442
11590,동작구,1001443
11590,동작구,1001444
11590,동작구,1001445
11590,동작구,1001446
11590,동작구,1001447
11590,동작구,1001448
11590,동작구,1001449
11590,동작구,1001450
11590,동작구,1001451
11620,관악구,1001452
11620,관악구,1001453
11620,관악구,1001454
11620,관악구,1001455
11620,관악구,1001456
11620,관악구,1001457
11620,관악구,1001458
11620,관악구,1001459
11620,관악구,1001460
11620,관악구,1001461
11620,관악구,1001462
11620,관악구,1001463
11620,관악구,1001464
11620,관악구,1001465
11620,관악구,1001466
11620,관악구,1001467
11650,서초구,1001468
11650,서초구,1001469
11680,강남구,1001470
11680,강남구,1001471
11680,강남구,1001472
11680,강남구,1001473
11680,강남구,1001474
11680,강남구,1001475
11710,송파구,1001476
11710,송파구,1001477
11710,송파구,1001478
11710,송파구,1001479
11710,송파구,1001480
11740,강동구,1001481
11740,강동구,1001482
11740,강동구,1001483
11740,강동구,1001484
11740,강동구,1001485
11740,강동구,1001486
11740,강동구,1001487
11740,강동구,1001488
11740,강동구,1001489
11740,강동구,1001490
11170,용산구,1001491
11140,중구,1001492
11140,중구,1001493
11110,종로구,1001494
11710,송파구,1001495
11680,강남구,1001496
