기준년코드,기준분기코드,상권코드,총유동인구수,남성유동인구수,여성유동인구수,연령대10유동인구수,연령대20유동인구수,연령대30유동인구수,연령대40유동인구수,연령대50유동인구수,연령대60이상유동인구수,월요일유동인구수,화요일유동인구수,수요일유동인구수,목요일유동인구수,금요일유동인구수,토요일유동인구수,일요일유동인구수
2017,3,1000237,418929,208726,210203,30790,99022,86170,69587,75286,58069,58171,58682,58428,58176,59815,62994,62665
2017,3,1000238,252565,127066,125499,14897,55846,51881,45480,45313,39149,35413,34881,35488,35321,35333,38139,37993
2017,3,1000239,192653,104439,88214,11801,37353,29831,34323,45897,33443,25917,26028,26594,25906,26352,28867,32991
2017,3,1000240,165275,78617,86658,16569,26365,32392,25191,36093,28665,23184,21971,22044,22537,23268,24142,28125
2017,3,1000241,140613,71797,68816,5608,29016,31924,24879,29385,19800,19713,19653,19508,19695,19215,20139,22692
2017,3,1000242,321426,159547,161879,28525,56846,60909,60336,64485,50326,45557,43708,45606,45529,45384,47536,48102
2017,3,1000243,235357,120459,114898,16044,55271,43993,40337,45364,34348,33833,33087,32205,31590,33327,35420,35899
2017,3,1000244,210679,107678,103001,17786,50175,37095,34290,40113,31221,28723,30530,30239,30986,28883,30635,30688
2017,3,1000245,243158,120993,122165,16831,48461,44903,45236,49886,37845,36920,35105,33173,31991,34045,35129,36803
2017,3,1000246,174524,83560,90964,13104,30651,30428,35910,36479,27956,25479,24235,23848,23157,25391,27107,25307
2017,3,1000247,418500,201229,217271,34502,79125,77347,83897,82488,61143,53955,56898,61705,70752,56794,57771,60627
2017,3,1000248,548097,263501,284596,28853,114874,114206,94655,110114,85393,78820,81994,76735,97446,68663,71496,72947
2017,3,1000249,273857,143728,130129,8219,72122,57244,44892,51898,39477,36894,41685,37121,38139,39669,40170,40185
2017,3,1000250,205645,103467,102178,9261,42212,41496,36447,42335,33889,28790,28755,28820,28693,29025,29887,31674
2017,3,1000251,165819,87910,77909,6071,28132,21977,35446,45376,28816,23610,22709,22711,22422,22964,25398,26003
2017,3,1000252,358809,179854,178955,36581,77650,66502,64739,66212,47131,49710,48841,49114,49182,52482,54293,55185
2017,3,1000253,194808,94886,99922,10582,32006,38096,37819,44457,31849,28571,22037,22568,26070,29583,31315,34663
2017,3,1000254,337356,173356,164000,26924,90771,62636,52665,58936,45425,46952,46636,46400,46876,49352,52201,48939
2017,3,1000255,151440,73977,77463,21667,27817,29637,29001,24530,18789,21343,21385,21295,21657,21313,21832,22615
2017,3,1000256,177019,89528,87491,14611,31776,30554,30362,42322,27399,26123,30305,22863,21584,23524,24152,28473
2017,3,1000257,252086,118408,133678,16698,41004,40891,44448,56296,52739,31493,31603,34141,33163,32933,35795,52956
2017,3,1000258,149100,70407,78693,10571,23537,27685,24263,34520,28522,19285,18530,19394,19815,19911,22430,29734
2017,3,1000259,211652,113269,98383,24248,54105,33853,30880,37984,30583,35554,29324,33721,34343,24973,23865,29873
2017,3,1000260,165277,84730,80547,7808,36788,30404,32947,33664,23662,22042,23091,22820,22665,23620,25187,25851
2017,3,1000261,127861,57817,70044,13421,23487,27065,24162,20668,19058,18022,17720,17529,17091,17965,18852,20681
2017,3,1000262,87101,43936,43165,2223,19928,14363,17949,18723,13917,12508,12450,12330,11790,12064,12770,13197
2017,3,1000263,157509,81019,76490,8141,33245,26742,31117,32549,25711,23105,22721,22794,22476,22587,21553,22269
2017,3,1000264,171300,85436,85864,9322,30592,29491,33539,37692,30658,24113,24107,24284,24565,24888,23720,25616
2017,3,1000265,156329,78844,77485,4435,30921,27594,31601,35093,26681,21831,22313,22606,22289,23147,22161,21981
2017,3,1000266,29888,15784,14104,1373,5512,6119,6763,5898,4224,3850,3665,3854,3747,3916,4926,5935
2017,3,1000267,97587,51494,46093,4886,20802,14744,20907,21029,15217,13961,14459,14551,13429,13260,14132,13797
2017,3,1000268,189109,90270,98839,20557,48795,34251,32499,30673,22339,26998,26863,27576,27803,28194,27138,24540
2017,3,1000269,147051,69981,77070,18494,53029,24203,21511,17223,12588,19687,19658,20615,20757,21503,23394,21434
2017,3,1000270,460646,190124,270522,66307,217855,64383,49083,38904,24116,64390,65888,67254,67105,67636,64519,63857
2017,3,1000271,89095,43157,45938,5580,26064,17217,16901,14571,8764,13279,13024,12933,12610,12495,11679,13074
2017,3,1000272,154236,73726,80510,12073,43134,29602,26441,24262,18722,22925,24689,22875,22941,21365,19607,19836
2017,3,1000273,137229,72519,64710,12787,35769,24297,25090,19916,19373,19413,19542,19056,19818,18698,19529,21173
2017,3,1000274,337885,178114,159771,26080,82362,60801,61120,58650,48875,47839,47526,48553,47565,47227,46237,52939
2017,3,1000275,25625,12788,12837,1388,12674,3305,2608,2514,3132,3946,3810,3841,3873,3650,3190,3311
2017,3,1000276,232224,115202,117022,24852,69119,40152,38322,36572,23201,33385,33313,33516,33912,33898,30307,33892
2017,3,1000277,774633,324673,449960,82054,387729,129646,83390,56256,35562,104143,106804,106814,107330,110495,119272,119777
2017,3,1000278,466772,234876,231896,52323,129755,84460,79464,68069,52705,65362,65650,67880,67942,69101,65251,65591
2017,3,1000279,137757,70487,67270,14476,60876,19424,16291,16806,9883,20340,20171,21715,21221,22715,15719,15876
2017,3,1000280,501555,236074,265481,91159,173197,71074,66092,60494,39539,79085,79876,82553,82206,75101,50949,51788
2017,3,1000281,107322,52109,55213,10853,23037,17556,21752,17903,16224,14279,15241,15258,15331,15143,16427,15638
2017,3,1000282,127881,56922,70959,13665,33908,24633,22013,18973,14693,18299,21037,18327,18439,17194,16422,18165
2017,3,1000283,125504,71282,54222,12266,40893,18849,18397,17859,17245,17121,16929,17143,17595,18087,19741,18887
2017,3,1000284,207706,99475,108231,25972,86556,38323,28820,17790,10246,26663,26786,27816,28329,29111,35001,34002
2017,3,1000285,144092,82115,61977,12102,38934,26638,24562,24011,17844,21793,21382,21746,21807,21182,16679,19503
2017,3,1000286,296647,139909,156738,26401,66389,54546,52451,50939,45924,39540,39442,41363,39733,43392,44329,48850
2017,3,1000287,192188,91263,100925,19286,33998,41544,39696,30122,27535,26992,25927,27888,25779,25879,28609,31109
2017,3,1000288,319773,155400,164373,19544,77615,61133,59799,55814,45871,46272,45003,46362,46052,46338,44393,45353
2017,3,1000289,267932,131467,136465,25644,87018,45584,35195,36617,37871,43161,42482,43007,43291,39605,27877,28508
2017,3,1000290,264246,130111,134135,18031,89480,48031,39476,39107,30127,36865,37456,37627,38347,38831,37929,37192
2017,3,1000291,291798,167822,123976,42455,165177,33048,20160,18502,12460,46612,47996,48080,47203,41847,31780,28282
2017,3,1000292,631869,409704,222165,73841,364031,84292,52516,37806,19382,94796,93934,97042,96523,95030,80529,74017
2017,3,1000293,207444,91723,115721,25949,98352,33250,21608,16596,11697,28682,28841,28388,28926,28939,30812,32864
2017,3,1000294,122200,64791,57409,4406,33804,25255,21232,21142,16362,17699,17710,18313,17879,17801,15800,17000
2017,3,1000295,369313,172159,197154,39039,121329,57866,52904,51628,46549,53857,54357,53204,52567,52242,50564,52524
2017,3,1000296,75750,42310,33440,5549,11777,10871,13316,20544,13686,10801,11181,11341,11557,11575,10177,9111
2017,3,1000297,149035,71337,77698,15994,26424,29346,28073,25648,23553,21241,21153,21352,20986,21688,20676,21941
2017,3,1000298,112452,53040,59412,11311,23226,20792,20672,19047,17403,15777,15539,15474,15255,15790,16231,18383
2017,3,1000299,99941,60148,39793,17057,40024,11696,10758,10559,9848,15014,15078,15100,14975,14004,12491,13276
2017,3,1000300,128833,67491,61342,13244,25197,22443,23343,22338,22267,17983,17784,18395,18208,18714,18832,18920
2017,3,1000301,166313,83840,82473,15267,36474,32171,29693,26251,26459,22435,22260,22510,22467,23006,25463,28173
2017,3,1000302,112313,54577,57736,11089,17214,25816,24969,18284,14944,16117,15916,15468,15674,16017,16641,16480
2017,3,1000303,118181,60744,57437,10995,23502,20222,21964,20309,21193,16675,16627,17305,16926,17600,16720,16327
2017,3,1000304,128399,68051,60348,12363,72740,17635,10255,8930,6480,21075,21337,21712,21129,17004,13273,12869
2017,3,1000305,197138,100983,96155,9848,52435,39695,34370,34076,26708,28492,28214,28805,28658,28089,26350,28528
2017,3,1000306,259010,121814,137196,19808,75410,51937,42960,38617,30278,36112,36033,35708,36787,37924,38449,37994
2017,3,1000307,25200,13520,11680,903,2666,3908,5582,6478,5668,2904,2893,3135,2960,3020,3648,6641
2017,3,1000308,215318,114925,100393,25624,43621,35078,38594,39709,32696,30724,30251,30390,30155,31262,29925,32609
2017,3,1000309,161266,67441,93825,16710,47313,23837,25219,25340,22849,22455,23088,23797,22897,22656,22416,23961
2017,3,1000310,285056,131873,153183,22456,63144,59842,57479,43891,38243,40181,41338,41916,40773,40997,40666,39183
2017,3,1000311,201805,99576,102229,8676,38185,35286,42880,41133,35640,29178,28840,29882,28002,29824,26098,29974
2017,3,1000312,144846,65081,79765,9517,24327,38306,31324,22739,18634,19920,21133,20388,20376,20731,22015,20280
2017,3,1000313,259931,131755,128176,14989,70717,43206,45771,47403,37850,38720,38464,39123,38156,37104,34403,33964
2017,3,1000314,173323,96088,77235,11515,35069,28707,31199,37986,28851,24246,24103,24156,24585,27946,23995,24291
2017,3,1000315,131816,68085,63731,7650,40569,23753,20385,21382,18080,16939,16855,17224,16828,21120,19885,22963
2017,3,1000316,112370,56261,56109,7974,20701,20095,20399,21557,21642,16323,15565,15370,15727,16021,16274,17089
2017,3,1000317,128637,61229,67408,11218,27392,21790,23712,24179,20354,18333,18200,18501,18430,18247,17648,19282
2017,3,1000318,183359,90664,92695,14658,36737,31080,34743,34503,31634,25439,28136,23299,23049,26871,26276,30291
2017,3,1000319,315389,154099,161290,16124,84778,58609,55821,53746,46307,44718,44366,44377,43876,44964,45509,47580
2017,3,1000320,234666,123576,111090,35828,39661,37057,43511,42379,36228,35129,34463,34577,34985,34187,31929,29392
2017,3,1000321,234748,116372,118376,19057,46172,38174,42546,50252,38539,33535,32908,32298,31746,34718,33385,36158
2017,3,1000322,173199,79721,93478,12658,43221,30994,29616,35723,20977,23901,24730,23983,23756,25667,26781,24383
2017,3,1000323,123287,57700,65587,5232,22458,22330,20681,27052,25535,17569,17231,17355,16958,17572,18501,18103
2017,3,1000324,583009,293960,289049,25937,169926,97755,95953,110641,82794,78315,77811,77089,76767,83899,91735,97394
2017,3,1000325,88388,40340,48048,7600,22458,16713,14498,14860,12261,11974,11474,11572,11986,13715,14097,13575
2017,3,1000326,150794,76391,74403,6600,32764,29641,27538,29052,25200,19517,19327,26318,26643,19341,20036,19612
2017,3,1000327,76557,41193,35364,4558,32095,13868,10136,9641,6263,8992,8768,9493,8941,11146,13064,16154
2017,3,1000328,99366,47655,51711,9196,18477,19210,19663,16969,15851,13586,13382,13614,13498,13594,15094,16599
2017,3,1000329,295918,145582,150336,34983,50134,49315,53657,55475,52350,44169,41321,41781,40146,40598,42698,45200
2017,3,1000330,357878,178235,179643,35403,59297,66337,71709,64471,60657,49618,47628,48243,47808,55836,53289,55456
2017,3,1000331,549105,278450,270655,52003,95962,96044,102354,103389,99355,77159,73516,74976,73660,82437,81974,85383
2017,3,1000332,59460,29058,30402,1233,11039,9008,9423,19415,9351,7015,7803,7711,8246,7662,9544,11482
2017,3,1000333,108211,56234,51977,5827,25018,19632,19597,24772,13372,15489,15310,15104,14430,15242,15359,17270
2017,3,1000334,216063,99106,116957,17035,37421,38441,41407,40815,40947,32716,30688,30786,30886,29234,30327,31427
2017,3,1000335,77277,41017,36260,5984,22827,11484,12243,15376,9366,10277,10280,10243,10249,10486,12357,13388
2017,3,1000336,215254,104939,110315,16152,40733,32493,35226,48752,41896,30658,29987,30539,29872,30931,32218,31048
2017,3,1000337,485240,216339,268901,43675,110773,92045,89290,87725,61726,68526,69210,67955,68887,74668,72125,63866
2017,3,1000338,452687,219362,233325,43196,80076,83033,80800,94652,70931,68770,66910,65570,64193,64731,60916,61596
2017,3,1000339,339640,174930,164710,17481,91596,58479,57016,62479,52592,47170,46313,46134,46580,47110,51849,54485
2017,3,1000340,84576,39911,44665,5225,17899,16641,15459,15201,14153,12417,11160,11229,10850,12287,13000,13632
2017,3,1000341,274129,142774,131355,21099,56172,48317,45885,51228,51430,38535,34630,35176,35892,40113,41771,48016
2017,3,1000342,407725,216130,191595,14749,106035,68291,73386,84147,61121,50122,49644,51502,51246,62108,68360,74747
2017,3,1000343,137167,60261,76906,7204,23196,28383,27667,26081,24639,19915,19617,19021,18512,18509,19748,21845
2017,3,1000344,150158,70728,79430,12241,29420,25017,27427,28864,27194,21289,20496,20076,20207,21336,22832,23925
2017,3,1000345,91873,41445,50428,8927,15682,15237,18077,17408,16540,13993,13003,12690,12357,12776,12969,14087
2017,3,1000346,288819,138547,150272,28235,44817,47171,56856,52979,58758,41262,40920,40641,40126,41046,41099,43726
2017,3,1000347,429982,208410,221572,33256,81426,79099,86050,77005,73143,58212,58043,66059,65729,58704,58580,64653
2017,3,1000348,494760,232874,261886,41859,91842,89877,96879,90395,83912,60993,60686,92124,93615,61155,61440,64746
2017,3,1000349,654291,326940,327351,27650,144216,123358,117487,132195,109389,90761,89888,95718,101441,92642,93465,90382
2017,3,1000350,229451,120136,109315,13784,67643,41759,37001,36700,32563,30763,31048,30882,30982,33684,36384,35702
2017,3,1000351,262201,133149,129052,9877,56598,46955,49262,55205,44297,36017,35475,37822,40012,37439,39373,36063
2017,3,1000352,835815,406368,429447,55993,198975,164785,142073,146739,127253,129554,111737,112952,109889,134755,119749,117178
2017,3,1000353,155384,77801,77583,11595,33224,27680,28552,30033,24301,22145,22568,22411,22384,23046,22320,20508
2017,3,1000354,169055,82125,86930,12872,26888,30983,35908,33793,28614,21801,20843,21018,21491,32234,24209,27454
2017,3,1000355,77450,42387,35063,3056,16305,12973,14218,17261,13636,10625,10726,10627,10340,10582,12052,12496
2017,3,1000356,96780,49300,47480,3277,18691,14037,18129,21448,21202,14119,13396,13295,13050,13900,14257,14768
2017,3,1000357,194826,99679,95147,7255,39984,34592,36899,39803,36296,27275,26573,26115,25775,31744,28277,29069
2017,3,1000358,120212,60891,59321,5613,26576,20143,23419,24050,20413,16858,16692,16999,16591,18098,17261,17711
2017,3,1000359,274387,141804,132583,16890,63775,54525,46901,49334,42959,36377,38076,43251,39581,41590,39494,36017
2017,3,1000360,1152786,538133,614653,88309,259761,215207,186512,209854,193143,173501,164936,166026,164189,168303,157956,157877
2017,3,1000361,208545,110206,98339,14429,39611,36844,38073,45346,34246,28617,27961,29347,28457,33216,29609,31343
2017,3,1000362,259497,128088,131409,18024,45974,49117,53479,53970,38934,34892,35054,36041,35231,38868,43056,36351
2017,3,1000363,72672,36434,36238,1250,12059,13812,15292,15844,14416,8158,9977,11821,9368,14457,12160,6729
2017,3,1000364,121908,65519,56389,3464,21274,20546,23627,26903,26096,14102,16466,17859,14556,23468,19854,15600
2017,3,1000365,58366,33991,24375,2080,9606,10587,11703,13454,10940,7604,7861,7922,7774,8319,9080,9810
2017,3,1000366,63171,34098,29073,3071,10718,9974,10771,15224,13414,7714,8247,8025,8567,8845,10268,11502
2017,3,1000367,18434,10685,7749,33,1349,1223,2936,6137,6755,1615,1961,1868,2293,2152,4001,4543
2017,3,1000368,67236,36360,30876,1600,8119,7842,11479,18376,19818,6734,7849,7521,9100,8690,13103,14237
2017,3,1000369,145216,73839,71377,8473,27250,24391,26589,31288,27229,20337,19736,19842,20318,22604,21106,21271
2017,3,1000370,81796,36679,45117,5503,16097,10251,17109,18700,14141,11218,10864,10960,11072,10957,12584,14145
2017,3,1000371,218176,107280,110896,14899,47959,43517,36167,41823,33812,30897,29708,30057,29860,31135,31035,35481
2017,3,1000372,242815,132410,110405,10632,50864,41018,44822,54523,40956,32913,33062,32737,33277,35264,37379,38184
2017,3,1000373,71980,27026,44954,7363,27562,8307,10146,10861,7740,9923,11069,10382,10606,13892,8041,8069
2017,3,1000374,161496,87264,74232,3368,31248,27776,30734,35366,33003,21802,21839,21511,22271,27205,23179,23688
2017,3,1000375,225520,109765,115755,21407,43346,40871,41714,39771,38412,30395,30854,33156,30192,31251,33291,36383
2017,3,1000376,109776,53439,56337,6496,17450,19821,23908,23096,19004,13908,13357,13518,15023,19140,16461,18367
2017,3,1000377,135115,70424,64691,11032,30648,25564,22087,26974,18812,18987,18824,18860,19063,19864,20045,19473
2017,3,1000378,151023,77196,73827,22104,41411,18016,29832,24177,15484,21327,21190,21378,21144,22046,21795,22141
2017,3,1000379,504623,253722,250901,35936,105496,104144,95028,89673,74344,71914,71194,71003,71638,72549,73607,72714
2017,3,1000380,554465,295132,259333,50035,215566,86777,69500,73756,58828,80481,77091,74303,77847,80788,81465,82494
2017,3,1000381,411489,200091,211398,27433,70905,69467,74016,89414,80260,55654,53494,53428,55150,46398,78363,68998
2017,3,1000382,164039,81512,82527,15472,35639,23785,28028,33708,27406,21751,21935,22004,25681,22721,23561,26379
2017,3,1000383,170868,85715,85153,26156,46337,25921,26292,26375,19785,23298,23419,23703,24251,25794,25489,24919
2017,3,1000384,560143,277109,283034,51397,104135,86275,97729,119576,101037,73699,76327,77117,76348,80805,82515,93336
2017,3,1000385,296214,153680,142534,18385,70522,52716,54038,49529,51029,41677,40868,42231,41073,42567,45028,42772
2017,3,1000386,498408,256321,242087,44329,97308,75510,101632,105964,73666,69924,69546,68811,69652,73063,75054,72361
2017,3,1000387,230105,120590,109515,19563,50410,34751,41029,44016,40340,29999,29103,29103,28361,37784,40589,35166
2017,3,1000388,282503,145669,136834,22431,53837,41456,53046,61890,49840,39504,38813,38618,38415,38630,42248,46271
2017,3,1000389,322931,163707,159224,39327,56816,59311,59728,59113,48638,46613,43942,47455,44858,43640,46639,49778
2017,3,1000390,138284,67668,70616,12727,21826,29685,26588,24949,22508,19019,18823,18882,18149,17834,21283,24298
2017,3,1000391,924827,429862,494965,151773,187256,159067,151195,153399,122140,138465,118125,128480,130520,136824,132062,140360
2017,3,1000392,57750,27818,29932,4998,13182,11313,9947,8792,9514,7839,7813,7679,7688,7885,8531,10314
2017,3,1000393,445706,212585,233121,39849,83628,79808,80206,85086,77130,66091,59811,63270,63372,63303,60417,69441
2017,3,1000394,276813,141700,135113,17691,55914,53927,55689,50825,42771,38033,39489,38949,37698,38388,41533,42725
2017,3,1000395,415116,191460,223656,33440,72205,79524,73954,84290,71700,59003,56936,59429,56161,51650,61903,70038
2017,3,1000396,101722,48701,53021,4879,17110,23975,19009,20284,16464,14632,14069,14105,13493,13813,15917,15695
2017,3,1000397,96903,57178,39725,1238,19482,17071,17998,22991,18122,13801,14239,13558,13489,13728,13515,14572
2017,3,1000398,176902,80740,96162,14846,35075,37649,33013,28505,27814,25985,24514,25022,24007,23808,25403,28158
2017,3,1000399,311472,145692,165780,53827,57649,54265,56271,48609,40853,45147,43002,43912,44315,44253,42475,48375
2017,3,1000400,140638,61000,79638,29723,23035,24225,24964,21517,17167,21004,20341,21275,20812,20666,18017,18517
2017,3,1000401,479697,223471,256226,41451,87071,101345,93680,80322,75830,69784,66777,68054,68974,68718,70661,66734
2017,3,1000402,585205,269590,315615,60495,109778,115385,108317,100482,90750,83434,83105,87006,83422,81630,81441,85162
2017,3,1000403,769544,358489,411055,78690,154035,145362,142212,130924,118315,108585,105725,106924,105711,108494,115195,118913
2017,3,1000404,220980,105429,115551,26183,61329,41202,34290,31665,26313,31768,28731,28000,29441,29801,37020,36219
2017,3,1000405,1805191,854999,950192,170270,475360,345704,306164,272496,235195,269788,267343,272537,261259,181121,270891,282252
2017,3,1000406,216235,103945,112290,21454,62217,41380,35255,31806,24121,30208,28678,29969,28595,30923,33637,34228
2017,3,1000407,166182,81439,84743,15081,33262,29851,28849,29855,29285,23729,22199,22584,23476,23999,24095,26101
2017,3,1000408,296606,144894,151712,35050,52757,52126,52524,53015,51136,42737,41460,40577,41542,41319,42078,46894
2017,3,1000409,479526,218912,260614,53262,87382,95444,90638,82753,70049,70496,64163,70449,71868,64089,64719,73736
2017,3,1000410,169482,91885,77597,10778,28539,31025,34336,35328,29480,23915,23042,23242,23753,23961,24874,26696
2017,3,1000411,108106,53589,54517,9224,20078,24359,19528,19401,15514,15874,14659,14965,14867,14448,15991,17303
2017,3,1000412,400370,187515,212855,39571,72716,83737,79181,67136,58031,57295,53666,54112,57200,55570,61027,61501
2017,3,1000413,122717,58512,64205,6553,21542,25941,27108,24765,16807,17125,16712,17058,17428,18655,18143,17598
2017,3,1000414,56482,29060,27422,11980,9335,8952,9777,8978,7457,8377,8194,7942,7942,8131,8322,7571
2017,3,1000415,277714,137770,139944,30468,57845,55282,51555,46600,35962,39307,39298,39863,39788,40691,38967,39797
2017,3,1000416,279296,129709,149587,27274,54639,58116,56176,46313,36778,38509,38637,38525,38779,40007,43376,41462
2017,3,1000417,222435,113300,109135,21929,38590,41675,41884,43244,35111,31299,30705,31893,30876,30308,33015,34340
2017,3,1000418,161384,83618,77766,11063,32008,28775,30972,32109,26457,21687,22402,23493,22387,23402,24373,23639
2017,3,1000419,205179,106153,99026,14440,39656,39652,41603,37077,32750,27678,28734,33359,29777,27431,28744,29460
2017,3,1000420,311242,150077,161165,24637,50983,60599,64615,60233,50178,43427,42031,47439,45400,42914,43915,46110
2017,3,1000421,281351,130534,150817,28393,45150,59908,58368,45882,43652,36317,34452,38090,55706,36054,39193,41539
2017,3,1000422,97472,51226,46246,3517,19624,16751,20785,18855,17944,12651,12246,12441,12544,13357,16711,17526
2017,3,1000423,33209,19593,13616,7027,5286,3816,6843,4835,5402,4981,4475,4785,4862,5046,4361,4693
2017,3,1000424,157278,82625,74653,10904,30926,25987,31086,28804,29570,22203,21508,22241,21786,22667,23277,23595
2017,3,1000425,258370,131926,126444,23680,51575,50747,49137,46997,36230,34610,34747,34655,34390,35712,40763,43491
2017,3,1000426,108166,58003,50163,10115,19474,19907,20638,19824,18209,16060,14705,14878,14919,12890,17149,17575
2017,3,1000427,28150,15110,13040,2477,4582,5317,6009,5353,4409,4201,3827,3857,3796,3159,4553,4758
2017,3,1000428,136970,67721,69249,7535,26891,23925,23860,28422,26339,19466,18895,19211,19605,17442,20334,22017
2017,3,1000429,256330,130147,126183,8962,52302,50931,48749,51895,43497,36899,37041,36798,37132,36232,36676,35552
2017,3,1000430,413620,192760,220860,32998,78194,81646,82950,79825,58005,59176,57469,57963,58032,59415,61159,60404
2017,3,1000431,164240,73097,91143,10854,33765,31909,28933,30668,28110,22632,22519,22986,22338,22954,25643,25164
2017,3,1000432,195489,93812,101677,16725,44830,35559,33067,32885,32424,26269,27446,29499,26918,26811,28770,29777
2017,3,1000433,364195,172859,191336,33754,84370,69120,64790,60517,51645,52557,49669,48781,46929,46250,57213,62796
2017,3,1000434,207850,106359,101491,16100,47255,37846,37893,37786,30969,28168,28492,27957,28310,29409,30032,35482
2017,3,1000435,332362,168165,164197,22823,77870,55770,61464,60390,54045,48252,45101,52982,42602,46350,47311,49762
2017,3,1000436,276904,139554,137350,19126,73891,53235,51869,42833,35950,39117,40456,40480,42458,38096,34853,41446
2017,3,1000437,288610,143863,144747,48337,105859,35769,36575,34636,27435,42974,47421,43550,43737,39511,33268,38144
2017,3,1000438,455416,205618,249798,38860,71695,96942,97693,75395,74833,64258,64441,65503,62267,60941,64713,73293
2017,3,1000439,342149,163045,179104,13935,75926,72996,68333,65190,45757,54324,52837,52221,52120,50202,40216,40219
2017,3,1000440,192742,91204,101538,17525,32614,29205,36316,39076,38013,30961,24883,22393,22646,24566,32466,34828
2017,3,1000441,154827,73171,81656,7482,32581,30601,30199,29410,24558,21061,21135,21109,22817,23115,21888,23702
2017,3,1000442,386641,183188,203453,30630,77216,66547,72737,73775,65734,54062,56588,52478,52932,57500,56545,56538
2017,3,1000443,472013,229802,242211,41818,88244,83292,84983,89334,84345,62840,66562,71340,67096,66145,67959,70074
2017,3,1000444,157911,78190,79721,13832,29986,29012,29455,31245,24379,22345,23260,23473,23671,23556,21255,20347
2017,3,1000445,182453,98885,83568,6625,99808,25946,18854,16991,14223,26945,25212,27908,25159,25442,25763,26021
2017,3,1000446,304192,147726,156466,23204,55270,58859,55249,56345,55267,35122,42069,44640,42978,41797,51528,46053
2017,3,1000447,347840,180127,167713,50642,159444,40788,38748,33026,25196,54970,56995,58701,54576,46806,39006,36779
2017,3,1000448,180180,88743,91437,29072,66657,23918,24295,22465,13772,28111,28203,30989,27192,23347,21804,20532
2017,3,1000449,681965,321810,360155,58778,131265,118610,119645,123988,129682,96075,92395,99316,99566,92909,97422,104290
2017,3,1000450,286937,139250,147687,20030,86548,48313,50172,41850,40021,39458,41414,41165,37665,42089,40034,45115
2017,3,1000451,257606,136721,120885,8115,62206,68765,54176,37222,27119,40930,41859,44879,43505,42232,23980,20220
2017,3,1000452,149496,82978,66518,5076,32870,39931,33357,23571,14691,24069,24420,24903,24927,24263,14848,12069
2017,3,1000453,63365,30995,32370,4751,12112,12006,12600,10853,11044,9230,9130,9062,9340,8861,8885,8857
2017,3,1000454,119417,55597,63820,9199,26873,21722,21370,21610,18641,16012,19420,16353,17156,17755,16273,16448
2017,3,1000455,513774,239086,274688,43904,111388,85033,90228,99588,83635,77586,80540,70983,67815,79300,70854,66697
2017,3,1000456,174879,87001,87878,9341,35727,33223,32945,33298,30349,19980,30913,21832,20845,21680,28199,31434
2017,3,1000457,308439,141377,167062,31727,64279,52848,58228,53271,48089,43352,42231,41118,40756,44192,46168,50624
2017,3,1000458,253337,143145,110192,24685,93522,41069,37605,33097,23358,37576,38408,39220,39524,38795,30951,28865
2017,3,1000459,334677,153937,180740,22791,153950,48825,37303,29901,41917,49179,47511,50110,48536,49512,46014,43812
2017,3,1000460,268560,120862,147698,17349,116459,45491,35327,30544,23392,38250,38172,39233,38252,40494,37651,36506
2017,3,1000461,166957,85750,81207,4790,39508,44378,33709,26119,18454,23873,24611,25094,25116,25192,23028,20044
2017,3,1000462,445242,251203,194039,17250,114143,117328,89845,64266,42407,67887,69142,72131,72161,71632,52241,40046
2017,3,1000463,139861,69620,70241,10634,32407,32390,27532,21743,15153,19828,20146,19924,20727,20126,20169,18940
2017,3,1000464,98595,50965,47630,6824,21088,24602,18693,13566,13822,13306,12959,13040,15796,13189,13493,16813
2017,3,1000465,182923,92012,90911,9993,76410,50447,24878,14443,6755,23378,24142,24602,25412,28638,30984,25768
2017,3,1000466,175821,87136,88685,7326,52950,50075,33450,20135,11879,26932,25970,26647,27113,27020,22186,19951
2017,3,1000467,268865,140525,128340,12090,81691,68097,50370,34029,22592,40535,38812,40653,40827,41246,34789,32002
2017,3,1000468,101285,48883,52402,4045,35782,28356,15437,10100,7572,14455,14222,14531,14942,15014,14927,13199
2017,3,1000469,249599,119255,130344,10708,99947,69062,34764,19784,15332,31810,32609,33341,34916,37552,43313,36058
2017,3,1000470,174995,76908,98087,6265,80911,44043,19443,13811,10522,21284,21820,24330,22531,25866,30932,28230
2017,3,1000471,50434,29490,20944,1143,10645,12995,12018,8698,4934,8372,8182,8643,8634,8173,4261,4168
2017,3,1000472,321427,165968,155459,14990,74683,88432,61881,49949,31496,47925,47135,48282,49232,48119,40664,40073
2017,3,1000473,184230,98217,86013,8816,40444,47137,38889,27966,20980,27439,27746,28307,28507,28978,22902,20355
2017,3,1000474,408007,218475,189532,26108,91157,94787,80655,68997,46308,58094,59182,60492,60819,59285,52374,57762
2017,3,1000475,40234,16461,23773,1379,11929,11465,6738,4438,4289,5293,5138,5302,5297,5319,5859,8026
2017,3,1000476,274230,136740,137490,11936,78534,78653,45488,33694,25925,35122,37709,37152,36763,38209,45109,44173
2017,3,1000477,489276,270173,219103,19932,135609,144643,98733,55686,34671,71866,72913,76325,79478,84316,60921,43454
2017,3,1000478,173044,84848,88196,17450,40434,33338,30246,27371,24209,26892,23878,23462,23921,23956,24199,26735
