기준년코드,기준분기코드,상권구분코드,상권구분코드명,상권코드,상권코드명,서비스업종코드,서비스업종코드명,당월매출금액,당월매출건수,주중매출비율,주말매출비율,월요일매출비율,화요일매출비율,수요일매출비율,목요일매출비율,금요일매출비율,토요일매출비율,일요일매출비율,시간대00~06매출비율,시간대06~11매출비율,시간대11~14매출비율,시간대14~17매출비율,시간대17~21매출비율,시간대21~24매출비율,남성매출비율,여성매출비율,연령대10매출비율,연령대20매출비율,연령대30매출비율,연령대40매출비율,연령대50매출비율,연령대60이상매출비율,주중매출금액,주말매출금액,월요일매출금액,화요일매출금액,수요일매출금액,목요일매출금액,금요일매출금액,토요일매출금액,일요일매출금액,시간대00~06매출금액,시간대06~11매출금액,시간대11~14매출금액,시간대14~17매출금액,시간대17~21매출금액,시간대21~24매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,주중매출건수,주말매출건수,월요일매출건수,화요일매출건수,수요일매출건수,목요일매출건수,금요일매출건수,토요일매출건수,일요일매출건수,시간대건수~06매출건수,시간대건수~11매출건수,시간대건수~14매출건수,시간대건수~17매출건수,시간대건수~21매출건수,시간대건수~24매출건수,남성매출건수,여성매출건수,연령대10매출건수,연령대20매출건수,연령대30매출건수,연령대40매출건수,연령대50매출건수,연령대60이상매출건수,점포수
2015,1,A,골목상권,1000876,언남길,CS100010,커피-음료,54320958,6568,86,14,16,20,17,17,16,12,2,0,10,44,28,17,1,49,52,0,24,36,27,12,2,47916478,6404480,10073740,11213432,8720902,9703770,8204634,6122029,282451,0,6567567,24967462,13589354,8563444,633131,21181013,24956476,110088,8719592,17377298,14350734,4599072,980706,5875,693,1121,1456,1128,1105,1065,615,78,0,902,2883,1843,886,54,2822,3050,27,1036,2104,1963,616,128,5
2015,1,D,발달상권,1001028,서울 관악구 서울대입구역_2,CS100010,커피-음료,101464651,14464,68,32,13,15,12,13,14,16,16,0,5,19,30,34,13,41,59,2,43,26,14,11,4,66628061,34836590,12724624,13777176,11994481,13848389,14283391,16751814,18084776,168304,5400797,18663265,28330720,34337021,14564544,39973884,59092564,1154642,40735625,29347908,14011258,10710010,3107007,9853,4611,1991,2034,1781,1986,2061,2246,2365,24,1047,2792,4061,4598,1942,5979,8275,182,5994,4314,1986,1354,428,3
2015,1,A,골목상권,1000799,남부순환로234길,CS100010,커피-음료,26315272,3548,57,43,6,13,13,11,14,19,23,0,6,29,27,28,10,52,48,0,36,39,18,6,2,15724691,10590581,2361862,3498200,3411353,3135464,3317812,4704493,5886088,45749,1546030,8124900,5389040,7699591,3509962,12949974,10758183,86807,6846093,9603541,4921873,1714331,535512,2029,1519,278,462,421,395,473,637,882,10,299,1074,844,908,413,1742,1558,10,1045,1330,649,199,66,1
2015,1,A,골목상권,1000779,흑석로9길,CS100010,커피-음료,530405825,81020,76,25,16,16,14,15,15,13,12,0,7,30,27,28,8,43,57,4,63,15,9,9,1,410645755,119760070,84064992,91328508,76680562,81399578,77172115,65147120,54612950,580135,30771544,167437056,138634037,147325179,45657874,200880489,289749600,24631121,316314921,62514706,41716075,40664450,4788815,62905,18115,13721,13752,11508,12301,11623,9624,8491,43,6478,25520,22117,21570,5292,30840,47608,4228,52476,9080,5807,6251,605,12
2015,1,A,골목상권,1000189,서울시립대로4길,CS100010,커피-음료,62136727,13594,52,48,9,12,12,10,10,23,24,0,7,25,37,26,5,35,65,4,34,33,21,7,2,38452954,23683773,7613624,9264992,8402495,8391705,4780138,12181164,11502609,0,5325650,14478470,19379047,17807921,5145639,20620208,40634115,1719330,17405260,21782202,12819199,6886129,642200,7982,5612,1837,1971,1511,1730,933,2856,2756,0,1801,3468,4037,3050,1238,4934,8614,372,4402,4877,2995,780,121,6
2015,1,D,발달상권,1001034,서울 서초구 방배역,CS100010,커피-음료,1375785541,166824,75,25,14,16,14,15,15,14,12,1,7,27,25,30,10,44,56,4,39,28,17,10,2,1012874620,362910921,222231022,205949842,178831589,196288774,209573393,183028425,179882496,38680421,91364570,357525528,341045127,381696664,165473231,530448659,670215194,46610187,470234525,339815297,194375376,120892426,28736045,123313,43511,24258,26086,23023,24360,25586,21645,21866,4015,12941,42102,41254,46866,19646,65246,88850,7658,67750,41627,20669,13333,3062,22
2015,1,A,골목상권,1000845,강남대로34길,CS100010,커피-음료,84566852,10954,87,13,19,19,15,16,17,7,6,0,10,40,25,21,4,48,52,0,26,40,19,10,4,70260057,14306795,14886061,14990637,12309639,13898793,14174927,7536512,6770283,834699,7636077,31892510,20391405,17115220,6696941,33964151,32698258,262284,17331889,27561154,12527768,6584659,2394660,9172,1782,1985,1989,1620,1732,1846,1027,755,24,1295,4341,2591,2178,525,4449,4639,46,2522,3636,1701,857,330,7
2015,1,D,발달상권,1001047,뱅뱅사거리_1,CS100010,커피-음료,494354851,63688,90,10,20,19,16,18,17,4,7,1,23,46,20,9,2,56,44,1,23,36,27,9,3,392588961,101765890,77610830,82556160,69847233,82331282,80243456,30014297,71751593,42874930,57141365,205602414,118535480,42129286,28071376,245680578,176428389,9298681,83373072,130622718,139290820,44964979,14558703,51400,12288,11066,10977,9671,9953,9733,2669,9619,181,12513,28916,15720,5862,496,29784,27785,2312,13706,19335,15200,5674,1348,10
2015,1,D,발달상권,1001065,은마아파트입구사거리_1,CS100010,커피-음료,184090134,30936,63,37,13,13,12,13,13,19,18,0,5,22,26,35,12,39,61,14,19,14,37,15,2,116823878,67266256,24061669,24105133,21346101,22409292,24901683,33560644,33705612,59567,8562488,43691166,48646692,62451201,20679020,66321611,98012647,18383965,31382546,25097950,56256867,27972148,5240783,19402,11534,3860,3965,3618,3926,4033,5833,5701,12,1505,6903,8167,10852,3497,10613,18008,4560,6113,3543,9775,4084,549,7
2015,1,A,골목상권,1000922,삼성로69길,CS100010,커피-음료,194256755,23047,77,23,13,20,15,14,15,12,11,13,7,27,21,20,12,58,43,3,22,27,29,18,1,158494071,35762684,31618419,33905191,27085842,32350481,33534138,20331191,15431493,44002628,12018991,45495696,28680713,31437826,32620901,82063334,52052414,2989286,22158182,31345424,43818032,30705292,3099530,17236,5811,3416,3651,3322,3500,3347,2962,2849,80,3282,8146,5382,4885,1272,9049,10658,850,5096,5889,4877,2482,518,9
2015,1,A,골목상권,1000974,동남로65길,CS100010,커피-음료,22707839,3520,82,18,17,11,23,22,9,14,4,0,1,30,33,32,4,36,64,10,7,23,48,9,3,18726237,3981602,3734696,4571795,3387657,3714140,3317949,2435934,1545668,0,357250,6709829,7602315,6076031,1962414,7924577,12651191,2068441,1912065,3297975,8081922,3832853,1382513,2868,652,604,644,545,553,522,423,229,0,56,943,1219,1040,262,1192,2127,592,366,548,1145,500,167,3
2015,1,R,전통시장,1001271,동묘시장,CS100010,커피-음료,11487072,2275,78,22,13,15,18,17,14,13,9,0,8,39,39,13,0,43,58,1,26,19,19,27,9,9070897,2416175,1321795,1869503,1700565,2660968,1518066,1382631,1033544,0,1040685,4498187,4490023,1458177,0,4370101,6510621,90189,2308264,1918399,1756289,3377005,1430576,1761,514,307,348,403,393,310,305,209,0,169,915,879,312,0,915,1223,19,525,418,366,612,201,2
2015,1,A,골목상권,1000755,사당로30길,CS100010,커피-음료,77218146,12329,72,28,16,16,12,15,14,13,15,0,7,34,29,26,4,46,54,1,41,35,14,6,3,52727241,24490905,11057048,10643282,9492386,10601923,10932602,12579113,11911792,0,6858735,24015478,21369900,19266210,5707823,33139922,38602449,671051,27181580,22771950,13250224,4877927,2989642,8378,3951,1772,1758,1497,1633,1718,2032,1919,0,1260,3664,3404,3181,820,5199,6430,141,4598,3964,1777,747,399,7
2015,1,D,발달상권,1001197,장한평역_2,CS100010,커피-음료,83411090,9168,85,15,17,18,16,16,18,10,5,0,16,38,21,20,6,42,58,1,24,43,18,10,5,64700141,18710949,13171804,12626003,11378229,12549014,14975091,10480955,8229994,0,7471462,27837990,19652563,19295963,9153112,30006841,37359785,314469,17093061,25087178,13917721,7141867,3812331,7118,2050,1469,1428,1314,1329,1578,1129,921,0,1050,2898,2153,2086,981,3463,4405,50,2271,2999,1486,761,300,4
2015,1,A,골목상권,1000408,연서로34길,CS100010,커피-음료,15425833,3617,74,26,10,17,15,16,17,10,16,0,9,44,32,14,0,35,65,0,17,38,27,17,1,13724467,1701366,2729099,2325740,2655279,2381026,3633323,1356612,344754,0,2045712,6724466,5451459,1204196,0,5829539,9066820,50112,1211588,5264159,4949014,3060961,360525,3248,369,642,632,671,583,720,305,64,0,567,1495,1281,274,0,1256,2264,34,439,1258,1093,638,60,3
2015,1,A,골목상권,1000397,수색로18길,CS100010,커피-음료,46670824,6443,67,33,13,13,13,14,15,16,17,0,3,29,25,31,12,51,49,9,22,34,19,13,2,30701694,15969130,6488025,5364489,5800792,6196402,6851986,6811295,9157835,0,768616,15089742,11004775,13810224,5997467,21439869,18720325,2911698,9677782,13407830,8079512,5326058,757313,4364,2079,791,837,837,905,994,994,1085,0,181,1854,1582,2012,814,3007,2871,498,1311,1967,1153,814,135,1
2015,1,A,골목상권,1000424,증산로17길,CS100010,커피-음료,5095353,817,64,36,8,17,11,12,16,22,15,0,2,32,30,29,6,41,59,2,20,37,18,19,4,3419036,1676317,437241,841029,562716,638052,939998,1006731,669586,0,122492,1654356,1600120,1377199,341186,1981328,2679442,65903,846991,1794734,1061183,710171,181787,522,295,71,135,87,104,125,174,121,0,21,272,243,233,48,311,445,15,150,283,134,140,34,3
2015,1,D,발달상권,1001174,등촌역,CS100010,커피-음료,32878765,4544,78,22,15,20,15,12,17,13,9,0,8,32,24,32,5,30,70,1,29,32,21,14,3,25526984,7351781,4289407,6015390,4978513,4568625,5675049,4207428,3144353,0,2070947,10814513,7327795,9978292,2687218,8759357,19431575,315183,7645011,8564910,6661481,4270289,734056,3404,1140,650,813,671,556,714,620,520,0,330,1506,1095,1356,257,1144,3107,62,1288,1372,957,469,103,2
2015,1,A,골목상권,1000016,자하문로7길,CS100010,커피-음료,1757437284,150237,61,39,10,12,11,13,15,23,16,0,4,24,36,32,4,36,64,1,40,30,18,9,3,1152105223,605332061,235861333,202025700,190482353,211224333,312511504,407271331,198060730,0,100886801,498681277,606430401,460381149,91057656,629151186,857894093,6556283,386115603,437167178,303183555,273932103,80090562,104343,45894,20655,19903,19028,21202,23555,26655,19239,0,15507,46333,45807,35852,6738,50850,84870,754,42400,46165,28566,13899,3932,14
2015,1,A,골목상권,1000584,등촌로13길,CS100010,커피-음료,12774768,1840,64,36,12,12,13,13,15,19,18,0,8,20,29,29,14,39,62,2,31,41,16,8,2,8136517,4638251,1356593,1521310,1535009,1822435,1901170,2369756,2268495,0,884721,2397098,3841923,3776937,1874089,4943602,7831166,300847,3616044,4947849,2422067,1191770,296191,1164,676,215,214,228,228,279,348,328,0,148,366,530,534,262,705,1135,40,555,763,296,148,38,1
2015,1,A,골목상권,1000940,거마로20길,CS100010,커피-음료,30712797,4707,72,28,15,20,9,11,17,10,19,0,2,19,31,35,12,63,37,2,20,25,27,15,10,21806571,8906226,4948373,5069740,3154522,4259110,4374826,3651891,5254335,49440,1386882,7631505,7339743,8420785,5884442,15260327,15223868,1203508,8588619,9115139,6061292,2911428,2604210,3268,1439,684,633,579,689,683,678,761,4,297,1309,1168,1308,621,2127,2550,199,1714,1513,877,275,98,4
2015,1,A,골목상권,1000591,양천로14길,CS100010,커피-음료,9466711,1177,76,24,14,20,17,13,12,14,10,0,0,21,30,31,17,31,69,6,40,24,23,6,1,7378234,2088477,1600954,1966967,1501841,1280700,1027772,1275379,813098,43528,0,1938606,2101605,2988652,2394320,2955307,6003275,395977,3623421,1961005,2022802,793911,161465,898,279,174,234,202,154,134,161,118,3,0,249,340,367,218,360,781,59,463,257,267,79,15,2
2015,1,A,골목상권,1000034,동호로10길,CS100010,커피-음료,128325119,14217,86,15,20,18,14,17,16,7,7,0,11,37,29,19,5,43,57,1,30,36,22,10,3,97103358,31221761,23673737,18733355,16442714,18196494,20057058,16023441,15198320,11750,11681559,43053596,31136730,32062194,10379290,43257165,67582786,497210,29708414,42868076,23990739,9377297,4398219,11005,3212,2356,2221,2091,2132,2205,1579,1633,3,1759,4655,3424,3331,1045,5430,7766,88,4142,5264,2453,927,333,6
2015,1,A,골목상권,1000077,한강대로104길,CS100010,커피-음료,131183084,18670,91,9,20,20,17,17,17,4,6,0,18,53,19,8,3,58,42,0,24,39,27,8,1,120660434,10522650,25598053,27326149,21710686,24703555,21321991,3801297,6721353,118742,26652472,66160822,26010043,8801425,3439580,71006011,36192965,278756,23540603,43042243,31456097,7569924,1311354,17224,1446,3750,3715,3122,3446,3191,453,993,4,5126,7921,3754,1432,433,10564,5663,48,3562,6547,4795,1133,147,7
2015,1,A,골목상권,1000078,한강대로15길,CS100010,커피-음료,26779920,3703,73,27,16,19,17,10,12,20,7,0,11,40,23,20,6,65,35,0,13,30,20,22,14,22066729,4713191,4848670,5010618,4153437,3843645,4210359,2752941,1960250,0,4495041,11818269,6384772,3083132,998706,12092955,10520240,146521,4860156,11566662,4022119,1443718,574019,3179,524,704,741,581,560,593,256,268,0,866,1585,846,348,58,1575,1753,8,866,1750,493,164,51,3
2015,1,A,골목상권,1000563,강서로5가길,CS100010,커피-음료,59869412,7170,74,26,17,13,15,15,14,15,11,7,2,11,19,29,33,47,54,1,31,27,11,19,12,42567246,17302166,9308282,7713411,8036956,8230300,9278297,11216818,6085348,3050431,1135030,7707990,10396896,18753184,18825881,24349084,31559895,529805,22696250,17725828,7467240,5177061,2312797,4806,2364,948,924,897,955,1082,1364,1000,161,248,1130,1460,2349,1822,2886,4096,71,2918,2492,891,458,152,4
2015,1,D,발달상권,1001147,용산 전자상가_2,CS100010,커피-음료,75027102,12372,88,12,17,20,16,17,19,11,1,0,21,30,38,11,1,75,25,2,28,46,17,5,3,66897924,8129178,12195955,14937827,12401226,12777269,14585647,7467123,662055,0,14498078,22460058,29776980,7537494,754492,40062831,13009499,610317,14806621,25602840,8592205,2077017,1383329,10898,1474,2086,2395,2004,2109,2304,1301,173,0,2594,3651,4651,1315,161,6834,2324,148,2557,4248,1513,420,272,4
2015,1,A,골목상권,1000079,한강대로43길,CS100010,커피-음료,157440350,16684,93,7,21,20,16,17,19,4,3,0,24,36,20,15,5,53,47,0,22,33,25,15,5,145567260,11873090,28201650,31721511,21452203,23173295,41018601,8386538,3486552,2096226,20600322,48470497,40257038,34812729,11203538,70264324,45700969,260688,18632881,28948299,37387951,27123034,3612441,15383,1301,3309,3404,2673,2790,3207,795,506,12,2863,5823,3602,3224,1160,6846,5563,42,2906,4080,3246,1697,437,7
2015,1,A,골목상권,1000389,가좌로7길,CS100010,커피-음료,360395,40,100,0,45,24,13,18,0,0,0,0,13,18,45,24,0,45,55,0,15,13,55,18,0,360395,0,75567,133695,75567,75566,0,0,0,0,14532,17438,180198,148227,0,107537,252858,0,17438,14532,284829,43596,0,40,0,17,11,6,6,0,0,0,0,6,6,17,11,0,17,23,0,5,6,23,6,0,1
2015,1,D,발달상권,1001190,장한평역,CS100010,커피-음료,54590737,8665,86,14,18,19,15,17,17,12,2,0,21,39,29,11,0,52,48,0,27,35,20,13,6,48080328,6510409,10730609,10207562,8072837,9058389,10010931,5840196,670213,0,10199807,22607490,16726484,5056956,0,23820287,21952897,104117,10656072,15543499,11002468,5770082,2696953,7623,1042,1647,1683,1327,1436,1530,934,108,0,1946,3352,2501,866,0,3939,3655,20,1909,2732,1615,942,381,6
2015,1,A,골목상권,1000744,등용로14길,CS100010,커피-음료,89762496,15773,94,6,20,21,18,17,19,5,1,0,13,59,19,9,1,41,59,1,25,40,26,7,1,82943380,6819116,16979670,17983100,14997507,14748491,18234612,6232813,586303,0,12498921,48724540,16100865,10923671,1514499,32502635,44904233,308572,16572456,30698346,20658599,7995507,1173388,14464,1309,3010,3038,2707,2654,3055,1199,110,0,2881,7776,3001,1855,260,5874,8351,106,3881,5445,3453,1158,182,7
2015,1,A,골목상권,1000289,인촌로17가길,CS100010,커피-음료,55988546,6415,65,35,13,13,12,13,15,15,19,0,9,29,32,28,2,40,60,2,36,25,21,15,2,43351696,12636850,7318654,7360271,13796731,7438733,7437307,6322820,6314030,0,6103876,16086074,20862103,10644165,2292328,18405392,24657839,456522,16519505,12223743,7781068,5427866,654529,4665,1750,922,874,944,935,990,791,959,0,990,2032,1625,1496,272,2375,3544,106,2703,1636,864,537,74,4
2015,1,A,골목상권,1000752,사당로26길,CS100010,커피-음료,7628634,1405,66,34,5,5,16,21,18,17,17,0,0,23,48,28,1,52,48,2,30,49,14,6,0,4734977,2893657,455968,455768,1239511,1483086,1100644,1058226,1835431,0,0,2031597,3563496,1950966,82575,3709802,3820770,142863,2622380,3527661,868414,337849,31406,862,543,90,85,159,342,186,280,263,0,0,375,681,333,16,740,653,24,465,692,120,86,6,3
2015,1,R,전통시장,1001355,강북종합시장,CS100010,커피-음료,9566929,118,48,52,28,0,20,0,0,45,7,30,17,0,0,42,11,89,11,0,0,0,7,29,65,6023622,3543307,2007874,0,4015748,0,0,2125984,1417323,4133859,1889763,0,0,2716535,826772,8740157,826772,0,0,0,1181102,2952756,5433071,59,59,24,0,35,0,0,47,12,35,23,0,0,48,12,106,12,0,0,0,12,35,71,0
2015,1,D,발달상권,1001257,서울 강북구 수유역_2,CS100010,커피-음료,983402208,93589,68,32,14,14,12,14,15,16,16,1,5,16,22,35,20,45,55,4,51,24,13,6,2,664760723,318641485,117737277,164069407,108877014,126471752,147605273,170063453,148578032,26962730,36547572,142390413,222543860,337159169,217798464,464944070,493188246,28847602,456158134,236576574,157266981,63036190,16246837,63618,29971,12607,12470,10971,12982,14588,15339,14632,1042,5962,17744,21092,30908,16841,36175,55587,2612,44707,23943,12374,6404,1724,22
2015,1,A,골목상권,1000336,솔매로45길,CS100010,커피-음료,96939481,17553,70,30,11,18,12,15,15,18,12,0,9,38,30,19,5,43,57,2,28,29,16,18,7,64519587,32419894,11853572,13231357,11313328,13680427,14440903,17918278,14501616,0,12880855,24550310,24941465,24987585,9579266,38372953,55860626,2984432,34274247,28795576,16260931,8759322,3159070,11724,5829,2246,2451,2126,2387,2514,3111,2718,0,2827,4423,4320,4377,1606,6663,10624,661,6591,5456,2763,1339,479,3
2015,1,A,골목상권,1000708,디지털로57길,CS100010,커피-음료,12456759,182,88,12,18,22,16,13,20,3,9,13,0,6,9,27,46,87,13,0,4,22,54,14,7,10772215,1684544,2415991,2909163,1302197,1562636,2582228,692658,991886,1690085,0,969721,953097,3712647,5131209,10522859,1097170,0,60954,3119731,6411241,1468435,559667,159,23,33,38,28,22,38,6,17,23,0,11,17,49,82,149,22,0,6,39,92,23,12,2
2015,1,A,골목상권,1000447,증가로10길,CS100010,커피-음료,489224542,79104,74,26,16,15,14,15,14,15,11,0,4,25,33,30,8,40,61,4,53,18,12,9,5,358411581,130812961,75129519,76554157,64326970,76969643,65431292,66979950,63833011,209389,33339162,112669266,132129964,149570108,61306653,198146745,288442785,25679982,276497460,82415939,59043462,35565707,7386978,59473,19631,12845,12845,10910,12425,10448,9958,9673,13,6675,19155,21728,22841,8692,30429,48463,4633,47655,12316,7969,5322,998,12
2015,1,D,발달상권,1001139,서울 영등포구 영등포구청역,CS100010,커피-음료,466927497,61057,81,19,15,15,14,19,17,9,10,1,8,27,26,27,11,51,49,1,24,28,20,14,14,343898196,123029301,65205461,66868504,63843983,71321341,76658907,68021767,55007534,3504911,36824550,105648560,98065124,147669228,75215124,187402561,238837698,8021359,145565078,139529087,75120708,39638858,18365169,44933,16124,8748,8959,8460,8885,9881,8753,7371,230,6376,14692,13024,18319,8416,23394,33570,1232,21569,19066,8910,4583,1612,19
2015,1,A,골목상권,1000696,대림로44길,CS100010,커피-음료,8398209,1806,86,14,15,15,20,17,19,7,7,0,0,35,48,14,3,33,67,1,10,38,43,7,0,7120620,1277589,1201122,1198608,1853474,1400789,1466627,535556,742033,0,0,3452491,3731951,1049077,164690,2780916,5617293,58273,737145,3214111,3586735,787969,13976,1559,247,292,258,369,313,327,116,131,0,0,634,867,262,43,603,1203,18,188,681,778,136,5,1
2015,1,A,골목상권,1000792,난곡로74길,CS100010,커피-음료,84513735,11369,62,38,10,12,12,14,14,18,20,3,7,19,24,31,17,47,53,1,43,33,13,9,2,53069955,31443780,9656171,10332221,10259881,11883552,10938130,15217151,16226629,4500729,6077636,10307648,16906350,25839154,20882218,36715508,42033118,1242283,36301147,25677225,9805969,4531701,1190302,7291,4078,1344,1431,1400,1579,1537,1985,2093,552,989,1501,2334,3413,2580,4903,5748,180,5056,3435,1227,594,161,2
2015,1,A,골목상권,1000400,연서로13길,CS100010,커피-음료,21396865,3039,83,17,15,17,15,17,20,10,7,0,17,38,28,16,2,29,71,3,13,50,28,5,1,18081780,3315085,2880254,3419165,3810336,3757570,4214455,1897463,1417622,0,3944136,7957119,5739569,3466251,289790,6369147,15027718,275139,2472498,10723873,6184775,1424104,316476,2543,496,452,509,451,551,580,301,195,0,553,1121,854,466,45,885,2154,61,361,1624,832,138,23,2
2015,1,D,발달상권,1001071,서울 강남구 한티역,CS100010,커피-음료,1218872795,153733,68,32,13,14,13,14,14,16,15,0,6,24,30,31,9,40,61,5,28,24,30,11,3,843046548,375826247,156377285,171494715,165810638,167768600,181595310,198513847,177312400,7233520,62756069,345181567,380737755,334973744,87990140,416488880,651372529,33042522,238523327,260133790,322299437,153187712,60674624,104659,49074,19524,21767,20325,20545,22498,26284,22790,746,9191,42104,48423,43008,10261,53294,84207,5735,34526,32122,39876,18271,6978,20
2015,1,A,골목상권,1000935,테헤란로81길,CS100010,커피-음료,603430028,73523,94,6,19,20,17,19,19,5,1,1,20,50,16,11,3,54,47,0,28,43,20,7,1,568976126,34453902,113740711,116456588,107963502,107392002,123423323,25891831,8562071,3797677,78534155,295437096,98978178,82907780,43775142,261880092,201576862,2189594,121879757,202978074,99143232,28564379,8701922,69463,4060,14011,14487,13001,13565,14399,3107,953,367,14226,35080,12390,9004,2456,33264,28898,397,18961,25928,12349,3635,895,12
2015,1,D,발달상권,1001262,서울 노원구 노원역_2,CS100010,커피-음료,456728589,51596,73,27,13,15,13,14,18,15,13,2,10,27,26,23,12,44,56,1,21,28,27,17,5,316528841,140199748,57580887,64163215,56416588,61887503,76480648,72875054,67324694,5554302,34166593,117123751,127171309,120535184,52177450,176722670,231808090,5252265,105171702,112138625,104106885,65056293,16804993,36349,15247,6744,7238,6477,7026,8864,8085,7162,146,4741,14158,14411,13730,4410,19411,27569,662,14172,13664,10636,6139,1709,3
2015,1,A,골목상권,1000892,개포로82길,CS100010,커피-음료,117688801,20028,65,35,13,13,13,13,14,16,19,0,9,25,28,31,8,39,62,6,29,23,23,16,3,77019736,40669065,14607901,15351461,14688031,15279343,17093000,19063245,21605820,0,8814402,29870308,32793963,36154359,10055769,42295312,66243846,5056030,27289184,24917459,27483782,19251833,4540870,13043,6985,2528,2636,2475,2557,2847,3230,3755,0,1779,4964,5567,6129,1589,7187,11511,1056,5394,4322,4309,3019,600,5
2015,1,A,골목상권,1000207,제기로5길,CS100010,커피-음료,164113859,26391,72,28,12,17,15,14,13,14,14,0,7,30,29,31,4,51,49,2,56,18,11,11,3,126024885,38088974,26394751,26413606,25281084,24616605,23318839,20253946,17835028,0,11092321,55568429,43197494,46231955,8023660,68958012,79724434,4451431,83248444,26018200,14571498,17320316,3072557,20331,6060,4264,4370,4026,3851,3820,3152,2908,0,2341,8620,7102,7193,1135,10912,13632,683,14421,4066,2190,2655,528,5
2015,1,A,골목상권,1000965,오금로46길,CS100010,커피-음료,93241636,11314,72,29,11,16,14,15,15,15,14,0,5,34,27,28,7,43,57,2,29,28,22,15,4,68864496,24377140,11850291,14898314,12813216,13369379,15933296,12811235,11565905,0,3395066,33727315,22013293,27262410,6843552,36161262,45010412,890407,20647677,22482878,20852030,12923148,3375541,8078,3236,1387,1751,1541,1678,1721,1659,1577,0,591,3715,3104,3150,754,4539,5857,147,3077,2730,2345,1663,440,13
2015,1,A,골목상권,1000386,한글비석로22길,CS100010,커피-음료,249991935,33451,62,38,11,12,11,13,14,17,21,0,2,17,27,36,17,40,60,4,43,20,20,11,3,157922330,92069605,28274775,29912671,29574697,34299499,35860688,43286993,48782612,2649481,8563272,42936535,59652587,83149789,53040271,108171934,131217902,7529701,88740920,53965310,54756895,27805768,6591240,21496,11955,4056,4173,4010,4571,4686,5560,6395,318,1409,6102,8199,11018,6405,14234,17914,1114,13199,7228,6593,3207,805,11
2015,1,A,골목상권,1000824,양녕로6길,CS100010,커피-음료,78010278,14475,65,35,11,16,14,15,10,20,15,0,18,24,37,20,2,44,56,1,18,17,55,6,2,48677962,29332316,7624857,8485862,8639621,11981147,11946475,16313023,13019293,0,10487934,23604286,24323928,17756958,1837172,29254077,44755070,646527,8866123,21504200,38315530,3466130,1210637,8826,5649,1346,1803,1459,2155,2063,3074,2575,0,1975,4176,4377,3579,368,5729,8613,149,1788,3954,7437,760,256,3
2015,1,A,골목상권,1000372,방학로6가길,CS100010,커피-음료,4031900,608,69,31,14,11,15,12,17,18,13,0,7,26,25,27,16,45,55,2,31,23,28,14,3,2685428,1346472,579054,392085,611195,488056,615038,743586,602886,0,218505,1044366,1032209,1024646,712174,1702033,2000218,68884,1139445,835128,937140,568489,153166,421,187,87,68,90,75,101,110,77,0,41,159,152,162,94,255,314,11,177,132,158,75,17,1
2015,1,R,전통시장,1001373,신응암시장,CS100010,커피-음료,21349197,3583,71,29,15,16,14,13,13,14,15,0,6,22,26,29,17,41,59,3,41,32,15,6,3,15063936,6285261,2980621,3501520,2873763,2587389,3120643,3113180,3172081,5509,1034926,4201974,5903839,6423526,3779423,10334014,11015183,502095,7630195,6023071,2993611,1689294,2510931,2566,1017,537,581,505,485,458,499,518,2,226,802,934,1027,592,1458,2125,107,1501,1115,538,204,118,2
2015,1,A,골목상권,1000603,화곡로13길,CS100010,커피-음료,74654202,11000,70,30,14,14,13,15,14,18,12,0,7,30,26,29,9,42,58,1,28,35,21,11,4,58043229,16610973,10935798,11069255,12033870,10597791,13406515,8843214,7767759,0,5547756,18024794,17396256,24433953,9251443,28326412,38101385,637800,15918680,23368970,15630834,8407469,2464044,8126,2874,1476,1535,1677,1644,1794,1552,1322,0,779,2747,2768,3510,1196,4398,5738,119,2910,3370,2256,1150,332,5
2015,1,A,골목상권,1000428,증산서길,CS100010,커피-음료,286373715,3434,59,41,8,9,16,8,19,31,10,0,3,13,46,30,10,19,81,2,25,13,10,38,12,97633367,188740348,2419479,2840488,86673529,2161206,3538665,185511783,3228565,0,925175,4227274,271511496,6724894,2984876,5947425,280426290,684362,7378620,3958760,3745272,269263823,1342878,2226,1208,410,429,420,405,562,686,522,0,128,652,1037,1139,478,982,2452,123,1307,653,495,647,209,3
2015,1,A,골목상권,1000399,연서로11길,CS100010,커피-음료,64573759,7410,63,37,14,14,13,10,12,18,19,0,15,24,31,25,6,51,50,1,18,27,34,11,10,39711687,24862072,8913838,7359147,8709985,7871013,6857704,12160404,12701668,0,5275585,17318487,16707570,20089606,5182511,21428029,35750768,303308,10902532,15143436,21644498,7304731,1880292,4714,2696,1067,824,1025,876,922,1256,1440,0,676,2043,2010,2216,465,2380,4451,47,1573,1975,2187,790,257,4
2015,1,A,골목상권,1000615,개봉로2길,CS100010,커피-음료,62097805,2198,90,10,19,25,15,21,10,7,3,0,9,33,36,23,0,25,75,0,7,54,28,10,2,60118164,1979641,19953873,20636544,3699151,13530882,2297714,1432718,546923,0,1888582,8643390,22013428,29552405,0,4446214,23464820,0,1111276,19946906,5322819,1305557,224476,1960,238,361,491,382,407,319,163,75,0,285,876,744,293,0,599,1410,0,161,880,768,170,30,3
