기준년코드,기준분기코드,상권구분코드,상권구분코드명,상권코드,상권코드명,서비스업종코드,서비스업종코드명,당월매출금액,당월매출건수,주중매출비율,주말매출비율,월요일매출비율,화요일매출비율,수요일매출비율,목요일매출비율,금요일매출비율,토요일매출비율,일요일매출비율,시간대00~06매출비율,시간대06~11매출비율,시간대11~14매출비율,시간대14~17매출비율,시간대17~21매출비율,시간대21~24매출비율,남성매출비율,여성매출비율,연령대10매출비율,연령대20매출비율,연령대30매출비율,연령대40매출비율,연령대50매출비율,연령대60이상매출비율,주중매출금액,주말매출금액,월요일매출금액,화요일매출금액,수요일매출금액,목요일매출금액,금요일매출금액,토요일매출금액,일요일매출금액,시간대00~06매출금액,시간대06~11매출금액,시간대11~14매출금액,시간대14~17매출금액,시간대17~21매출금액,시간대21~24매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,주중매출건수,주말매출건수,월요일매출건수,화요일매출건수,수요일매출건수,목요일매출건수,금요일매출건수,토요일매출건수,일요일매출건수,시간대건수~06매출건수,시간대건수~11매출건수,시간대건수~14매출건수,시간대건수~17매출건수,시간대건수~21매출건수,시간대건수~24매출건수,남성매출건수,여성매출건수,연령대10매출건수,연령대20매출건수,연령대30매출건수,연령대40매출건수,연령대50매출건수,연령대60이상매출건수,점포수
2015,1,D,발달상권,1001148,목동사거리,CS100010,커피-음료,98668411,16511,72,28,13,16,15,13,16,13,14,0,3,19,28,41,9,45,55,3,51,14,12,16,4,72940868,25727543,12795880,15121211,14063263,14063592,16896922,12702515,13025028,0,3280949,19863764,26624781,39332704,9566213,40500195,45926491,2599983,37944329,13380029,14072220,14757650,3672474,11943,4568,2112,2581,2397,2200,2653,2233,2335,0,483,3031,4673,6826,1498,6770,8115,461,7508,2115,1829,2455,521,1
2015,1,A,골목상권,1000972,구천면로41길,CS100010,커피-음료,38537533,5211,82,18,9,25,21,7,20,9,9,0,0,24,18,41,17,71,29,1,18,23,22,30,5,28716711,9820822,4940678,8284112,5227387,4603891,5660643,4838038,4982784,114232,0,8408782,9694306,13520620,6799593,21131649,17405884,554662,10782245,12258259,6844348,7468375,629644,3625,1586,654,842,739,736,654,688,898,7,0,1299,1377,1578,950,2280,2931,95,1837,1883,887,425,84,4
2015,1,A,골목상권,1000577,공항대로59길,CS100010,커피-음료,232770187,28256,73,27,15,15,14,14,15,17,10,0,9,27,25,29,10,41,59,1,40,35,17,7,2,156512669,76257518,29139647,32052982,29001491,31288998,35029551,42091482,34166036,10504,18762530,49870344,52653640,74281482,37191687,89111716,122357217,1814535,78827592,77144291,32422625,16713924,4545969,19214,9042,3770,3916,3623,3701,4204,4790,4252,2,2715,6147,6888,8594,3910,10920,15313,258,10727,9110,3684,1986,478,6
2015,1,A,골목상권,1000955,송이로23길,CS100010,커피-음료,67093890,5916,92,8,17,23,17,16,19,7,1,1,11,39,29,15,5,51,49,1,17,30,36,13,5,62998266,4095624,9387931,19974716,17019083,7436648,9179888,3095292,1000332,15668186,5075811,20519281,11987778,7439383,6403451,36715732,21259041,238490,5432672,26849344,17786851,5560683,2106735,5333,583,1026,1284,1053,916,1054,425,158,34,818,2310,1593,917,244,2399,2549,28,813,1492,1760,644,217,6
2015,1,A,골목상권,1000277,보문로32길,CS100010,커피-음료,465393506,67017,76,24,16,16,15,15,15,13,12,0,11,30,27,26,6,24,76,2,60,20,9,7,1,328014683,137378823,67874601,69162982,61038747,65047556,64890797,68408934,68969889,0,30364408,125945686,123883438,146090325,39109649,126366641,324229366,8585451,247861527,107721392,47463299,33039971,5924369,49817,17200,10555,10673,9364,9600,9625,8709,8491,0,5946,19871,17988,18473,4739,17015,48608,1549,39304,13215,6215,4644,696,17
2015,1,A,골목상권,1000590,방화대로6라길,CS100010,커피-음료,30496485,3490,78,22,17,15,15,15,16,15,7,0,4,36,28,22,10,52,48,1,27,44,20,7,2,24259129,6237356,5188772,4720660,4609382,4772838,4967477,4323439,1913917,0,1205598,12945327,7704622,5831333,2809605,13342910,11812425,152851,6385924,10905974,5228217,1929001,553368,2749,741,591,514,537,548,559,496,245,0,150,1262,965,769,344,1549,1405,21,787,1284,589,220,53,1
2015,1,A,골목상권,1000932,영동대로65길,CS100010,커피-음료,343534046,50215,77,23,15,16,15,15,16,10,13,0,15,36,24,20,5,44,56,6,26,31,24,11,4,250649088,92884958,50574600,56066522,47809912,46894567,49303487,38088364,54796594,0,40112522,116544401,85964268,78108631,22804224,130826683,180499646,15334083,73882968,96277294,79805067,36454468,9572455,36629,13586,7672,7936,7231,6769,7021,5257,8329,0,7897,17253,11388,11432,2245,19201,28663,3784,13343,13999,11378,4272,1085,8
2015,1,A,골목상권,1000614,개봉로23가길,CS100010,커피-음료,246711089,30210,62,38,11,11,11,16,13,22,16,0,3,21,25,40,12,47,53,2,34,29,16,17,2,149871089,96840000,27724370,27720243,29265934,32418998,32741544,54225024,42614976,0,4160331,48604411,70703782,94021751,29220814,105476718,130509383,3910190,77342140,73838340,40235079,34201169,6459188,18935,11275,3680,3554,3713,3732,4256,5802,5473,0,819,6637,8594,10644,3516,12188,17148,625,11148,9316,4692,2820,737,7
2015,1,A,골목상권,1000655,가산로5길,CS100010,커피-음료,33242076,5086,75,25,13,17,15,15,15,14,11,0,4,46,22,25,4,61,39,1,31,47,15,5,1,27597066,5645010,4677949,5755314,5848693,5677939,5637171,3860917,1784093,0,1056830,19851926,5310996,6084409,937915,19450862,10642432,138285,7831728,15335577,5162830,1312656,312224,4169,917,773,905,854,788,849,709,208,0,287,2722,932,1035,110,3089,1615,29,1424,2281,765,164,47,4
2015,1,A,골목상권,1000166,천호대로123길,CS100010,커피-음료,45076619,5440,69,32,14,14,14,13,14,16,16,0,5,38,25,25,7,39,61,2,30,32,22,11,3,32790559,12286060,7081924,5628992,7070001,6168977,6840665,5828198,6457862,0,1252258,23052574,9208489,9356828,2206470,14291470,22524663,479427,8281295,12836729,8791097,5260179,1167407,3780,1660,753,769,795,681,782,780,880,0,199,2300,1337,1313,291,1892,3085,80,1410,1683,1088,570,152,2
2015,1,D,발달상권,1001212,서대문구 서대문역_1,CS100010,커피-음료,155181221,5998,81,20,15,16,14,16,19,11,9,6,9,27,15,18,26,63,37,1,24,24,32,14,5,133807075,21374146,26383637,43305963,19200502,19837055,25079918,12607489,8766657,5048867,15852814,61785267,14007800,17539860,40946613,48093317,24155128,846107,14808779,16423723,23196401,13596058,3377381,4680,1318,952,922,867,900,1039,600,718,128,809,1687,1352,1235,787,2780,2159,104,1352,1328,1305,667,187,2
2015,1,R,전통시장,1001282,약수시장,CS100010,커피-음료,247421330,33666,64,36,12,13,13,13,14,15,21,4,13,27,24,23,9,43,57,3,34,29,19,10,5,168065296,79356034,30075238,33433820,33326792,34752060,36477386,39286681,40069353,26578277,27296074,49216407,45710667,56621785,41998120,102815941,125812400,3849310,88927451,73744998,32658155,21711921,7736511,23208,10458,4286,4660,4573,4813,4876,5214,5244,3206,4462,6690,6443,7688,5177,14177,17526,602,13082,9732,4420,2805,1066,3
2015,1,D,발달상권,1001044,양재역_3,CS100010,커피-음료,954606512,105635,88,12,17,20,16,17,19,8,4,3,16,39,20,16,7,53,47,1,24,36,22,11,6,793766138,160840374,150169464,159493324,159053049,148523465,176526836,107609492,53230882,21315150,124755485,334058850,204746022,184815309,84915696,382277960,361286796,4182733,171217713,269966386,164263443,94010061,39924431,90329,15306,17835,19125,16575,17628,19166,9795,5511,111,21234,38983,21988,18575,4744,43342,46541,639,24444,34034,18635,8430,3724,26
2015,1,A,골목상권,1000047,퇴계로56길,CS100010,커피-음료,104760306,12139,90,10,16,19,17,17,21,6,4,0,13,45,15,18,10,51,50,1,29,33,20,11,6,86984280,17776026,16210294,18144023,16329042,16204126,20096795,9539113,8236913,9737,9146554,42167060,16128927,26262163,11045865,41566036,46824359,645861,31459031,28678086,16074567,7857286,3675564,9740,2399,1813,2026,1768,1929,2204,1251,1148,3,1378,4701,2307,2822,928,4678,6298,113,4599,3788,1420,788,264,4
2015,1,A,골목상권,1000076,청파로73길,CS100010,커피-음료,26044732,3303,70,30,17,15,12,14,13,8,22,0,6,35,39,16,4,50,50,1,24,26,20,9,20,19714065,6330667,5054458,3420016,3240898,3252093,4746600,2367703,3962964,0,895585,8340135,10713436,4114094,1981482,10220864,10075332,414208,4578679,4925718,3761457,1807962,4808172,2328,975,593,470,370,481,414,247,728,0,213,1109,1299,537,145,1601,1500,22,739,806,605,257,671,1
2015,1,A,골목상권,1000094,마장로39길,CS100010,커피-음료,44456139,6318,81,19,20,17,17,14,14,12,7,0,5,36,25,28,6,41,59,2,18,43,27,9,3,33681907,10774232,6490274,6931431,6821742,6542047,6896413,6151665,4622567,0,1217050,16718868,12003624,10465973,4050624,16118144,22556900,760815,6671405,15438120,11192112,3578916,1033678,4723,1595,1034,1021,927,842,899,876,719,0,192,2292,1950,1463,421,2128,3410,156,1120,2163,1499,472,131,3
2015,1,D,발달상권,1001022,관악구 사당역_2,CS100010,커피-음료,1325935588,157809,73,27,14,14,15,13,18,16,10,1,3,19,25,30,21,50,50,1,32,24,17,21,5,899864354,426071234,155105081,169831981,159266534,197191939,218468819,242096339,183974895,6166001,77073451,204587852,339967847,443640465,254499972,559663862,649464264,13106076,468126347,311380971,186508351,172767243,57239150,108547,49262,19679,21597,19683,22337,25251,27664,21598,337,15817,26262,42724,50663,22006,65120,82349,2088,64570,38591,19800,17154,5270,16
2015,1,D,발달상권,1001252,서울 성북구 미아삼거리역_2,CS100010,커피-음료,201966062,18304,62,38,12,12,12,13,13,19,19,0,2,22,30,35,11,32,68,3,49,21,17,9,2,115975677,85990385,20925866,21329010,22964101,23430751,27325949,43860984,42129401,0,1737580,24692470,59062860,84336268,32136884,62406106,138718492,8987574,88383419,42974146,35317018,18271901,7190542,10853,7451,1882,2075,2138,2232,2526,3807,3644,0,226,2477,5088,7657,2856,5710,12512,889,9002,3935,2949,1198,251,5
2015,1,A,골목상권,1000147,뚝섬로54길,CS100010,커피-음료,48714219,7133,65,35,13,12,12,12,15,16,20,0,6,23,35,28,9,41,59,2,25,38,24,9,2,30804967,17909252,6074524,6296168,5400703,5966766,7066806,8632328,9276924,0,2703621,10816378,15824776,14384239,4985205,17418398,28079448,864564,10322460,17348240,11127864,4776429,1058298,4633,2500,932,879,839,897,1086,1123,1377,0,513,1634,2359,1946,681,2691,4087,157,1703,2578,1602,612,129,3
2015,1,A,골목상권,1000260,중랑천로10길,CS100010,커피-음료,26672029,3296,65,35,8,14,13,17,13,13,22,1,6,42,24,21,6,54,46,0,20,34,28,11,7,18001131,8670898,2450341,3328317,3847713,5097301,3277459,3496612,5174286,1767411,1340326,7745176,5293958,6867320,3657838,12892790,12003381,91790,3938196,8599871,8290443,2249252,1726624,2161,1135,350,444,401,524,442,463,672,42,200,1135,731,870,318,1646,1429,18,679,969,892,287,230,4
2015,1,A,골목상권,1000256,용마산로100길,CS100010,커피-음료,7263725,1204,70,30,11,14,16,17,13,18,12,0,0,30,35,30,5,43,57,1,32,40,21,5,1,4883584,2380141,640040,898859,1110777,1146679,1087229,1395404,984737,0,0,2169527,2508558,2253432,332208,3125251,3859182,69265,1847137,3003854,1712955,296952,54273,841,363,132,167,179,193,170,212,151,0,0,379,406,359,60,510,662,11,375,481,236,56,14,1
2015,1,A,골목상권,1000264,돌곶이로27길,CS100010,커피-음료,36698534,3779,80,20,10,23,18,18,12,7,13,0,2,30,25,37,6,51,49,1,28,22,20,8,21,28913228,7785306,2423037,14829665,5017348,3584361,3058817,3153485,4631821,0,1045727,5612329,6617777,20261104,3161597,24173831,11566579,525652,7223022,6448999,4946253,1934528,14661955,2582,1197,389,589,533,583,488,484,713,0,193,893,986,1251,456,1796,1867,77,1284,999,718,281,305,2
2015,1,A,골목상권,1000291,개운사길,CS100010,커피-음료,1148513570,139456,82,19,17,17,15,16,16,11,7,0,5,37,29,24,6,45,55,4,55,18,11,11,2,880453279,268060291,179008884,181189335,172903578,172331167,175020315,144508566,123551725,0,83427752,378487635,273536197,313187607,99874379,448075220,532617930,45638970,508231087,211041103,103029517,91693434,21059044,105304,34152,21634,22125,20393,20542,20610,17733,16419,0,11932,43037,33982,38841,11664,56790,71612,7140,72559,23609,11516,11562,2020,18
2015,1,A,골목상권,1000279,삼선교로10다길,CS100010,커피-음료,40683583,6613,76,24,12,15,15,18,16,13,12,0,2,33,38,24,3,47,53,6,45,24,14,10,2,34662894,6020689,8298735,8289033,5831722,6808843,5434561,3854434,2166255,428335,636102,13707044,14470107,9151755,2290240,12426683,27672805,2196163,17345362,14489157,3406915,2420578,241313,5813,800,1289,1151,1078,1207,1088,380,420,19,173,2291,2254,1621,255,2517,4032,572,3813,953,669,491,53,5
2015,1,A,골목상권,1000328,삼양로20길,CS100010,커피-음료,795713,129,100,0,11,0,21,33,35,0,0,0,10,37,53,0,0,43,57,0,0,39,54,7,0,795713,0,88868,0,119318,250079,337448,0,0,0,97028,322464,376221,0,0,418539,377174,0,0,332668,425778,37267,0,129,0,14,0,26,41,48,0,0,0,13,47,69,0,0,53,76,0,0,55,67,7,0,1
2015,1,A,골목상권,1000701,도림로63길,CS100010,커피-음료,1141312,175,75,25,22,12,12,25,4,3,22,0,0,36,32,32,0,49,52,0,31,14,20,29,6,621433,519879,105558,149358,88197,228349,49971,34467,485412,0,0,364105,370949,406258,0,522924,236037,0,148473,103402,97658,378679,30751,129,46,32,18,25,46,8,6,40,0,0,63,62,50,0,65,66,0,42,18,29,34,8,1
2015,1,A,골목상권,1000770,여의대방로22길,CS100010,커피-음료,3668659,663,96,4,22,26,16,18,14,4,0,0,2,47,37,14,1,55,45,2,17,32,44,5,1,3476206,192453,859335,827819,555820,686191,547041,192453,0,0,30269,1925858,1248480,451527,12525,1650099,1528074,38438,533932,982124,1354089,233321,36272,633,30,145,169,105,119,95,30,0,0,10,312,243,93,5,322,259,10,94,189,252,30,6,1
2015,1,D,발달상권,1001116,영등포역_1,CS100010,커피-음료,270735969,36220,58,42,10,10,11,13,14,24,19,0,18,19,29,29,6,39,61,2,44,27,15,10,3,152359814,118376155,24797140,27627818,26686342,35261891,37986623,66386133,51990022,0,39853991,51491578,83758290,78675553,16956557,100190061,155661858,4095647,106791444,68325988,41429277,27477025,7732541,20881,15339,3560,3748,3763,4738,5072,8685,6654,0,6420,7019,10336,10334,2111,13509,20984,559,15016,9315,5295,3404,906,2
2015,1,A,골목상권,1000687,국회대로56길,CS100010,커피-음료,134243603,21272,87,13,17,18,17,17,18,9,4,0,25,40,18,16,2,44,56,0,27,41,24,7,2,116529338,17714265,21453448,24640326,22647910,22097470,25690184,9808246,7906019,0,26474353,59682438,25922705,19335487,2828620,48604897,70076747,409267,30594623,48356522,28432311,8712686,2176238,18456,2816,3652,3850,3531,3526,3897,1580,1236,0,5180,8560,3873,3195,464,8193,11443,85,5566,7763,4456,1437,333,12
2015,1,A,골목상권,1000865,사임당로17길,CS100010,커피-음료,85065859,9532,85,15,17,21,15,14,20,13,2,5,6,24,22,25,18,56,44,2,32,23,13,15,15,72443881,12621978,14066038,16418038,12395279,13120056,16444470,10245199,2376779,2148511,5049266,23319444,19203557,22144451,13200630,33496707,32203146,1669408,26230289,14846971,9007369,8178520,5767302,7949,1583,1713,1751,1404,1475,1606,1167,416,36,962,3051,2374,2719,390,3587,4884,313,4121,1852,978,870,340,5
2015,1,D,발달상권,1001058,역삼역_1,CS100010,커피-음료,1226594513,128704,84,16,18,18,16,16,17,9,7,0,14,39,22,19,6,47,53,1,27,43,19,8,3,1011608744,214985769,205509025,204235080,181654077,202320137,217890425,123549430,91436339,4367699,129736648,444160241,285790744,264580485,97958696,462050595,478944955,2608812,206690394,370907977,215769975,93749240,51269157,106111,22593,22443,22153,19514,20873,21128,12605,9988,207,19238,45549,29718,26762,7230,51322,54319,421,27207,44034,22309,8589,3093,21
2015,1,D,발달상권,1001014,양재동 꽃시장,CS100010,커피-음료,68554451,9172,71,29,13,13,11,15,19,21,8,0,26,36,31,7,0,47,53,1,31,29,22,14,4,47323636,21230815,8830671,8786407,7979033,9577336,12150189,14000357,7230458,0,14402407,27504373,22948453,3699218,0,23458527,27890539,719778,14196718,16807800,11164606,6425132,2035035,6357,2815,1164,1246,1067,1352,1528,1818,997,0,2759,3271,2688,454,0,3106,4397,117,2557,2318,1456,808,250,1
2015,1,D,발달상권,1001253,서울 은평구 연신내역_1,CS100010,커피-음료,125599,10,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,100,125599,0,0,0,0,125599,0,0,0,0,0,125599,0,0,0,125599,0,0,0,0,0,0,125599,10,0,0,0,0,10,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,10,2
2015,1,A,골목상권,1000012,옥인길,CS100010,커피-음료,127514162,13553,48,53,6,9,9,10,13,32,20,0,5,19,43,29,5,31,69,0,39,35,15,9,2,64562384,62951778,7697667,13012265,12278385,14178053,17396014,37715071,25236707,2402527,4993188,25559767,48289720,33947025,12321935,39372303,79661324,437643,41469361,41645396,22075966,10655993,2749269,6848,6705,776,1378,1324,1458,1912,3887,2818,38,753,2947,5581,3711,523,3978,8889,62,4819,4419,2279,995,294,8
2015,1,A,골목상권,1000370,방학로15길,CS100010,커피-음료,32581344,3781,67,33,12,11,13,17,14,14,20,0,2,24,38,25,12,43,57,2,18,30,30,18,2,20840455,11740889,4267660,3653822,3989140,4610214,4319619,5452232,6288657,0,665740,7743963,10460397,9484288,4226956,13422846,17689196,444473,4382935,6736636,11389845,7295036,863118,2407,1374,469,481,452,521,484,638,736,0,120,964,1186,1109,402,1582,2052,77,731,865,1154,737,74,2
2015,1,D,발달상권,1001168,남영역,CS100010,커피-음료,641042126,106151,83,17,16,19,13,14,21,10,7,1,18,28,27,20,7,44,56,2,43,25,21,8,1,469983552,171058574,93023040,96497069,86043729,92819326,101600388,88273469,82785105,3748996,65996803,152673497,144314316,188232881,86075633,247287812,368752639,20708868,293422928,165602141,87657619,39566601,9082301,78156,27995,16078,16098,14122,15206,16652,14340,13655,395,14542,25080,24522,30525,11087,40601,63023,3614,52341,26272,13769,6336,1302,10
2015,1,A,골목상권,1000976,동남로85길,CS100010,커피-음료,31251924,5185,82,18,17,17,19,15,15,13,6,0,13,30,35,20,2,41,59,4,24,32,28,10,3,24393147,6858777,4739220,5183695,5333083,4570864,4566285,4283951,2574826,0,3940097,9865029,9807339,7097727,541732,12170740,17016832,800959,5544393,9088877,9355090,3378300,1019953,4206,979,864,865,962,723,792,675,304,0,715,1576,1763,1037,94,2028,2890,198,1155,1575,1382,467,139,2
2015,1,R,전통시장,1001402,신월6동골목시장,CS100010,커피-음료,28240047,4871,68,32,13,14,13,14,14,16,16,0,11,24,28,27,10,37,63,4,35,37,16,7,1,19203908,9036139,3461847,3819416,3690104,4100639,4131902,4426376,4609763,0,2668409,7091830,7885460,7641050,2953298,10280896,16951345,1032652,8777552,9764973,5078703,2146770,431591,3296,1575,634,667,621,681,693,778,797,0,520,1184,1359,1308,500,1722,2989,194,1651,1719,775,317,56,2
2015,1,A,골목상권,1000393,갈현로7길,CS100010,커피-음료,20467376,2822,68,32,10,14,10,17,16,15,17,0,3,26,30,30,12,39,61,2,27,34,22,13,3,13156113,7311263,2165058,2745325,1947114,3305256,2993360,3218809,4092454,32301,314007,4782526,5347675,6612171,3378696,8278051,11445221,477179,5722418,7149742,3743904,2119307,510725,1790,1032,299,393,262,419,417,460,572,6,58,618,758,914,468,1184,1549,72,805,1003,513,288,54,3
2015,1,A,골목상권,1000510,곰달래로3길,CS100010,커피-음료,26576538,2374,70,31,15,15,14,13,13,15,15,0,5,34,28,27,6,44,56,3,27,29,20,14,6,19371707,7204831,3560872,3683265,3960754,4464512,3702304,3909958,3294873,0,989498,8858630,4592383,6968744,5167283,10334229,11108991,454357,4004498,6376544,4985136,3956931,1665761,1611,763,343,306,328,318,316,349,414,0,140,803,616,667,148,938,1176,64,570,620,419,325,121,1
2015,1,A,골목상권,1000559,강서로45길,CS100010,커피-음료,267104167,42929,68,32,13,14,13,14,15,18,14,0,9,21,27,31,12,36,64,7,36,24,22,9,3,175339097,91765070,34481424,33808651,32947054,35731930,38370038,45824459,45940611,0,18659931,56334229,73471451,84753423,33885133,91334085,158836550,17606656,86866293,58988658,54183104,24775375,7750549,28496,14433,5602,5639,5320,5740,6195,7177,7256,0,3869,9578,11762,12898,4822,14413,26198,2879,14484,9944,8374,3912,1017,10
2015,1,A,골목상권,1000958,송파대로30길,CS100010,커피-음료,483206478,62606,82,18,17,18,15,16,17,10,8,2,8,38,22,22,9,49,51,1,31,37,18,10,3,377634421,105572057,66895334,81434567,72173032,77188394,79943094,59791666,45780391,21568792,33388537,158317390,99534051,116652806,53744902,195270328,204521786,6397135,117005932,140678946,82906401,42353952,10449749,48323,14283,9456,10299,8991,9364,10213,7683,6600,791,5839,20635,14173,15908,5260,25315,29817,990,17994,20023,9498,5339,1294,16
2015,1,R,전통시장,1001478,방이시장,CS100010,커피-음료,278078419,43250,80,20,16,17,16,15,15,11,10,0,12,39,23,20,6,43,57,2,31,38,20,8,2,232780184,45298235,46299530,46831005,45085577,48800386,45763686,22632381,22665854,10111540,32259003,109306123,56858777,50843026,18699950,114416630,126498320,3591955,63074475,91193874,50941264,26701674,5411709,35476,7774,7406,7474,7113,6856,6627,3935,3839,51,5963,17430,9525,7989,2292,17110,21257,727,12444,14446,7300,2656,794,5
2015,1,A,골목상권,1000992,양재대로96길,CS100010,커피-음료,38850187,6094,81,19,17,19,16,11,18,8,11,0,9,31,34,21,5,42,58,1,24,38,18,14,5,31278886,7571301,6845075,6548755,5935783,5446655,6502618,3318017,4253284,0,2328210,11766953,12095827,9686309,2972888,15029309,22548452,471667,10648966,10750115,8081561,5695077,1930377,4995,1099,1153,1032,882,816,1112,489,610,0,478,1762,1948,1488,418,2464,3491,84,1893,1817,1060,852,248,6
2015,1,A,골목상권,1000062,우사단로10길,CS100010,커피-음료,56264526,4987,59,41,8,12,15,9,16,31,10,0,1,16,42,36,5,36,64,2,51,29,11,6,1,34790453,21474073,4366496,4677298,6025208,4416966,15304485,13805248,7668825,0,2346617,7957239,19677015,21855448,4428207,15123741,34926150,139869,20609164,22155296,3531435,3183466,430664,2626,2361,219,495,607,473,832,1418,943,0,15,520,2101,1872,479,1680,2952,20,2423,1480,351,325,30,3
2015,1,D,발달상권,1001182,홍익대학교 주변,CS100010,커피-음료,24574799912,2595082,61,39,11,12,11,12,15,22,17,3,4,15,28,36,14,39,61,3,57,24,9,6,1,14744559016,9830240896,2658004472,2855014157,2638813530,2966907441,3625819416,5659307516,4170933380,1186342748,747032970,3391875451,6422738033,8684828532,4141982178,9240456880,13830866198,774947469,12992092819,5595361158,2165032993,1297037351,246851316,1629276,965806,305993,323582,291669,322817,385215,549500,416306,96321,143710,422423,701614,882340,348674,957114,1516173,95586,1451039,553110,217262,134119,22211,337
2015,1,A,골목상권,1000640,도림로12길,CS100010,커피-음료,7262819,1444,85,15,19,19,16,17,14,9,6,0,50,25,20,5,0,44,56,1,25,51,17,5,3,6206032,1056787,1201483,1433615,1126113,1364015,1080806,571018,485769,0,3263061,2241800,1401717,356241,0,2883596,3714817,29677,1438534,3254410,1280480,356034,239278,1225,219,262,274,230,252,207,121,98,0,714,364,287,79,0,584,767,10,333,682,223,67,39,1
2015,1,A,골목상권,1000901,논현로28길,CS100010,커피-음료,265842841,26736,82,18,18,19,14,15,16,9,9,0,9,46,21,19,6,45,55,3,29,38,20,8,3,200856869,64985972,40075143,43490165,34088202,38832107,44371252,34258953,30727019,679780,15695019,94625383,67099498,58800077,28943084,105757524,118615867,1237303,53132218,81119882,59221112,22394510,7268372,20456,6280,4225,4379,3498,4009,4345,3211,3069,57,2409,10179,6174,5524,2393,10569,12910,167,6741,8695,5200,1959,718,7
2015,1,A,골목상권,1000896,논현로115길,CS100010,커피-음료,115473604,15406,83,17,18,17,16,15,17,10,7,2,11,40,22,19,6,43,57,0,39,40,11,7,3,96430585,19043019,18958302,20079266,18728863,18787650,19876504,12013825,7029194,815581,10959167,52322693,26844404,20191349,4340410,41086501,57558631,41206,32329794,41196371,18630392,4516263,1931110,13011,2395,2721,2740,2496,2383,2671,1478,917,100,2237,6566,3468,2524,511,5554,7930,12,5157,5393,1823,699,406,6
2015,1,A,골목상권,1000925,선릉로132길,CS100010,커피-음료,445208707,32634,89,11,17,18,16,20,18,8,3,0,10,43,29,15,3,40,60,1,28,43,20,7,2,369289521,75919186,69105203,61639920,91896761,87923574,58724063,52787222,23131964,98959757,36762347,86889435,75472295,56650674,90474199,186257774,132175431,3053068,59665843,112407519,83146867,51012138,9147774,26293,6341,5155,5097,4993,5438,5610,3630,2711,303,4591,9838,8734,6697,2471,12223,16404,460,8418,10405,6191,2393,766,13
2015,1,R,전통시장,1001364,방학동도깨비시장,CS100010,커피-음료,28109545,4086,68,32,15,14,13,13,12,14,18,0,2,20,28,36,14,48,52,4,40,22,24,7,3,19324930,8784615,4284073,3783255,3765882,3345799,4145921,3626154,5158461,117864,626184,5340566,7495086,9372972,5156873,13822319,13276087,1105904,9231456,6042928,6784791,2032175,1901153,2775,1311,596,602,524,543,510,578,733,17,119,821,1127,1363,639,1866,2086,174,1552,915,902,305,105,4
2015,1,A,골목상권,1000030,다산로33길,CS100010,커피-음료,5576614,894,85,15,15,18,30,14,8,15,0,0,0,51,19,26,4,57,44,1,39,49,9,3,0,4886081,690533,1252542,1004954,965698,913096,749791,690533,0,0,0,1877049,1535057,1847947,316561,2359490,2888633,113927,1984864,1749319,1168389,231623,0,783,111,185,184,144,151,119,111,0,0,0,322,251,262,59,395,466,15,351,315,134,47,0,4
2015,1,D,발달상권,1001011,서울 금천구 시흥1동_4,CS100010,커피-음료,357621694,41086,66,34,19,13,11,12,11,19,15,0,5,17,22,42,13,51,49,3,29,23,12,28,6,231412029,126209665,47659788,45689511,42333887,44693775,51035068,66103784,60105881,700656,15670290,61520255,83142762,132884814,63702917,142562926,205508854,10444385,135647145,93526200,58369918,42018349,8065782,26852,14234,5038,5513,4762,5433,6106,7433,6801,51,2281,7634,10195,14501,6424,15155,24882,1355,17563,11264,5743,3447,665,14
2015,1,A,골목상권,1000141,능동로4길,CS100010,커피-음료,43916283,5312,59,41,13,13,10,11,12,19,22,0,10,22,28,29,11,44,56,0,28,41,24,6,2,24595608,19320675,5204647,5619765,4271187,4243352,5256657,8705797,10614878,0,3461540,9374524,12479110,13137019,5464090,19039857,24475123,116313,11446790,18045889,9628963,3140470,1136556,3086,2226,703,689,498,562,634,1019,1207,0,482,1165,1499,1562,604,2305,2976,12,1428,2195,1229,312,105,5
2015,1,A,골목상권,1000350,한천로139가길,CS100010,커피-음료,14269674,1972,81,19,13,9,15,23,21,13,6,0,2,31,35,25,7,60,40,1,18,45,18,16,2,10292206,3977468,1804150,2287262,2091072,2039895,2069827,2393394,1584074,0,226817,3502185,3594306,4939208,2007158,6297320,6846014,94787,2119786,4491115,3165183,2482796,789670,1456,516,256,247,289,317,347,323,193,0,43,482,601,624,222,1006,857,17,349,732,418,277,71,2
2015,1,A,골목상권,1000222,겸재로29길,CS100010,커피-음료,65272266,11294,62,38,12,15,14,11,11,26,11,1,7,14,28,37,14,64,36,2,23,24,44,4,4,42029584,23242682,7878267,8038929,8144225,8487323,9480840,13067426,10175256,1027023,6256642,11089893,14929080,20725609,11244019,26518102,38754164,2066187,26613998,18929243,12327707,4249930,1085201,7441,3853,1496,1513,1387,1539,1506,2027,1826,148,1540,2076,2558,3106,1866,3938,7356,376,5082,3541,1480,684,131,4
