기준년코드,기준분기코드,상권구분코드,상권구분코드명,상권코드,상권코드명,서비스업종코드,서비스업종코드명,점포수,유사업종점포수,개업율,개업점포수,폐업률,폐업점포수,프랜차이즈점포수
2015,1,D,발달상권,1001058,역삼역_1,CS300002,편의점,0,4,0,0,0,0,4
2015,1,A,골목상권,1000163,자양로53길,CS300002,편의점,0,3,0,0,0,0,3
2015,1,D,발달상권,1001230,인사동,CS300002,편의점,1,11,0,0,9,1,10
2015,1,A,골목상권,1000199,장한로27가길,CS300002,편의점,1,3,0,0,0,0,2
2015,1,D,발달상권,1001140,서울 강남구 압구정역,CS300002,편의점,5,19,0,0,0,0,14
2015,1,A,골목상권,1000979,상암로4길,CS300002,편의점,1,4,0,0,0,0,3
2015,1,A,골목상권,1000829,조원로10길,CS300002,편의점,2,4,0,0,0,0,2
2015,1,A,골목상권,1000773,여의대방로24길,CS300002,편의점,1,5,20,1,0,0,4
2015,1,A,골목상권,1000947,백제고분로33길,CS300002,편의점,2,8,0,0,0,0,6
2015,1,A,골목상권,1000007,북촌로5길,CS300002,편의점,2,4,0,0,0,0,2
2015,1,A,골목상권,1000780,관악로10길,CS300002,편의점,0,3,67,2,33,1,3
2015,1,D,발달상권,1001220,서울 종로구 동대문역_2,CS300002,편의점,1,6,0,0,0,0,5
2015,1,R,전통시장,1001478,방이시장,CS300002,편의점,1,7,0,0,0,0,6
2015,1,A,골목상권,1000953,백제고분로50길,CS300002,편의점,2,5,0,0,0,0,3
2015,1,D,발달상권,1001184,서울 마포구 홍대입구역_3,CS300002,편의점,3,9,11,1,0,0,6
2015,1,D,발달상권,1001022,관악구 사당역_2,CS300002,편의점,1,10,0,0,0,0,9
2015,1,A,골목상권,1000894,논현로106길,CS300002,편의점,3,10,10,1,0,0,7
2015,1,A,골목상권,1000903,논현로8길,CS300002,편의점,0,4,0,0,0,0,4
2015,1,D,발달상권,1001156,서울 강동구 길동역,CS300002,편의점,8,25,8,2,0,0,17
2015,1,D,발달상권,1001062,서울 강남구 강남역_1,CS300002,편의점,7,16,0,0,6,1,9
2015,1,A,골목상권,1000877,주흥15길,CS300002,편의점,0,3,0,0,0,0,3
2015,1,A,골목상권,1000816,신림로11길,CS300002,편의점,1,2,0,0,0,0,1
2015,1,D,발달상권,1001092,강남구 논현역_1,CS300002,편의점,1,11,9,1,0,0,10
2015,1,D,발달상권,1001044,양재역_3,CS300002,편의점,2,10,0,0,0,0,8
2015,1,A,골목상권,1000508,곰달래로10길,CS300002,편의점,0,3,0,0,0,0,3
2015,1,A,골목상권,1000980,상암로51길,CS300002,편의점,0,3,0,0,0,0,3
2015,1,D,발달상권,1001263,서울 노원구 노원역_3,CS300002,편의점,2,10,0,0,0,0,8
2015,1,A,골목상권,1000378,공릉로58길,CS300002,편의점,0,4,25,1,0,0,4
2015,1,D,발달상권,1001261,서울 노원구 노원역_1,CS300002,편의점,2,5,0,0,0,0,3
2015,1,R,전통시장,1001367,상계중앙시장,CS300002,편의점,0,1,0,0,0,0,1
2015,1,D,발달상권,1001258,등나무근린공원 주변,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000349,한천로132길,CS300002,편의점,2,4,0,0,0,0,2
2015,1,A,골목상권,1000962,양재대로72길,CS300002,편의점,1,3,0,0,0,0,2
2015,1,D,발달상권,1001196,시청역_1,CS300002,편의점,1,9,11,1,11,1,8
2015,1,A,골목상권,1000484,성산로4길,CS300002,편의점,0,3,0,0,0,0,3
2015,1,D,발달상권,1001163,서울 강동구 천호역_2,CS300002,편의점,6,22,0,0,0,0,16
2015,1,R,전통시장,1001476,풍납시장,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000272,동소문로6길,CS300002,편의점,0,0,0,0,0,0,0
2015,1,A,골목상권,1000857,동산로19길,CS300002,편의점,0,3,0,0,0,0,3
2015,1,A,골목상권,1000883,효령로72길,CS300002,편의점,0,3,0,0,0,0,3
2015,1,A,골목상권,1000928,선릉로18길,CS300002,편의점,1,4,0,0,0,0,3
2015,1,A,골목상권,1001000,진황도로47길,CS300002,편의점,0,2,0,0,50,1,2
2015,1,D,발달상권,1001159,서울 강동구 천호역,CS300002,편의점,0,0,0,0,0,0,0
2015,1,A,골목상권,1001003,천호대로162길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000984,성안로3길,CS300002,편의점,0,3,0,0,0,0,3
2015,1,A,골목상권,1000908,도산대로38길,CS300002,편의점,1,2,0,0,0,0,1
2015,1,D,발달상권,1001186,서울 서대문구 이대역,CS300002,편의점,3,8,13,1,13,1,5
2015,1,A,골목상권,1000598,우장산로6길,CS300002,편의점,2,4,0,0,0,0,2
2015,1,A,골목상권,1000361,도봉로143길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,R,전통시장,1001364,방학동도깨비시장,CS300002,편의점,0,2,0,0,0,0,2
2015,1,A,골목상권,1000346,한천로109길,CS300002,편의점,1,5,20,1,0,0,4
2015,1,A,골목상권,1000336,솔매로45길,CS300002,편의점,0,2,0,0,0,0,2
2015,1,R,전통시장,1001362,백운시장,CS300002,편의점,1,1,0,0,0,0,0
2015,1,A,골목상권,1000310,화랑로14길,CS300002,편의점,0,4,0,0,0,0,4
2015,1,A,골목상권,1000331,삼양로41길,CS300002,편의점,0,2,0,0,0,0,2
2015,1,A,골목상권,1000358,도당로29길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,R,전통시장,1001349,방천골목시장,CS300002,편의점,0,3,0,0,0,0,3
2015,1,A,골목상권,1000017,종로24길,CS300002,편의점,1,3,0,0,33,1,2
2015,1,A,골목상권,1000258,용마산로118길,CS300002,편의점,1,4,0,0,0,0,3
2015,1,A,골목상권,1000091,둘레9길,CS300002,편의점,0,1,0,0,100,1,1
2015,1,A,골목상권,1000265,돌곶이로28길,CS300002,편의점,0,3,0,0,0,0,3
2015,1,A,골목상권,1000295,장월로1길,CS300002,편의점,1,5,0,0,0,0,4
2015,1,A,골목상권,1000286,오패산로19길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000282,성북로8길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000284,아리랑로4길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000401,연서로16길,CS300002,편의점,1,6,0,0,0,0,5
2015,1,A,골목상권,1000452,충정로6길,CS300002,편의점,0,2,0,0,0,0,2
2015,1,D,발달상권,1001165,서울 광진구 건대입구역_2,CS300002,편의점,6,13,0,0,8,1,7
2015,1,D,발달상권,1001187,한양시장,CS300002,편의점,1,6,0,0,0,0,5
2015,1,R,전통시장,1001295,행당시장,CS300002,편의점,1,3,0,0,0,0,2
2015,1,A,골목상권,1000153,아차산로55길,CS300002,편의점,1,3,0,0,0,0,2
2015,1,A,골목상권,1000103,상원12길,CS300002,편의점,1,2,0,0,0,0,1
2015,1,A,골목상권,1000124,청계천로10나길,CS300002,편의점,0,2,0,0,0,0,2
2015,1,A,골목상권,1000161,자양로45길,CS300002,편의점,1,3,0,0,0,0,2
2015,1,A,골목상권,1000094,마장로39길,CS300002,편의점,0,2,0,0,0,0,2
2015,1,A,골목상권,1000112,송정4가길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000673,시흥대로141길,CS300002,편의점,0,2,0,0,0,0,2
2015,1,A,골목상권,1000208,천장산로7길,CS300002,편의점,0,7,0,0,0,0,7
2015,1,A,골목상권,1000168,경희대로3길,CS300002,편의점,1,5,0,0,0,0,4
2015,1,A,골목상권,1000215,한천로33길,CS300002,편의점,0,2,0,0,0,0,2
2015,1,A,골목상권,1000241,면목로21길,CS300002,편의점,1,2,0,0,0,0,1
2015,1,A,골목상권,1000177,답십리로69길,CS300002,편의점,0,1,100,1,0,0,1
2015,1,A,골목상권,1000255,신내로7가길,CS300002,편의점,0,3,0,0,0,0,3
2015,1,A,골목상권,1000222,겸재로29길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000069,이촌로22길,CS300002,편의점,2,3,33,1,0,0,1
2015,1,A,골목상권,1000757,상도로15길,CS300002,편의점,0,2,0,0,0,0,2
2015,1,A,골목상권,1000216,한천로40길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,D,발달상권,1001235,서울 종로구 안국역_1,CS300002,편의점,0,0,0,0,0,0,0
2015,1,A,골목상권,1000647,부일로1길,CS300002,편의점,0,2,0,0,50,1,2
2015,1,D,발달상권,1001188,장충동 족발거리,CS300002,편의점,0,2,0,0,0,0,2
2015,1,A,골목상권,1000066,원효로41길,CS300002,편의점,2,3,0,0,0,0,1
2015,1,A,골목상권,1000840,양산길,CS300002,편의점,0,2,50,1,0,0,2
2015,1,A,골목상권,1000660,독산로108길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,D,발달상권,1001116,영등포역_1,CS300002,편의점,0,2,0,0,0,0,2
2015,1,A,골목상권,1000471,마포대로12길,CS300002,편의점,0,3,0,0,0,0,3
2015,1,D,발달상권,1001113,서울 동작구 노량진1동_1,CS300002,편의점,2,3,0,0,0,0,1
2015,1,D,발달상권,1001183,서울 마포구 홍대입구역_2,CS300002,편의점,0,2,0,0,0,0,2
2015,1,D,발달상권,1001015,서울 금천구 독산1동_1,CS300002,편의점,0,5,0,0,0,0,5
2015,1,A,골목상권,1000562,강서로47라길,CS300002,편의점,0,3,0,0,0,0,3
2015,1,A,골목상권,1000590,방화대로6라길,CS300002,편의점,2,5,20,1,0,0,3
2015,1,A,골목상권,1000937,학동로56길,CS300002,편의점,1,4,0,0,25,1,3
2015,1,D,발달상권,1001053,서울 강남구 대치역_1,CS300002,편의점,2,3,0,0,0,0,1
2015,1,A,골목상권,1000818,신림로38길,CS300002,편의점,0,3,0,0,0,0,3
2015,1,A,골목상권,1000801,남현2길,CS300002,편의점,1,2,0,0,0,0,1
2015,1,A,골목상권,1000668,범안로11길,CS300002,편의점,0,3,0,0,0,0,3
2015,1,A,골목상권,1000799,남부순환로234길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,R,전통시장,1001444,상도전통시장,CS300002,편의점,0,3,0,0,0,0,3
2015,1,A,골목상권,1000525,목동중앙로3길,CS300002,편의점,0,0,0,0,0,1,0
2015,1,A,골목상권,1000515,남부순환로70길,CS300002,편의점,1,2,0,0,0,0,1
2015,1,A,골목상권,1000520,목동동로8길,CS300002,편의점,1,2,0,0,0,0,1
2015,1,D,발달상권,1001180,신촌역,CS300002,편의점,2,15,0,0,0,0,13
2015,1,A,골목상권,1000712,선유서로25길,CS300002,편의점,0,4,0,0,0,0,4
2015,1,A,골목상권,1000869,서초대로15길,CS300002,편의점,0,2,0,0,0,0,2
2015,1,A,골목상권,1000880,효령로23길,CS300002,편의점,0,2,0,0,0,0,2
2015,1,A,골목상권,1000862,방배로18길,CS300002,편의점,0,0,0,0,0,0,0
2015,1,R,전통시장,1001422,오류시장,CS300002,편의점,0,1,100,1,100,1,1
2015,1,A,골목상권,1000691,당산로46길,CS300002,편의점,0,4,0,0,25,1,4
2015,1,A,골목상권,1000621,고척로21나길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000623,고척로27다길,CS300002,편의점,0,2,0,0,0,0,2
2015,1,A,골목상권,1000622,고척로27길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000633,구로중앙로19길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000789,난곡로24길,CS300002,편의점,1,1,0,0,0,0,0
2015,1,A,골목상권,1000406,연서로29길,CS300002,편의점,0,3,0,0,0,0,3
2015,1,A,골목상권,1000418,응암로13길,CS300002,편의점,0,2,0,0,0,0,2
2015,1,D,발달상권,1001248,서울 은평구 불광역_1,CS300002,편의점,0,3,0,0,33,1,3
2015,1,A,골목상권,1000420,응암로22길,CS300002,편의점,0,4,0,0,0,0,4
2015,1,A,골목상권,1000443,수색로8길,CS300002,편의점,0,3,0,0,0,0,3
2015,1,A,골목상권,1000431,통일로69길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000395,서오릉로21길,CS300002,편의점,1,2,0,0,0,0,1
2015,1,A,골목상권,1000424,증산로17길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000423,증산로15길,CS300002,편의점,0,2,0,0,0,0,2
2015,1,A,골목상권,1000589,방화대로21길,CS300002,편의점,1,5,0,0,0,0,4
2015,1,R,전통시장,1001413,까치산시장,CS300002,편의점,0,0,0,0,0,0,0
2015,1,R,전통시장,1001415,방신전통시장,CS300002,편의점,0,0,0,0,0,0,0
2015,1,A,골목상권,1000741,동작대로33길,CS300002,편의점,0,3,0,0,0,0,3
2015,1,A,골목상권,1000709,디지털로74길,CS300002,편의점,0,0,0,0,0,0,0
2015,1,A,골목상권,1000769,양녕로26길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000744,등용로14길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000765,서달로8가길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000748,사당로16길,CS300002,편의점,0,2,0,0,0,0,2
2015,1,D,발달상권,1001151,용산 전자상가_3,CS300002,편의점,0,3,0,0,0,0,3
2015,1,A,골목상권,1000054,녹사평대로46길,CS300002,편의점,0,3,0,0,0,0,3
2015,1,A,골목상권,1000074,청파로47나길,CS300002,편의점,1,3,0,0,0,0,2
2015,1,A,골목상권,1000071,이태원로54길,CS300002,편의점,0,0,0,0,0,0,0
2015,1,A,골목상권,1000506,효창원로93길,CS300002,편의점,1,2,50,1,50,1,1
2015,1,A,골목상권,1000502,월드컵로36길,CS300002,편의점,0,3,0,0,0,0,3
2015,1,R,전통시장,1001392,동진시장,CS300002,편의점,1,1,0,0,0,0,0
2015,1,A,골목상권,1000021,창경궁로35길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,D,발달상권,1001214,종각역,CS300002,편의점,0,2,50,1,0,0,2
2015,1,A,골목상권,1000127,광나루로12길,CS300002,편의점,2,10,20,2,0,0,8
2015,1,U,관광특구,1001495,잠실 관광특구,CS300002,편의점,17,46,0,0,2,1,29
2015,1,R,전통시장,1001430,영등포전통시장,CS300002,편의점,0,21,5,1,0,0,21
2015,1,D,발달상권,1001100,강남구 논현역_3,CS300002,편의점,0,2,0,0,0,0,2
2015,1,A,골목상권,1000342,오패산로67길,CS300002,편의점,1,12,0,0,0,0,11
2015,1,A,골목상권,1000737,대방동27길,CS300002,편의점,1,4,0,0,0,0,3
2015,1,A,골목상권,1000390,갈현로1길,CS300002,편의점,1,4,0,0,0,0,3
2015,1,A,골목상권,1000844,강남대로23길,CS300002,편의점,0,3,0,0,0,0,3
2015,1,A,골목상권,1000963,오금로11길,CS300002,편의점,0,4,0,0,0,0,4
2015,1,A,골목상권,1000966,풍성로25길,CS300002,편의점,0,2,0,0,0,0,2
2015,1,D,발달상권,1001021,가산디지털단지역_1,CS300002,편의점,2,11,0,0,0,0,9
2015,1,D,발달상권,1001066,서울 강남구 강남역,CS300002,편의점,8,26,0,0,0,0,18
2015,1,A,골목상권,1000468,동교로25길,CS300002,편의점,0,3,0,0,0,0,3
2015,1,D,발달상권,1001078,서울 강남구 강남역_2,CS300002,편의점,12,30,0,0,3,1,18
2015,1,D,발달상권,1001109,강남구 논현역_4,CS300002,편의점,7,16,6,1,0,0,9
2015,1,A,골목상권,1000870,서초대로23길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000382,상계로12길,CS300002,편의점,1,4,0,0,0,0,3
2015,1,R,전통시장,1001329,동부골목시장,CS300002,편의점,0,3,0,0,0,0,3
2015,1,A,골목상권,1000387,한글비석로24길,CS300002,편의점,1,4,0,0,0,0,3
2015,1,A,골목상권,1000360,도봉로114길,CS300002,편의점,0,6,0,0,0,0,6
2015,1,A,골목상권,1000288,오패산로4길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000442,세무서길,CS300002,편의점,0,3,0,0,0,0,3
2015,1,D,발달상권,1001122,여의도 시범아파트앞,CS300002,편의점,2,6,17,1,0,0,4
2015,1,A,골목상권,1000956,송이로32길,CS300002,편의점,1,2,0,0,0,0,1
2015,1,A,골목상권,1000950,백제고분로42길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,D,발달상권,1001144,국회의사당역_2,CS300002,편의점,1,12,0,0,8,1,11
2015,1,A,골목상권,1000992,양재대로96길,CS300002,편의점,1,3,0,0,0,0,2
2015,1,D,발달상권,1001048,뱅뱅사거리,CS300002,편의점,3,11,9,1,9,1,8
2015,1,D,발달상권,1001059,교대역_3,CS300002,편의점,3,6,0,0,0,0,3
2015,1,A,골목상권,1000851,논현로1길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000888,강남대로140길,CS300002,편의점,0,2,0,0,0,0,2
2015,1,D,발달상권,1001131,청담역_2,CS300002,편의점,2,6,0,0,17,1,4
2015,1,A,골목상권,1001005,천호대로187길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000167,천호대로129길,CS300002,편의점,3,5,20,1,20,1,2
2015,1,A,골목상권,1000138,능동로19길,CS300002,편의점,2,5,0,0,0,0,3
2015,1,D,발달상권,1001128,청담사거리_1,CS300002,편의점,0,2,0,0,0,0,2
2015,1,A,골목상권,1000896,논현로115길,CS300002,편의점,2,4,0,0,25,1,2
2015,1,A,골목상권,1000847,고무래로8길,CS300002,편의점,2,6,0,0,0,0,4
2015,1,A,골목상권,1000785,관천로22길,CS300002,편의점,0,5,0,0,0,0,5
2015,1,D,발달상권,1001251,서울 강북구 미아삼거리역_1,CS300002,편의점,3,6,0,0,0,0,3
2015,1,A,골목상권,1000373,삼양로144길,CS300002,편의점,1,4,0,0,0,0,3
2015,1,A,골목상권,1000375,우이천로32길,CS300002,편의점,0,4,0,0,0,0,4
2015,1,A,골목상권,1000357,도당로19길,CS300002,편의점,0,4,0,0,0,0,4
2015,1,A,골목상권,1000323,도봉로67길,CS300002,편의점,0,3,0,0,0,0,3
2015,1,A,골목상권,1000364,도봉로156길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,R,전통시장,1001352,번동북부골목시장,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000362,도봉로147길,CS300002,편의점,1,2,0,0,0,0,1
2015,1,A,골목상권,1000322,도봉로45길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,D,발달상권,1001216,서울 종로구 종로3가역_1,CS300002,편의점,1,10,0,0,10,1,9
2015,1,D,발달상권,1001246,미아사거리_1,CS300002,편의점,1,3,0,0,0,0,2
2015,1,A,골목상권,1000309,화랑로13길,CS300002,편의점,1,3,0,0,0,0,2
2015,1,A,골목상권,1000280,삼선교로16가길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,D,발달상권,1001247,미아사거리_2,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000302,종암로21길,CS300002,편의점,2,5,0,0,0,0,3
2015,1,A,골목상권,1000283,솔샘로6길,CS300002,편의점,1,1,0,0,0,0,0
2015,1,D,발달상권,1001228,서울 종로구 종로5가역_3,CS300002,편의점,0,7,0,0,0,0,7
2015,1,A,골목상권,1000281,삼양로8길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000155,아차산로78길,CS300002,편의점,0,7,14,1,0,0,7
2015,1,A,골목상권,1000040,삼일대로4길,CS300002,편의점,2,5,0,0,0,0,3
2015,1,A,골목상권,1000164,자양번영로3길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000123,장터길,CS300002,편의점,1,4,0,0,0,0,3
2015,1,A,골목상권,1000102,사근동길,CS300002,편의점,0,4,0,0,0,0,4
2015,1,A,골목상권,1000126,한림말길,CS300002,편의점,0,0,0,0,0,0,0
2015,1,A,골목상권,1000166,천호대로123길,CS300002,편의점,2,3,0,0,0,0,1
2015,1,D,발달상권,1001161,건대입구역,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000243,면목로45길,CS300002,편의점,0,3,0,0,0,0,3
2015,1,A,골목상권,1000653,중앙로1길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000188,서울시립대로29길,CS300002,편의점,1,4,0,0,0,0,3
2015,1,A,골목상권,1000244,면목로48길,CS300002,편의점,0,2,0,0,0,0,2
2015,1,A,골목상권,1000172,답십리로56길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000191,왕산로32길,CS300002,편의점,1,2,0,0,0,0,1
2015,1,R,전통시장,1001313,청량리수산시장,CS300002,편의점,1,1,0,0,0,0,0
2015,1,R,전통시장,1001323,답십리시장,CS300002,편의점,0,0,0,0,0,0,0
2015,1,A,골목상권,1000239,망우로68길,CS300002,편의점,0,2,0,0,0,0,2
2015,1,A,골목상권,1000500,월드컵로19길,CS300002,편의점,3,4,0,0,0,0,1
2015,1,R,전통시장,1001343,장위전통시장,CS300002,편의점,0,1,0,0,0,0,1
2015,1,R,전통시장,1001277,방산종합시장,CS300002,편의점,0,2,0,0,0,0,2
2015,1,D,발달상권,1001204,서울 중구 을지로3가역_1,CS300002,편의점,5,17,0,0,0,0,12
2015,1,A,골목상권,1000038,동호로8길,CS300002,편의점,2,2,0,0,0,0,0
2015,1,A,골목상권,1000028,난계로11길,CS300002,편의점,0,4,0,0,0,0,4
2015,1,A,골목상권,1000049,퇴계로90길,CS300002,편의점,0,3,0,0,0,0,3
2015,1,A,골목상권,1000035,동호로11길,CS300002,편의점,0,2,0,0,0,0,2
2015,1,A,골목상권,1000467,동교로19길,CS300002,편의점,0,3,33,1,33,1,3
2015,1,A,골목상권,1000057,백범로79길,CS300002,편의점,3,6,0,0,0,0,3
2015,1,A,골목상권,1000472,마포대로20길,CS300002,편의점,0,5,40,2,20,1,5
2015,1,A,골목상권,1000541,은행정로7길,CS300002,편의점,2,5,0,0,0,0,3
2015,1,A,골목상권,1000817,신림로28길,CS300002,편의점,1,4,0,0,0,0,3
2015,1,A,골목상권,1000348,한천로130길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000995,올림픽로77길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000917,삼성로115길,CS300002,편의점,0,5,0,0,0,0,5
2015,1,A,골목상권,1000702,도림천로21길,CS300002,편의점,1,6,17,1,17,1,5
2015,1,A,골목상권,1000871,서초대로25길,CS300002,편의점,2,5,0,0,0,0,3
2015,1,A,골목상권,1000391,갈현로33길,CS300002,편의점,0,3,0,0,33,1,3
2015,1,A,골목상권,1000400,연서로13길,CS300002,편의점,1,2,0,0,50,1,1
2015,1,A,골목상권,1000934,일원로9길,CS300002,편의점,1,4,0,0,0,0,3
2015,1,A,골목상권,1000652,중앙로15길,CS300002,편의점,1,2,0,0,0,0,1
2015,1,A,골목상권,1000915,봉은사로57길,CS300002,편의점,0,2,0,0,0,0,2
2015,1,D,발달상권,1001070,은마아파트입구사거리_4,CS300002,편의점,0,0,0,0,0,0,0
2015,1,A,골목상권,1000781,관악로14길,CS300002,편의점,1,3,0,0,0,0,2
2015,1,A,골목상권,1000674,시흥대로150길,CS300002,편의점,0,3,33,1,0,0,3
2015,1,A,골목상권,1000838,호암로20길,CS300002,편의점,1,5,0,0,0,0,4
2015,1,A,골목상권,1000830,조원로18길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000822,신사로20길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000675,시흥대로153길,CS300002,편의점,0,2,0,0,0,0,2
2015,1,A,골목상권,1000067,원효로53길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000693,대림로29길,CS300002,편의점,1,7,0,0,0,0,6
2015,1,R,전통시장,1001469,양재시장,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000550,화곡로3길,CS300002,편의점,0,2,0,0,0,0,2
2015,1,R,전통시장,1001397,신영시장,CS300002,편의점,0,0,0,0,0,0,0
2015,1,A,골목상권,1000545,중앙로45길,CS300002,편의점,1,3,0,0,0,0,2
2015,1,A,골목상권,1000538,오목로3길,CS300002,편의점,1,2,0,0,0,0,1
2015,1,A,골목상권,1000548,중앙로55길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000513,남부순환로40길,CS300002,편의점,0,0,0,0,0,0,0
2015,1,A,골목상권,1000611,개봉로17다길,CS300002,편의점,2,6,0,0,0,0,4
2015,1,A,골목상권,1000634,구로중앙로28길,CS300002,편의점,0,3,0,0,0,0,3
2015,1,A,골목상권,1000648,새말로18길,CS300002,편의점,0,2,0,0,0,0,2
2015,1,A,골목상권,1000641,도림로6길,CS300002,편의점,0,3,0,0,0,0,3
2015,1,A,골목상권,1000449,증가로23나길,CS300002,편의점,1,5,0,0,0,0,4
2015,1,A,골목상권,1000393,갈현로7길,CS300002,편의점,2,4,0,0,0,0,2
2015,1,A,골목상권,1000437,명지대길,CS300002,편의점,1,5,0,0,0,0,4
2015,1,A,골목상권,1000410,연서로41길,CS300002,편의점,0,2,0,0,0,0,2
2015,1,A,골목상권,1000444,신촌로37길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000436,독립문로8길,CS300002,편의점,0,3,0,0,0,0,3
2015,1,A,골목상권,1000417,응암로12길,CS300002,편의점,1,1,0,0,0,0,0
2015,1,A,골목상권,1000580,공항대로8길,CS300002,편의점,0,5,0,0,0,0,5
2015,1,A,골목상권,1000605,화곡로31길,CS300002,편의점,3,6,0,0,0,0,3
2015,1,A,골목상권,1000584,등촌로13길,CS300002,편의점,0,2,0,0,0,0,2
2015,1,A,골목상권,1000684,경인로77길,CS300002,편의점,0,2,0,0,0,0,2
2015,1,A,골목상권,1000594,양천로26길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000571,곰달래로47길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000601,초록마을로8길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000592,양천로24가길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000683,가마산로61길,CS300002,편의점,0,2,0,0,0,0,2
2015,1,A,골목상권,1000766,성대로1길,CS300002,편의점,1,2,0,0,0,0,1
2015,1,A,골목상권,1000747,사당로16가길,CS300002,편의점,1,2,0,0,0,0,1
2015,1,A,골목상권,1000705,도신로60길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,D,발달상권,1001178,서울 마포구 홍대입구역_1,CS300002,편의점,2,8,13,1,13,1,6
2015,1,A,골목상권,1000081,한강대로62길,CS300002,편의점,0,2,0,0,50,1,2
2015,1,A,골목상권,1000052,녹사평대로32길,CS300002,편의점,0,2,0,0,0,0,2
2015,1,A,골목상권,1000078,한강대로15길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000480,백범로16길,CS300002,편의점,2,4,0,0,0,0,2
2015,1,A,골목상권,1000483,성미산로32길,CS300002,편의점,1,3,0,0,0,0,2
2015,1,A,골목상권,1000462,도화길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000494,와우산로29가길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000474,만리재옛길,CS300002,편의점,1,3,0,0,0,0,2
2015,1,A,골목상권,1000482,성미산로1길,CS300002,편의점,2,3,0,0,0,0,1
2015,1,A,골목상권,1000479,방울내로9안길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,D,발달상권,1001237,서울 종로구 경복궁역_2,CS300002,편의점,0,2,0,0,0,0,2
2015,1,A,골목상권,1000020,지봉로8길,CS300002,편의점,0,1,0,0,0,0,1
2015,1,A,골목상권,1000027,필운대로1길,CS300002,편의점,0,1,0,0,0,0,1
