기준년코드,기준분기코드,상권구분코드,상권구분코드명,상권코드,상권코드명,서비스업종코드,서비스업종코드명,점포수,유사업종점포수,개업율,개업점포수,폐업률,폐업점포수,프랜차이즈점포수
2017,1,A,골목상권,1000918,삼성로147길,CS300002,편의점,1,2,0,0,50,1,1
2017,1,A,골목상권,1000069,이촌로22길,CS300002,편의점,1,3,0,0,0,0,2
2017,1,A,골목상권,1000477,매봉산로2길,CS300002,편의점,1,6,17,1,0,0,5
2017,1,A,골목상권,1000257,용마산로112길,CS300002,편의점,0,2,0,0,50,1,2
2017,1,D,발달상권,1001187,한양시장,CS300002,편의점,1,6,0,0,0,0,5
2017,1,A,골목상권,1000206,제기로21길,CS300002,편의점,1,2,0,0,0,0,1
2017,1,R,전통시장,1001489,둔촌역전통시장,CS300002,편의점,1,4,0,0,0,0,3
2017,1,R,전통시장,1001457,봉천중앙시장,CS300002,편의점,1,2,0,0,0,0,1
2017,1,A,골목상권,1000777,장승배기로27길,CS300002,편의점,2,4,0,0,0,0,2
2017,1,A,골목상권,1000216,한천로40길,CS300002,편의점,0,2,0,0,0,0,2
2017,1,A,골목상권,1000706,도신로62길,CS300002,편의점,0,1,0,0,0,0,1
2017,1,A,골목상권,1000384,상계로9가길,CS300002,편의점,1,5,0,0,0,0,4
2017,1,D,발달상권,1001198,서울 강서구 송정역,CS300002,편의점,0,4,0,0,0,0,4
2017,1,R,전통시장,1001277,방산종합시장,CS300002,편의점,0,2,0,0,0,0,2
2017,1,D,발달상권,1001018,포이사거리_2,CS300002,편의점,2,7,14,1,0,0,5
2017,1,A,골목상권,1000663,독산로64길,CS300002,편의점,0,2,0,0,0,0,2
2017,1,A,골목상권,1000927,선릉로146길,CS300002,편의점,1,7,14,1,0,0,6
2017,1,A,골목상권,1000615,개봉로2길,CS300002,편의점,0,2,50,1,0,0,2
2017,1,A,골목상권,1001008,천호옛14길,CS300002,편의점,0,2,0,0,0,0,2
2017,1,A,골목상권,1000531,신목로2길,CS300002,편의점,0,1,0,0,0,0,1
2017,1,A,골목상권,1000742,동작대로35길,CS300002,편의점,0,3,0,0,0,0,3
2017,1,D,발달상권,1001219,서울 종로구 동대문역_1,CS300002,편의점,1,3,0,0,0,0,2
2017,1,A,골목상권,1000248,면목로78길,CS300002,편의점,0,4,0,0,0,0,4
2017,1,A,골목상권,1000940,거마로20길,CS300002,편의점,0,3,0,0,33,1,3
2017,1,R,전통시장,1001365,공릉동도깨비시장,CS300002,편의점,0,2,50,1,0,0,2
2017,1,A,골목상권,1000335,솔매로41길,CS300002,편의점,0,2,0,0,0,0,2
2017,1,A,골목상권,1000371,방학로5길,CS300002,편의점,0,1,0,0,0,0,1
2017,1,A,골목상권,1000287,오패산로3길,CS300002,편의점,0,1,0,0,0,0,1
2017,1,A,골목상권,1000269,동소문로15길,CS300002,편의점,0,1,0,0,0,0,1
2017,1,A,골목상권,1000281,삼양로8길,CS300002,편의점,0,1,0,0,0,0,1
2017,1,A,골목상권,1000102,사근동길,CS300002,편의점,0,4,0,0,0,0,4
2017,1,A,골목상권,1000124,청계천로10나길,CS300002,편의점,0,2,0,0,0,0,2
2017,1,A,골목상권,1000755,사당로30길,CS300002,편의점,0,1,0,0,0,0,1
2017,1,A,골목상권,1000246,면목로55길,CS300002,편의점,0,2,0,0,0,0,2
2017,1,D,발달상권,1001222,동묘앞역,CS300002,편의점,0,1,0,0,0,0,1
2017,1,A,골목상권,1000135,긴고랑로8길,CS300002,편의점,1,2,0,0,0,0,1
2017,1,A,골목상권,1000498,월드컵로11길,CS300002,편의점,1,3,0,0,0,0,2
2017,1,R,전통시장,1001452,중부시장,CS300002,편의점,0,0,0,0,0,0,0
2017,1,A,골목상권,1000515,남부순환로70길,CS300002,편의점,1,2,0,0,0,0,1
2017,1,A,골목상권,1000599,월정로20길,CS300002,편의점,0,4,0,0,0,0,4
2017,1,D,발달상권,1001026,구로디지털단지역,CS300002,편의점,0,1,0,0,0,0,1
2017,1,A,골목상권,1000389,가좌로7길,CS300002,편의점,0,3,0,0,0,0,3
2017,1,A,골목상권,1000592,양천로24가길,CS300002,편의점,0,1,0,0,0,0,1
2017,1,R,전통시장,1001447,상도4동도깨비골목시장,CS300002,편의점,0,1,0,0,0,0,1
2017,1,A,골목상권,1000759,상도로47길,CS300002,편의점,2,2,0,0,0,0,0
2017,1,A,골목상권,1000470,동교로38길,CS300002,편의점,0,1,0,0,0,0,1
2017,1,A,골목상권,1000486,숭문8길,CS300002,편의점,0,0,0,0,0,0,0
2017,1,A,골목상권,1000532,신목로5길,CS300002,편의점,0,1,100,1,0,0,1
2017,1,A,골목상권,1000012,옥인길,CS300002,편의점,2,4,0,0,25,1,2
2017,1,A,골목상권,1000345,인수봉로79길,CS300002,편의점,0,2,0,0,0,0,2
2017,1,D,발달상권,1001132,영등포유통상가,CS300002,편의점,0,2,50,1,0,0,2
2017,1,A,골목상권,1000015,이화장길,CS300002,편의점,3,6,0,0,0,0,3
2017,1,U,관광특구,1001495,잠실 관광특구,CS300002,편의점,25,56,5,3,5,3,31
2017,1,A,골목상권,1000893,남부순환로365길,CS300002,편의점,0,3,0,0,0,0,3
2017,1,A,골목상권,1000906,도산대로23길,CS300002,편의점,0,1,0,0,0,0,1
2017,1,D,발달상권,1001121,영등포역_3,CS300002,편의점,0,3,33,1,67,2,3
2017,1,A,골목상권,1000677,시흥대로36길,CS300002,편의점,0,5,0,0,0,0,5
2017,1,A,골목상권,1000815,신림동길,CS300002,편의점,3,10,0,0,0,0,7
2017,1,A,골목상권,1000591,양천로14길,CS300002,편의점,2,5,0,0,20,1,3
2017,1,D,발달상권,1001077,선릉역_1,CS300002,편의점,2,10,0,0,10,1,8
2017,1,A,골목상권,1000989,양재대로133길,CS300002,편의점,1,6,0,0,0,0,5
2017,1,A,골목상권,1000582,까치산로4길,CS300002,편의점,0,2,0,0,0,0,2
2017,1,A,골목상권,1000947,백제고분로33길,CS300002,편의점,2,8,0,0,0,0,6
2017,1,A,골목상권,1001001,천중로39길,CS300002,편의점,4,6,17,1,0,0,2
2017,1,D,발달상권,1001097,잠실역 롯데월드,CS300002,편의점,5,12,0,0,0,0,7
2017,1,A,골목상권,1000154,아차산로65길,CS300002,편의점,2,4,0,0,0,0,2
2017,1,D,발달상권,1001166,서울 마포구 마포역_2,CS300002,편의점,3,14,7,1,14,2,11
2017,1,A,골목상권,1000408,연서로34길,CS300002,편의점,1,4,25,1,0,0,3
2017,1,D,발달상권,1001134,서울 영등포구 여의도역_2,CS300002,편의점,2,18,6,1,6,1,16
2017,1,A,골목상권,1000640,도림로12길,CS300002,편의점,0,1,0,0,0,0,1
2017,1,A,골목상권,1000361,도봉로143길,CS300002,편의점,0,2,0,0,0,0,2
2017,1,A,골목상권,1000936,학동로38길,CS300002,편의점,0,3,0,0,0,0,3
2017,1,D,발달상권,1001226,서울 종로구 종로5가역_2,CS300002,편의점,1,13,8,1,0,0,12
2017,1,A,골목상권,1000964,오금로36길,CS300002,편의점,0,7,0,0,14,1,7
2017,1,A,골목상권,1000304,종암로5길,CS300002,편의점,0,5,0,0,20,1,5
2017,1,A,골목상권,1000262,돌곶이로14길,CS300002,편의점,0,2,50,1,0,0,2
2017,1,A,골목상권,1000227,답십리로75길,CS300002,편의점,0,3,0,0,0,0,3
2017,1,A,골목상권,1000244,면목로48길,CS300002,편의점,0,2,0,0,0,0,2
2017,1,A,골목상권,1000042,청구로17길,CS300002,편의점,0,2,0,0,0,0,2
2017,1,A,골목상권,1000916,봉은사로68길,CS300002,편의점,0,2,0,0,0,0,2
2017,1,A,골목상권,1000011,숭인동길,CS300002,편의점,0,5,0,0,0,0,5
2017,1,D,발달상권,1001178,서울 마포구 홍대입구역_1,CS300002,편의점,1,8,0,0,0,0,7
2017,1,A,골목상권,1000996,올림픽로78길,CS300002,편의점,2,4,25,1,0,0,2
2017,1,D,발달상권,1001041,서울 강남구 수서역,CS300002,편의점,8,16,6,1,6,1,8
2017,1,A,골목상권,1000395,서오릉로21길,CS300002,편의점,0,1,0,0,100,1,1
2017,1,A,골목상권,1000170,난계로30길,CS300002,편의점,0,1,0,0,0,0,1
2017,1,A,골목상권,1000349,한천로132길,CS300002,편의점,3,6,0,0,0,0,3
2017,1,A,골목상권,1000650,오류로8길,CS300002,편의점,1,4,0,0,25,1,3
2017,1,A,골목상권,1000412,은평로10길,CS300002,편의점,0,1,0,0,0,0,1
2017,1,A,골목상권,1000436,독립문로8길,CS300002,편의점,0,4,0,0,0,0,4
2017,1,A,골목상권,1000898,논현로139길,CS300002,편의점,0,2,0,0,0,0,2
2017,1,D,발달상권,1001173,서울 강동구 명일역,CS300002,편의점,3,12,0,0,8,1,9
2017,1,A,골목상권,1000583,남부순환로11길,CS300002,편의점,1,5,20,1,20,1,4
2017,1,A,골목상권,1000339,수유로12길,CS300002,편의점,2,5,0,0,0,0,3
2017,1,A,골목상권,1000026,평창길,CS300002,편의점,0,1,0,0,0,0,1
2017,1,A,골목상권,1000961,양재대로71길,CS300002,편의점,1,6,0,0,17,1,5
2017,1,A,골목상권,1000829,조원로10길,CS300002,편의점,2,5,20,1,0,0,3
2017,1,A,골목상권,1000784,관천로15길,CS300002,편의점,0,7,0,0,0,0,7
2017,1,A,골목상권,1000461,도화4길,CS300002,편의점,0,1,0,0,0,0,1
2017,1,A,골목상권,1000066,원효로41길,CS300002,편의점,2,3,33,1,33,1,1
2017,1,A,골목상권,1000760,상도로61길,CS300002,편의점,2,5,0,0,0,0,3
2017,1,D,발달상권,1001160,서울 광진구 구의역,CS300002,편의점,1,8,0,0,0,0,7
2017,1,R,전통시장,1001414,송화골목시장,CS300002,편의점,0,2,0,0,0,0,2
2017,1,A,골목상권,1000925,선릉로132길,CS300002,편의점,1,3,0,0,33,1,2
2017,1,A,골목상권,1000497,월드컵로10길,CS300002,편의점,1,4,0,0,0,0,3
2017,1,A,골목상권,1000220,휘경로2길,CS300002,편의점,1,5,0,0,0,0,4
2017,1,R,전통시장,1001479,석촌시장,CS300002,편의점,0,1,0,0,100,1,1
2017,1,A,골목상권,1000981,상암로5길,CS300002,편의점,0,6,0,0,0,0,6
2017,1,D,발달상권,1001159,서울 강동구 천호역,CS300002,편의점,0,0,0,0,0,0,0
2017,1,A,골목상권,1000138,능동로19길,CS300002,편의점,2,5,0,0,0,0,3
2017,1,A,골목상권,1000899,논현로159길,CS300002,편의점,0,0,0,0,0,0,0
2017,1,A,골목상권,1000324,도봉로76길,CS300002,편의점,4,6,0,0,0,0,2
2017,1,A,골목상권,1000098,무수막길,CS300002,편의점,1,3,0,0,0,0,2
2017,1,A,골목상권,1000205,전농로4길,CS300002,편의점,0,1,0,0,0,0,1
2017,1,A,골목상권,1000043,청구로1길,CS300002,편의점,0,1,0,0,0,0,1
2017,1,A,골목상권,1000067,원효로53길,CS300002,편의점,0,1,0,0,0,0,1
2017,1,A,골목상권,1000751,사당로23나길,CS300002,편의점,0,1,0,0,0,0,1
2017,1,A,골목상권,1000517,남부순환로88길,CS300002,편의점,0,1,0,0,0,0,1
2017,1,R,전통시장,1001413,까치산시장,CS300002,편의점,0,0,0,0,0,0,0
2017,1,A,골목상권,1000568,개화동로25길,CS300002,편의점,0,2,0,0,0,0,2
2017,1,R,전통시장,1001409,화곡중앙골목시장,CS300002,편의점,0,0,0,0,0,0,0
2017,1,A,골목상권,1000741,동작대로33길,CS300002,편의점,0,3,0,0,0,0,3
2017,1,A,골목상권,1000054,녹사평대로46길,CS300002,편의점,0,3,0,0,0,0,3
2017,1,A,골목상권,1000489,신촌로28가길,CS300002,편의점,1,1,0,0,100,1,0
2017,1,D,발달상권,1001234,서울 종로구 경복궁역_1,CS300002,편의점,2,2,0,0,0,0,0
2017,1,R,전통시장,1001303,신성골목시장,CS300002,편의점,0,1,0,0,0,0,1
2017,1,D,발달상권,1001233,서울 종로구 종로3가역_3,CS300002,편의점,0,0,0,0,0,0,0
2017,1,D,발달상권,1001024,관악구 사당역_1,CS300002,편의점,3,8,13,1,0,0,5
2017,1,A,골목상권,1000692,대림로22길,CS300002,편의점,1,4,25,1,0,0,3
2017,1,A,골목상권,1000772,여의대방로22카길,CS300002,편의점,1,5,20,1,0,0,4
2017,1,U,관광특구,1001494,종로·청계 관광특구,CS300002,편의점,10,45,4,2,7,3,35
2017,1,D,발달상권,1001109,강남구 논현역_4,CS300002,편의점,6,19,5,1,5,1,13
2017,1,A,골목상권,1000670,벚꽃로56길,CS300002,편의점,1,2,0,0,0,0,1
2017,1,A,골목상권,1000575,공항대로42길,CS300002,편의점,0,4,25,1,0,0,4
2017,1,D,발달상권,1001175,서울 강동구 고덕역,CS300002,편의점,4,12,0,0,0,0,8
2017,1,A,골목상권,1000972,구천면로41길,CS300002,편의점,3,4,0,0,0,0,1
2017,1,D,발달상권,1001123,학동사거리_1,CS300002,편의점,2,9,11,1,11,1,7
2017,1,D,발달상권,1001038,구로디지탈1단지,CS300002,편의점,3,29,3,1,7,2,26
2017,1,A,골목상권,1000118,왕십리로26길,CS300002,편의점,1,7,0,0,0,0,6
2017,1,D,발달상권,1001177,서울 중구 약수역_2,CS300002,편의점,2,5,0,0,0,0,3
2017,1,A,골목상권,1000708,디지털로57길,CS300002,편의점,1,2,0,0,0,0,1
2017,1,A,골목상권,1000563,강서로5가길,CS300002,편의점,0,10,10,1,0,0,10
2017,1,D,발달상권,1001209,서울시청,CS300002,편의점,3,15,0,0,7,1,12
2017,1,A,골목상권,1000721,양평로28길,CS300002,편의점,0,3,0,0,0,0,3
2017,1,A,골목상권,1000875,신반포로45길,CS300002,편의점,2,7,0,0,14,1,5
2017,1,D,발달상권,1001239,디지털미디어시티,CS300002,편의점,6,22,5,1,5,1,16
2017,1,A,골목상권,1000644,디지털로32길,CS300002,편의점,1,4,0,0,0,0,3
2017,1,A,골목상권,1000388,한글비석로44길,CS300002,편의점,1,5,40,2,0,0,4
2017,1,A,골목상권,1000163,자양로53길,CS300002,편의점,0,3,33,1,0,0,3
2017,1,A,골목상권,1000424,증산로17길,CS300002,편의점,0,2,0,0,0,0,2
2017,1,A,골목상권,1000768,신대방길,CS300002,편의점,1,3,33,1,0,0,2
2017,1,A,골목상권,1000883,효령로72길,CS300002,편의점,1,4,0,0,25,1,3
2017,1,A,골목상권,1000228,동일로100길,CS300002,편의점,0,1,0,0,0,0,1
2017,1,A,골목상권,1000075,청파로71길,CS300002,편의점,0,2,0,0,0,0,2
2017,1,D,발달상권,1001030,양재역_2,CS300002,편의점,0,7,0,0,0,0,7
2017,1,A,골목상권,1000901,논현로28길,CS300002,편의점,1,4,0,0,0,0,3
2017,1,A,골목상권,1000214,한천로14길,CS300002,편의점,3,7,14,1,14,1,4
2017,1,A,골목상권,1000605,화곡로31길,CS300002,편의점,3,6,0,0,17,1,3
2017,1,A,골목상권,1000496,와우산로3길,CS300002,편의점,1,4,0,0,0,0,3
2017,1,D,발달상권,1001084,서울 강남구 선릉역_1,CS300002,편의점,2,13,0,0,0,0,11
2017,1,A,골목상권,1000647,부일로1길,CS300002,편의점,0,5,0,0,0,0,5
2017,1,A,골목상권,1000156,용마산로21길,CS300002,편의점,1,4,0,0,0,0,3
2017,1,R,전통시장,1001342,밤나무골시장,CS300002,편의점,1,1,0,0,0,0,0
2017,1,A,골목상권,1000402,연서로17길,CS300002,편의점,2,5,0,0,0,0,3
2017,1,A,골목상권,1000421,응암로34길,CS300002,편의점,0,2,0,0,0,0,2
2017,1,D,발달상권,1001145,용산 전자상가_1,CS300002,편의점,2,11,0,0,9,1,9
2017,1,A,골목상권,1000133,긴고랑로20길,CS300002,편의점,0,4,0,0,0,0,4
2017,1,A,골목상권,1000336,솔매로45길,CS300002,편의점,0,3,0,0,0,0,3
2017,1,D,발달상권,1001102,서울 강남구 학동역_1,CS300002,편의점,1,3,0,0,67,2,2
2017,1,R,전통시장,1001298,성동용답상가시장,CS300002,편의점,1,4,0,0,0,0,3
2017,1,D,발달상권,1001115,서울 강남구 강남구청역_2,CS300002,편의점,0,8,0,0,0,0,8
2017,1,A,골목상권,1000662,독산로50길,CS300002,편의점,0,3,0,0,0,0,3
2017,1,A,골목상권,1000565,강서로5라길,CS300002,편의점,2,3,0,0,0,0,1
2017,1,A,골목상권,1000719,양평로19길,CS300002,편의점,2,8,0,0,0,0,6
2017,1,A,골목상권,1000720,양평로22라길,CS300002,편의점,0,4,0,0,0,0,4
2017,1,A,골목상권,1000703,도신로15길,CS300002,편의점,0,3,0,0,0,0,3
2017,1,A,골목상권,1000704,도신로29길,CS300002,편의점,1,3,0,0,0,0,2
2017,1,A,골목상권,1000619,경인로35길,CS300002,편의점,0,2,0,0,0,0,2
2017,1,A,골목상권,1000637,구로중앙로7길,CS300002,편의점,0,3,33,1,0,0,3
2017,1,A,골목상권,1000104,상원길,CS300002,편의점,2,7,0,0,0,0,5
2017,1,A,골목상권,1000527,목동중앙북로16길,CS300002,편의점,2,3,0,0,0,0,1
2017,1,A,골목상권,1000573,곰달래로60길,CS300002,편의점,3,5,0,0,0,0,2
2017,1,R,전통시장,1001418,남구로시장,CS300002,편의점,0,1,0,0,0,0,1
2017,1,D,발달상권,1001043,동작구 총신대입구역_2,CS300002,편의점,0,3,0,0,0,0,3
2017,1,A,골목상권,1000420,응암로22길,CS300002,편의점,0,4,0,0,0,0,4
2017,1,A,골목상권,1000867,사평대로26길,CS300002,편의점,1,3,0,0,0,0,2
2017,1,A,골목상권,1000442,세무서길,CS300002,편의점,0,3,0,0,0,0,3
2017,1,A,골목상권,1000950,백제고분로42길,CS300002,편의점,0,1,0,0,0,0,1
2017,1,A,골목상권,1000848,남부순환로317길,CS300002,편의점,0,5,0,0,0,0,5
2017,1,D,발달상권,1001014,양재동 꽃시장,CS300002,편의점,1,2,0,0,0,0,1
2017,1,A,골목상권,1000861,반포대로9길,CS300002,편의점,0,1,0,0,0,0,1
2017,1,A,골목상권,1001005,천호대로187길,CS300002,편의점,0,1,0,0,0,0,1
2017,1,D,발달상권,1001224,서울 동대문구 신설동역_1,CS300002,편의점,1,5,20,1,0,0,4
2017,1,D,발달상권,1001120,도산공원사거리_1,CS300002,편의점,0,4,0,0,0,0,4
2017,1,R,전통시장,1001354,우이시장,CS300002,편의점,0,1,0,0,0,0,1
2017,1,A,골목상권,1000316,노해로23길,CS300002,편의점,0,0,0,0,0,0,0
2017,1,D,발달상권,1001247,미아사거리_2,CS300002,편의점,0,1,0,0,0,0,1
2017,1,A,골목상권,1000194,이문로42길,CS300002,편의점,0,1,0,0,0,0,1
2017,1,A,골목상권,1000934,일원로9길,CS300002,편의점,1,4,0,0,0,0,3
2017,1,D,발달상권,1001031,서울 관악구 신림역_1,CS300002,편의점,0,6,0,0,17,1,6
2017,1,A,골목상권,1000513,남부순환로40길,CS300002,편의점,0,0,0,0,0,0,0
2017,1,A,골목상권,1000410,연서로41길,CS300002,편의점,0,2,0,0,0,0,2
2017,1,A,골목상권,1000748,사당로16길,CS300002,편의점,0,2,0,0,0,0,2
2017,1,A,골목상권,1000685,경인로80길,CS300002,편의점,1,2,0,0,0,0,1
2017,1,A,골목상권,1000082,한강대로7길,CS300002,편의점,0,0,0,0,0,0,0
2017,1,A,골목상권,1000464,독막로32길,CS300002,편의점,0,1,0,0,0,0,1
2017,1,A,골목상권,1000732,영신로9길,CS300002,편의점,0,2,0,0,0,0,2
2017,1,A,골목상권,1000268,동소문로13길,CS300002,편의점,2,6,0,0,0,0,4
2017,1,A,골목상권,1000362,도봉로147길,CS300002,편의점,0,3,0,0,0,0,3
2017,1,D,발달상권,1001260,창동역,CS300002,편의점,6,13,0,0,8,1,7
2017,1,D,발달상권,1001048,뱅뱅사거리,CS300002,편의점,4,13,0,0,0,0,9
2017,1,D,발달상권,1001096,신도림역,CS300002,편의점,5,14,7,1,7,1,9
2017,2,A,골목상권,1000700,도림로147길,CS300002,편의점,0,0,0,0,0,0,0
2017,2,A,골목상권,1000061,신흥로20길,CS300002,편의점,1,3,0,0,0,0,2
2017,2,A,골목상권,1000074,청파로47나길,CS300002,편의점,1,3,0,0,0,0,2
2017,2,A,골목상권,1000470,동교로38길,CS300002,편의점,0,1,0,0,0,0,1
2017,2,A,골목상권,1000464,독막로32길,CS300002,편의점,0,1,0,0,0,0,1
2017,2,A,골목상권,1000022,창신2길,CS300002,편의점,0,1,0,0,0,0,1
2017,2,D,발달상권,1001117,강남구 신사역_2,CS300002,편의점,4,17,6,1,0,0,13
2017,2,A,골목상권,1000530,목동중앙서로8가길,CS300002,편의점,1,2,0,0,0,0,1
2017,2,D,발달상권,1001210,시청역_2,CS300002,편의점,3,15,0,0,7,1,12
2017,2,D,발달상권,1001072,신대방삼거리역,CS300002,편의점,2,8,25,2,0,0,6
2017,2,D,발달상권,1001184,서울 마포구 홍대입구역_3,CS300002,편의점,3,8,0,0,0,0,5
2017,2,A,골목상권,1000834,청룡길,CS300002,편의점,3,9,22,2,0,0,6
2017,2,D,발달상권,1001040,서울 관악구 신림역_3,CS300002,편의점,0,5,0,0,0,0,5
2017,2,A,골목상권,1000957,송이로36길,CS300002,편의점,2,8,0,0,0,0,6
2017,2,D,발달상권,1001196,시청역_1,CS300002,편의점,3,12,8,1,0,0,9
2017,2,D,발달상권,1001242,혜화역 대학로_3,CS300002,편의점,4,9,0,0,0,0,5
2017,2,A,골목상권,1000893,남부순환로365길,CS300002,편의점,0,3,0,0,0,0,3
2017,2,A,골목상권,1000029,난계로21길,CS300002,편의점,0,2,0,0,0,0,2
2017,2,A,골목상권,1000315,노해로17길,CS300002,편의점,0,2,0,0,0,0,2
2017,2,A,골목상권,1000949,백제고분로39길,CS300002,편의점,1,6,17,1,0,0,5
2017,2,A,골목상권,1000438,모래내로15길,CS300002,편의점,0,3,0,0,0,0,3
2017,2,A,골목상권,1000733,국사봉1길,CS300002,편의점,0,4,25,1,0,0,4
2017,2,A,골목상권,1000982,상일로5길,CS300002,편의점,0,3,0,0,0,0,3
2017,2,A,골목상권,1000786,구암길,CS300002,편의점,2,4,0,0,0,0,2
2017,2,A,골목상권,1000215,한천로33길,CS300002,편의점,0,2,0,0,0,0,2
2017,2,A,골목상권,1000481,성미산로11길,CS300002,편의점,1,6,17,1,17,1,5
2017,2,A,골목상권,1000616,개봉로3길,CS300002,편의점,1,4,0,0,0,0,3
2017,2,A,골목상권,1000131,광나루로40길,CS300002,편의점,1,4,25,1,25,1,3
2017,2,R,전통시장,1001266,동대문종합시장,CS300002,편의점,0,2,0,0,50,1,2
2017,2,A,골목상권,1001001,천중로39길,CS300002,편의점,3,5,0,0,20,1,2
2017,2,A,골목상권,1000282,성북로8길,CS300002,편의점,0,3,0,0,0,0,3
2017,2,D,발달상권,1001166,서울 마포구 마포역_2,CS300002,편의점,3,13,0,0,8,1,10
2017,2,A,골목상권,1000545,중앙로45길,CS300002,편의점,1,3,0,0,0,0,2
2017,2,A,골목상권,1000025,통일로12길,CS300002,편의점,0,2,0,0,0,0,2
2017,2,A,골목상권,1000932,영동대로65길,CS300002,편의점,1,2,0,0,0,0,1
2017,2,A,골목상권,1000780,관악로10길,CS300002,편의점,0,5,0,0,0,0,5
2017,2,A,골목상권,1000845,강남대로34길,CS300002,편의점,1,4,0,0,0,0,3
2017,2,R,전통시장,1001483,암사종합시장,CS300002,편의점,1,4,0,0,0,0,3
2017,2,A,골목상권,1000768,신대방길,CS300002,편의점,1,3,0,0,0,0,2
2017,2,A,골목상권,1000974,동남로65길,CS300002,편의점,0,2,0,0,0,0,2
2017,2,A,골목상권,1000744,등용로14길,CS300002,편의점,1,2,0,0,0,0,1
2017,2,D,발달상권,1001216,서울 종로구 종로3가역_1,CS300002,편의점,3,9,11,1,11,1,6
2017,2,A,골목상권,1000590,방화대로6라길,CS300002,편의점,2,6,0,0,0,0,4
2017,2,A,골목상권,1000576,공항대로55길,CS300002,편의점,0,2,0,0,0,0,2
2017,2,A,골목상권,1000166,천호대로123길,CS300002,편의점,2,4,0,0,0,0,2
2017,2,A,골목상권,1000651,우마길,CS300002,편의점,1,3,0,0,0,0,2
2017,2,A,골목상권,1000603,화곡로13길,CS300002,편의점,0,4,0,0,0,0,4
2017,2,A,골목상권,1000304,종암로5길,CS300002,편의점,0,5,0,0,0,0,5
2017,2,A,골목상권,1000633,구로중앙로19길,CS300002,편의점,0,2,0,0,0,0,2
2017,2,A,골목상권,1000941,동남로20길,CS300002,편의점,2,6,0,0,0,0,4
2017,2,A,골목상권,1000902,논현로63길,CS300002,편의점,2,6,0,0,0,0,4
2017,2,A,골목상권,1000769,양녕로26길,CS300002,편의점,0,1,0,0,0,0,1
2017,2,A,골목상권,1000414,은평로20길,CS300002,편의점,1,2,0,0,0,0,1
2017,2,A,골목상권,1000446,응암로1길,CS300002,편의점,1,4,0,0,0,0,3
2017,2,D,발달상권,1001256,서울 강북구 수유역_1,CS300002,편의점,0,4,0,0,0,0,4
2017,2,A,골목상권,1000832,중앙길,CS300002,편의점,0,6,0,0,0,0,6
2017,2,A,골목상권,1000562,강서로47라길,CS300002,편의점,0,3,0,0,0,0,3
2017,2,A,골목상권,1000631,구로동로7길,CS300002,편의점,0,2,0,0,0,0,2
2017,2,A,골목상권,1000837,행운길,CS300002,편의점,1,7,14,1,0,0,6
2017,2,A,골목상권,1000069,이촌로22길,CS300002,편의점,1,3,0,0,0,0,2
2017,2,D,발달상권,1001215,서울 종로구 광화문역_1,CS300002,편의점,0,5,0,0,0,0,5
2017,2,D,발달상권,1001180,신촌역,CS300002,편의점,2,14,7,1,7,1,12
2017,2,A,골목상권,1000961,양재대로71길,CS300002,편의점,1,6,0,0,0,0,5
2017,2,A,골목상권,1000474,만리재옛길,CS300002,편의점,2,3,0,0,0,0,1
2017,2,A,골목상권,1000615,개봉로2길,CS300002,편의점,0,2,0,0,0,0,2
2017,2,A,골목상권,1000946,백제고분로32길,CS300002,편의점,0,4,0,0,0,0,4
2017,2,A,골목상권,1000376,우이천로4다길,CS300002,편의점,1,3,0,0,0,0,2
2017,2,R,전통시장,1001367,상계중앙시장,CS300002,편의점,0,1,0,0,0,0,1
2017,2,A,골목상권,1000300,종암로16길,CS300002,편의점,0,1,0,0,0,0,1
2017,2,A,골목상권,1000279,삼선교로10다길,CS300002,편의점,0,1,0,0,0,0,1
2017,2,R,전통시장,1001299,한아름시장,CS300002,편의점,0,1,0,0,0,0,1
2017,2,A,골목상권,1000151,아차산로40길,CS300002,편의점,0,1,0,0,0,0,1
2017,2,A,골목상권,1000094,마장로39길,CS300002,편의점,0,2,0,0,0,0,2
2017,2,A,골목상권,1000208,천장산로7길,CS300002,편의점,0,6,0,0,0,0,6
2017,2,R,전통시장,1001321,답십리현대시장,CS300002,편의점,0,0,0,0,0,0,0
2017,2,A,골목상권,1000205,전농로4길,CS300002,편의점,0,1,0,0,0,0,1
2017,2,A,골목상권,1000912,봉은사로109길,CS300002,편의점,0,0,0,0,0,0,0
2017,2,A,골목상권,1000707,디지털로37길,CS300002,편의점,1,2,0,0,0,0,1
2017,2,A,골목상권,1000540,은행정로5길,CS300002,편의점,0,1,0,0,0,0,1
2017,2,A,골목상권,1000638,구로중앙로8길,CS300002,편의점,1,2,0,0,0,0,1
2017,2,A,골목상권,1000729,영등포로62길,CS300002,편의점,1,1,0,0,0,0,0
2017,2,A,골목상권,1000748,사당로16길,CS300002,편의점,0,2,0,0,0,0,2
2017,2,A,골목상권,1000014,율곡로16길,CS300002,편의점,0,1,0,0,0,0,1
2017,2,D,발달상권,1001233,서울 종로구 종로3가역_3,CS300002,편의점,0,0,0,0,0,0,0
2017,2,A,골목상권,1000655,가산로5길,CS300002,편의점,1,7,43,3,14,1,6
2017,2,U,관광특구,1001491,이태원 관광특구,CS300002,편의점,4,24,0,0,4,1,20
