기준년코드,기준분기코드,상권구분코드,상권구분코드명,상권코드,상권코드명,서비스업종코드,서비스업종코드명,술집점포수,유사업종점포수,개업율,개업점포수,폐업률,폐업점포수,프랜차이즈점포수
2017,3,D,발달상권,1001178,서울 마포구 홍대입구역_1,CS100009,호프-간이주점,13,13,0,0,0,0,0
2017,3,A,골목상권,1000993,올림픽로48길,CS100009,호프-간이주점,12,13,8,1,0,0,1
2017,3,D,발달상권,1001109,강남구 논현역_4,CS100009,호프-간이주점,31,39,0,0,3,1,8
2017,3,R,전통시장,1001426,대명시장,CS100009,호프-간이주점,6,7,0,0,14,1,1
2017,3,D,발달상권,1001241,혜화역 대학로_2,CS100009,호프-간이주점,14,15,13,2,13,2,1
2017,3,D,발달상권,1001201,서울 중구 신당역_1,CS100009,호프-간이주점,26,27,4,1,0,0,1
2017,3,A,골목상권,1000863,방배로35길,CS100009,호프-간이주점,13,13,8,1,0,0,0
2017,3,A,골목상권,1000168,경희대로3길,CS100009,호프-간이주점,13,15,7,1,0,0,2
2017,3,A,골목상권,1000243,면목로45길,CS100009,호프-간이주점,8,14,7,1,7,1,6
2017,3,A,골목상권,1000467,동교로19길,CS100009,호프-간이주점,6,6,0,0,0,0,0
2017,3,A,골목상권,1000702,도림천로21길,CS100009,호프-간이주점,6,6,17,1,33,2,0
2017,3,D,발달상권,1001066,서울 강남구 강남역,CS100009,호프-간이주점,16,21,5,1,14,3,5
2017,3,A,골목상권,1000073,청파로47길,CS100009,호프-간이주점,16,18,0,0,6,1,2
2017,3,A,골목상권,1000670,벚꽃로56길,CS100009,호프-간이주점,9,9,11,1,0,0,0
2017,3,A,골목상권,1000804,당곡길,CS100009,호프-간이주점,7,9,0,0,0,0,2
2017,3,A,골목상권,1000022,창신2길,CS100009,호프-간이주점,1,1,0,0,0,0,0
2017,3,A,골목상권,1000441,세무서2길,CS100009,호프-간이주점,12,15,0,0,7,1,3
2017,3,A,골목상권,1000860,바우뫼로39길,CS100009,호프-간이주점,5,5,0,0,0,0,0
2017,3,D,발달상권,1001238,서울 동대문구 청량리역,CS100009,호프-간이주점,27,31,0,0,7,2,4
2017,3,A,골목상권,1000815,신림동길,CS100009,호프-간이주점,19,21,5,1,5,1,2
2017,3,A,골목상권,1000503,월드컵로7길,CS100009,호프-간이주점,5,5,0,0,0,0,0
2017,3,A,골목상권,1000376,우이천로4다길,CS100009,호프-간이주점,8,9,0,0,0,0,1
2017,3,A,골목상권,1000597,양천로73가길,CS100009,호프-간이주점,5,5,0,0,0,0,0
2017,3,A,골목상권,1000447,증가로10길,CS100009,호프-간이주점,30,33,0,0,6,2,3
2017,3,A,골목상권,1000914,봉은사로43길,CS100009,호프-간이주점,7,7,43,3,14,1,0
2017,3,D,발달상권,1001248,서울 은평구 불광역_1,CS100009,호프-간이주점,17,18,11,2,11,2,1
2017,3,A,골목상권,1000652,중앙로15길,CS100009,호프-간이주점,2,2,0,0,0,0,0
2017,3,A,골목상권,1000161,자양로45길,CS100009,호프-간이주점,17,19,5,1,11,2,2
2017,3,R,전통시장,1001375,증산종합시장,CS100009,호프-간이주점,2,2,50,1,0,0,0
2017,3,A,골목상권,1000894,논현로106길,CS100009,호프-간이주점,5,5,20,1,20,1,0
2017,3,D,발달상권,1001068,은마아파트입구사거리_2,CS100009,호프-간이주점,3,4,0,0,0,0,1
2017,3,A,골목상권,1000107,성덕정길,CS100009,호프-간이주점,8,9,0,0,0,0,1
2017,3,A,골목상권,1000407,연서로33길,CS100009,호프-간이주점,6,6,0,0,0,0,0
2017,3,A,골목상권,1000878,주흥길,CS100009,호프-간이주점,1,2,0,0,50,1,1
2017,3,A,골목상권,1000053,녹사평대로40나길,CS100009,호프-간이주점,14,14,7,1,0,0,0
2017,3,A,골목상권,1000917,삼성로115길,CS100009,호프-간이주점,2,2,0,0,0,0,0
2017,3,A,골목상권,1000128,광나루로24길,CS100009,호프-간이주점,10,10,0,0,0,0,0
2017,3,A,골목상권,1000466,동교로17길,CS100009,호프-간이주점,2,2,50,1,0,0,0
2017,3,A,골목상권,1000354,덕릉로60길,CS100009,호프-간이주점,6,6,0,0,33,2,0
2017,3,A,골목상권,1000356,도당로13바길,CS100009,호프-간이주점,4,4,0,0,0,0,0
2017,3,D,발달상권,1001030,양재역_2,CS100009,호프-간이주점,13,16,0,0,13,2,3
2017,3,D,발달상권,1001033,서울 서초구 남부터미널역_1,CS100009,호프-간이주점,0,0,0,0,0,0,0
2017,3,A,골목상권,1000154,아차산로65길,CS100009,호프-간이주점,7,8,13,1,13,1,1
2017,3,A,골목상권,1000857,동산로19길,CS100009,호프-간이주점,5,5,0,0,0,0,0
2017,3,A,골목상권,1000616,개봉로3길,CS100009,호프-간이주점,4,4,0,0,0,0,0
2017,3,A,골목상권,1000562,강서로47라길,CS100009,호프-간이주점,1,1,0,0,0,0,0
2017,3,A,골목상권,1000180,망우로18길,CS100009,호프-간이주점,3,7,29,2,14,1,4
2017,3,A,골목상권,1000169,경희대로4길,CS100009,호프-간이주점,12,12,0,0,8,1,0
2017,3,A,골목상권,1000959,양재대로62길,CS100009,호프-간이주점,4,4,0,0,0,0,0
2017,3,D,발달상권,1001126,서울 양천구 신정네거리역_2,CS100009,호프-간이주점,4,4,0,0,0,0,0
2017,3,A,골목상권,1000413,은평로13길,CS100009,호프-간이주점,14,15,0,0,0,0,1
2017,3,D,발달상권,1001219,서울 종로구 동대문역_1,CS100009,호프-간이주점,5,6,0,0,0,0,1
2017,3,R,전통시장,1001286,후암시장,CS100009,호프-간이주점,3,3,0,0,0,0,0
2017,3,D,발달상권,1001143,서울 용산구 신용산역,CS100009,호프-간이주점,8,8,0,0,0,0,0
2017,3,D,발달상권,1001086,고속터미널역,CS100009,호프-간이주점,2,3,0,0,0,0,1
2017,3,A,골목상권,1000807,미성5길,CS100009,호프-간이주점,4,4,0,0,0,0,0
2017,3,A,골목상권,1000087,후암로28길,CS100009,호프-간이주점,2,3,0,0,0,0,1
2017,3,A,골목상권,1000907,도산대로30길,CS100009,호프-간이주점,2,2,0,0,0,0,0
2017,3,A,골목상권,1000713,선유서로28길,CS100009,호프-간이주점,3,6,0,0,0,0,3
2017,3,D,발달상권,1001236,서울 종로구 안국역_2,CS100009,호프-간이주점,6,6,0,0,0,0,0
2017,3,A,골목상권,1000629,구로동로41길,CS100009,호프-간이주점,1,1,0,0,0,0,0
2017,3,A,골목상권,1000546,중앙로47길,CS100009,호프-간이주점,1,1,0,0,0,0,0
2017,3,D,발달상권,1001013,양재 화물트럭터미널앞_2,CS100009,호프-간이주점,0,0,0,0,0,0,0
2017,3,R,전통시장,1001294,마장축산물시장,CS100009,호프-간이주점,1,1,0,0,200,2,0
2017,3,A,골목상권,1000835,청림3길,CS100009,호프-간이주점,5,5,0,0,0,0,0
2017,3,A,골목상권,1000108,성수이로18길,CS100009,호프-간이주점,1,1,100,1,0,0,0
2017,3,A,골목상권,1000586,등촌로51길,CS100009,호프-간이주점,4,4,0,0,0,0,0
2017,3,D,발달상권,1001012,양재 화물트럭터미널앞_1,CS100009,호프-간이주점,0,0,0,0,0,0,0
2017,3,R,전통시장,1001481,명일골목시장,CS100009,호프-간이주점,0,0,0,0,0,0,0
2017,3,A,골목상권,1000157,용마산로3길,CS100009,호프-간이주점,1,1,0,0,0,0,0
2017,3,D,발달상권,1001113,서울 동작구 노량진1동_1,CS100009,호프-간이주점,0,0,0,0,0,0,0
2017,3,D,발달상권,1001229,서울 종로구 종로5가역_4,CS100009,호프-간이주점,1,1,0,0,0,0,0
2017,3,R,전통시장,1001309,조양시장,CS100009,호프-간이주점,0,0,0,0,0,0,0
2017,3,R,전통시장,1001310,구의시장,CS100009,호프-간이주점,0,0,0,0,0,0,0
2017,3,R,전통시장,1001303,신성골목시장,CS100009,호프-간이주점,1,1,0,0,0,0,0
2017,3,A,골목상권,1000045,퇴계로18길,CS100009,호프-간이주점,0,0,0,0,0,0,0
2017,3,R,전통시장,1001403,신월7동골목시장,CS100009,호프-간이주점,1,1,0,0,0,0,0
2017,3,A,골목상권,1000397,수색로18길,CS100009,호프-간이주점,13,13,0,0,0,0,0
2017,3,R,전통시장,1001398,월정로시장,CS100009,호프-간이주점,1,1,0,0,0,0,0
2017,3,R,전통시장,1001468,남부종합시장,CS100009,호프-간이주점,0,0,0,0,0,0,0
2017,3,R,전통시장,1001421,개봉중앙시장,CS100009,호프-간이주점,1,1,0,0,0,0,0
2017,3,D,발달상권,1001147,용산 전자상가_2,CS100009,호프-간이주점,0,0,0,0,0,0,0
2017,3,A,골목상권,1000410,연서로41길,CS100009,호프-간이주점,1,1,0,0,0,0,0
2017,3,A,골목상권,1000554,강서로15길,CS100009,호프-간이주점,10,10,10,1,10,1,0
2017,3,D,발달상권,1001193,장한평역_1,CS100009,호프-간이주점,14,20,5,1,5,1,6
2017,3,A,골목상권,1000958,송파대로30길,CS100009,호프-간이주점,19,33,9,3,12,4,14
2017,3,D,발달상권,1001180,신촌역,CS100009,호프-간이주점,26,27,0,0,7,2,1
2017,3,D,발달상권,1001213,종각역 젊음의 거리,CS100009,호프-간이주점,68,91,4,4,7,6,23
2017,3,D,발달상권,1001044,양재역_3,CS100009,호프-간이주점,16,18,17,3,22,4,2
2017,3,A,골목상권,1000579,공항대로61길,CS100009,호프-간이주점,8,11,0,0,18,2,3
2017,3,D,발달상권,1001026,구로디지털단지역,CS100009,호프-간이주점,20,20,5,1,15,3,0
2017,3,U,관광특구,1001491,이태원 관광특구,CS100009,호프-간이주점,127,130,10,13,4,5,3
2017,3,D,발달상권,1001153,당산역_1,CS100009,호프-간이주점,18,23,13,3,13,3,5
2017,3,A,골목상권,1000394,불광천길,CS100009,호프-간이주점,20,20,5,1,0,0,0
2017,3,A,골목상권,1000442,세무서길,CS100009,호프-간이주점,15,16,0,0,6,1,1
2017,3,A,골목상권,1000403,연서로21길,CS100009,호프-간이주점,3,3,33,1,0,0,0
2017,3,A,골목상권,1000976,동남로85길,CS100009,호프-간이주점,7,9,0,0,22,2,2
2017,3,A,골목상권,1000712,선유서로25길,CS100009,호프-간이주점,10,10,10,1,0,0,0
2017,3,R,전통시장,1001300,화양제일골목시장,CS100009,호프-간이주점,11,14,7,1,0,0,3
2017,3,A,골목상권,1000991,양재대로95길,CS100009,호프-간이주점,12,12,0,0,8,1,0
2017,3,D,발달상권,1001196,시청역_1,CS100009,호프-간이주점,11,13,0,0,0,0,2
2017,3,D,발달상권,1001230,인사동,CS100009,호프-간이주점,66,66,2,1,11,7,0
2017,3,D,발달상권,1001039,서울 서초구 남부터미널역_2,CS100009,호프-간이주점,17,22,0,0,0,0,5
2017,3,A,골목상권,1000928,선릉로18길,CS100009,호프-간이주점,3,3,0,0,33,1,0
2017,3,R,전통시장,1001324,전곡시장,CS100009,호프-간이주점,3,3,0,0,33,1,0
2017,3,D,발달상권,1001200,북창동,CS100009,호프-간이주점,17,19,11,2,11,2,2
2017,3,D,발달상권,1001155,용산 전자상가_5,CS100009,호프-간이주점,6,7,0,0,0,0,1
2017,3,A,골목상권,1000330,삼양로27길,CS100009,호프-간이주점,4,5,20,1,20,1,1
2017,3,D,발달상권,1001184,서울 마포구 홍대입구역_3,CS100009,호프-간이주점,12,13,0,0,0,0,1
2017,3,A,골목상권,1000934,일원로9길,CS100009,호프-간이주점,14,20,0,0,0,0,6
2017,3,A,골목상권,1000435,가재울로6길,CS100009,호프-간이주점,3,4,0,0,0,0,1
2017,3,A,골목상권,1000256,용마산로100길,CS100009,호프-간이주점,2,2,0,0,0,0,0
2017,3,D,발달상권,1001220,서울 종로구 동대문역_2,CS100009,호프-간이주점,7,12,17,2,8,1,5
2017,3,A,골목상권,1000566,강서로8길,CS100009,호프-간이주점,13,13,0,0,0,0,0
2017,3,A,골목상권,1000003,돈화문로11가길,CS100009,호프-간이주점,6,9,0,0,0,0,3
2017,3,A,골목상권,1000405,연서로28길,CS100009,호프-간이주점,7,7,0,0,0,0,0
2017,3,D,발달상권,1001237,서울 종로구 경복궁역_2,CS100009,호프-간이주점,16,17,6,1,0,0,1
2017,3,A,골목상권,1000152,아차산로51길,CS100009,호프-간이주점,9,10,0,0,0,0,1
2017,3,A,골목상권,1000033,다산로39길,CS100009,호프-간이주점,17,17,0,0,0,0,0
2017,3,D,발달상권,1001114,강남구 신사역_1,CS100009,호프-간이주점,20,21,0,0,0,0,1
2017,3,D,발달상권,1001144,국회의사당역_2,CS100009,호프-간이주점,24,29,7,2,7,2,5
2017,3,A,골목상권,1000438,모래내로15길,CS100009,호프-간이주점,5,7,0,0,0,0,2
2017,3,A,골목상권,1000940,거마로20길,CS100009,호프-간이주점,14,14,0,0,0,0,0
2017,3,A,골목상권,1000823,신원로3길,CS100009,호프-간이주점,5,5,0,0,0,0,0
2017,3,A,골목상권,1000932,영동대로65길,CS100009,호프-간이주점,1,1,0,0,0,0,0
2017,3,A,골목상권,1000415,은평로3길,CS100009,호프-간이주점,2,3,0,0,0,0,1
2017,3,D,발달상권,1001015,서울 금천구 독산1동_1,CS100009,호프-간이주점,9,10,10,1,0,0,1
2017,3,R,전통시장,1001460,관악신사시장,CS100009,호프-간이주점,2,2,0,0,50,1,0
2017,3,A,골목상권,1000257,용마산로112길,CS100009,호프-간이주점,2,3,0,0,0,0,1
2017,3,D,발달상권,1001225,신설동역,CS100009,호프-간이주점,3,3,0,0,0,0,0
2017,3,A,골목상권,1001002,천중로51길,CS100009,호프-간이주점,11,13,0,0,8,1,2
2017,3,D,발달상권,1001256,서울 강북구 수유역_1,CS100009,호프-간이주점,12,13,0,0,8,1,1
2017,3,R,전통시장,1001412,화곡본동시장,CS100009,호프-간이주점,8,9,0,0,0,0,1
2017,3,A,골목상권,1000254,사가정로54길,CS100009,호프-간이주점,6,7,0,0,14,1,1
2017,3,R,전통시장,1001353,수유전통시장,CS100009,호프-간이주점,4,4,0,0,0,0,0
2017,3,A,골목상권,1000274,보문로13길,CS100009,호프-간이주점,11,12,0,0,17,2,1
2017,3,A,골목상권,1000749,사당로20길,CS100009,호프-간이주점,0,0,0,0,0,0,0
2017,3,D,발달상권,1001090,삼정역_2,CS100009,호프-간이주점,7,9,11,1,0,0,2
2017,3,D,발달상권,1001204,서울 중구 을지로3가역_1,CS100009,호프-간이주점,27,27,0,0,7,2,0
2017,3,A,골목상권,1000636,구로중앙로42길,CS100009,호프-간이주점,2,2,50,1,0,0,0
2017,3,A,골목상권,1000730,영등포로80길,CS100009,호프-간이주점,3,3,0,0,0,0,0
2017,3,A,골목상권,1000112,송정4가길,CS100009,호프-간이주점,4,5,0,0,0,0,1
2017,3,A,골목상권,1000540,은행정로5길,CS100009,호프-간이주점,13,14,0,0,7,1,1
2017,3,D,발달상권,1001214,종각역,CS100009,호프-간이주점,1,1,0,0,0,0,0
2017,3,D,발달상권,1001106,서울 강남구 학동역_2,CS100009,호프-간이주점,1,1,0,0,0,0,0
2017,3,A,골목상권,1000490,신촌로30길,CS100009,호프-간이주점,4,4,0,0,0,0,0
2017,3,A,골목상권,1000270,동소문로26가길,CS100009,호프-간이주점,4,4,0,0,0,0,0
2017,3,A,골목상권,1000766,성대로1길,CS100009,호프-간이주점,4,5,0,0,0,0,1
2017,3,A,골목상권,1000328,삼양로20길,CS100009,호프-간이주점,6,6,0,0,17,1,0
2017,3,R,전통시장,1001474,도곡시장,CS100009,호프-간이주점,0,0,0,0,0,0,0
2017,3,A,골목상권,1000171,답십리로23길,CS100009,호프-간이주점,1,2,0,0,0,0,1
2017,3,R,전통시장,1001365,공릉동도깨비시장,CS100009,호프-간이주점,1,1,0,0,0,0,0
2017,3,A,골목상권,1000992,양재대로96길,CS100009,호프-간이주점,4,4,0,0,0,0,0
2017,3,A,골목상권,1000848,남부순환로317길,CS100009,호프-간이주점,2,2,0,0,0,0,0
2017,3,A,골목상권,1000987,양재대로116길,CS100009,호프-간이주점,0,0,0,0,0,0,0
2017,3,A,골목상권,1000205,전농로4길,CS100009,호프-간이주점,3,3,0,0,0,0,0
2017,3,A,골목상권,1000887,강남대로136길,CS100009,호프-간이주점,1,1,0,0,0,0,0
2017,3,A,골목상권,1000001,계동길,CS100009,호프-간이주점,1,1,0,0,0,0,0
2017,3,D,발달상권,1001054,서울 강남구 대치역_2,CS100009,호프-간이주점,4,7,0,0,0,0,3
2017,3,A,골목상권,1000181,망우로21길,CS100009,호프-간이주점,0,1,0,0,0,0,1
2017,3,A,골목상권,1000130,광나루로37길,CS100009,호프-간이주점,2,2,0,0,0,0,0
2017,3,A,골목상권,1000553,가로공원로80길,CS100009,호프-간이주점,1,1,0,0,0,0,0
2017,3,A,골목상권,1000117,왕십리로21길,CS100009,호프-간이주점,2,2,0,0,0,0,0
2017,3,A,골목상권,1000187,서울시립대로16길,CS100009,호프-간이주점,0,0,0,0,0,0,0
2017,3,D,발달상권,1001170,공덕역,CS100009,호프-간이주점,3,3,0,0,0,0,0
2017,3,A,골목상권,1000790,난곡로26길,CS100009,호프-간이주점,1,1,0,0,0,0,0
2017,3,R,전통시장,1001464,삼성동시장,CS100009,호프-간이주점,0,1,0,0,0,0,1
2017,3,A,골목상권,1000750,사당로23길,CS100009,호프-간이주점,0,0,0,0,0,0,0
2017,3,A,골목상권,1000491,양화로11길,CS100009,호프-간이주점,1,1,0,0,0,0,0
2017,3,A,골목상권,1000708,디지털로57길,CS100009,호프-간이주점,14,15,27,4,13,2,1
2017,3,A,골목상권,1000838,호암로20길,CS100009,호프-간이주점,6,7,0,0,0,0,1
2017,3,A,골목상권,1000137,능동로13길,CS100009,호프-간이주점,12,13,0,0,0,0,1
2017,3,U,관광특구,1001494,종로·청계 관광특구,CS100009,호프-간이주점,106,136,5,7,6,8,30
2017,3,D,발달상권,1001173,서울 강동구 명일역,CS100009,호프-간이주점,19,21,5,1,10,2,2
2017,3,D,발달상권,1001105,서울 동작구 노량진역,CS100009,호프-간이주점,18,21,14,3,14,3,3
2017,3,A,골목상권,1000837,행운길,CS100009,호프-간이주점,5,5,0,0,20,1,0
2017,3,D,발달상권,1001082,선릉역_2,CS100009,호프-간이주점,38,48,2,1,10,5,10
2017,3,A,골목상권,1000632,구로동로8길,CS100009,호프-간이주점,17,17,6,1,12,2,0
2017,3,A,골목상권,1000573,곰달래로60길,CS100009,호프-간이주점,20,24,0,0,8,2,4
2017,3,D,발달상권,1001119,영등포역_2,CS100009,호프-간이주점,54,77,3,2,4,3,23
2017,3,D,발달상권,1001192,서울 중구 충무로역_1,CS100009,호프-간이주점,43,47,2,1,0,0,4
2017,3,A,골목상권,1000812,봉천로33길,CS100009,호프-간이주점,5,7,14,1,14,1,2
2017,3,A,골목상권,1000853,동광로12길,CS100009,호프-간이주점,1,1,0,0,100,1,0
2017,3,A,골목상권,1000674,시흥대로150길,CS100009,호프-간이주점,15,15,13,2,7,1,0
2017,3,A,골목상권,1000311,화랑로19길,CS100009,호프-간이주점,0,1,0,0,0,0,1
2017,3,R,전통시장,1001424,남문시장,CS100009,호프-간이주점,7,7,0,0,14,1,0
2017,3,A,골목상권,1000141,능동로4길,CS100009,호프-간이주점,2,2,50,1,0,0,0
2017,3,D,발달상권,1001027,가산디지털단지역_3,CS100009,호프-간이주점,30,37,11,4,14,5,7
2017,3,A,골목상권,1000703,도신로15길,CS100009,호프-간이주점,3,3,0,0,0,0,0
2017,3,A,골목상권,1000494,와우산로29가길,CS100009,호프-간이주점,14,14,7,1,7,1,0
2017,3,R,전통시장,1001350,숭인시장,CS100009,호프-간이주점,7,9,11,1,11,1,2
2017,3,R,전통시장,1001295,행당시장,CS100009,호프-간이주점,6,11,0,0,0,0,5
2017,3,A,골목상권,1000755,사당로30길,CS100009,호프-간이주점,14,15,7,1,0,0,1
2017,3,D,발달상권,1001050,교대역_1,CS100009,호프-간이주점,74,82,6,5,1,1,8
2017,3,A,골목상권,1000916,봉은사로68길,CS100009,호프-간이주점,1,1,0,0,0,0,0
2017,3,A,골목상권,1000071,이태원로54길,CS100009,호프-간이주점,8,8,13,1,0,0,0
2017,3,D,발달상권,1001158,당산역_2,CS100009,호프-간이주점,20,23,9,2,4,1,3
2017,3,A,골목상권,1000592,양천로24가길,CS100009,호프-간이주점,3,3,0,0,33,1,0
2017,3,A,골목상권,1000052,녹사평대로32길,CS100009,호프-간이주점,11,11,18,2,0,0,0
2017,3,D,발달상권,1001098,포스코사거리_1,CS100009,호프-간이주점,12,16,19,3,0,0,4
2017,3,R,전통시장,1001475,강남개포시장,CS100009,호프-간이주점,3,3,0,0,0,0,0
2017,3,D,발달상권,1001028,서울 관악구 서울대입구역_2,CS100009,호프-간이주점,16,16,0,0,0,0,0
2017,3,A,골목상권,1000676,시흥대로22길,CS100009,호프-간이주점,6,6,0,0,0,0,0
2017,3,A,골목상권,1000788,낙성대역길,CS100009,호프-간이주점,4,5,0,0,20,1,1
2017,3,R,전통시장,1001343,장위전통시장,CS100009,호프-간이주점,2,2,0,0,0,0,0
2017,3,A,골목상권,1000692,대림로22길,CS100009,호프-간이주점,4,4,0,0,25,1,0
2017,3,A,골목상권,1000387,한글비석로24길,CS100009,호프-간이주점,8,8,0,0,0,0,0
2017,3,A,골목상권,1000606,화곡로44나길,CS100009,호프-간이주점,11,11,0,0,9,1,0
2017,3,A,골목상권,1000577,공항대로59길,CS100009,호프-간이주점,15,17,12,2,0,0,2
2017,3,A,골목상권,1000127,광나루로12길,CS100009,호프-간이주점,11,12,8,1,33,4,1
2017,3,D,발달상권,1001063,교대역_4,CS100009,호프-간이주점,7,9,0,0,0,0,2
2017,3,R,전통시장,1001347,석관황금시장,CS100009,호프-간이주점,4,4,25,1,0,0,0
2017,3,A,골목상권,1000745,만양로14길,CS100009,호프-간이주점,0,4,25,1,0,0,4
2017,3,R,전통시장,1001483,암사종합시장,CS100009,호프-간이주점,5,5,0,0,0,0,0
2017,3,R,전통시장,1001478,방이시장,CS100009,호프-간이주점,10,10,0,0,0,0,0
2017,3,A,골목상권,1000384,상계로9가길,CS100009,호프-간이주점,12,13,0,0,0,0,1
2017,3,R,전통시장,1001442,신노량진시장,CS100009,호프-간이주점,4,4,0,0,0,0,0
2017,3,D,발달상권,1001036,문정역,CS100009,호프-간이주점,0,2,50,1,50,1,2
2017,3,A,골목상권,1001005,천호대로187길,CS100009,호프-간이주점,5,5,0,0,0,0,0
2017,3,A,골목상권,1000379,동일로173가길,CS100009,호프-간이주점,6,6,17,1,17,1,0
2017,3,A,골목상권,1000849,남부순환로325길,CS100009,호프-간이주점,8,11,0,0,0,0,3
2017,3,A,골목상권,1000249,봉우재로33길,CS100009,호프-간이주점,23,26,4,1,4,1,3
2017,3,A,골목상권,1000518,목동남로4길,CS100009,호프-간이주점,6,6,0,0,0,0,0
2017,3,A,골목상권,1000870,서초대로23길,CS100009,호프-간이주점,3,3,0,0,0,0,0
2017,3,D,발달상권,1001074,대림역_2,CS100009,호프-간이주점,2,2,0,0,50,1,0
2017,3,A,골목상권,1000955,송이로23길,CS100009,호프-간이주점,3,4,0,0,0,0,1
2017,3,R,전통시장,1001440,노량진중앙시장,CS100009,호프-간이주점,6,16,0,0,6,1,10
2017,3,A,골목상권,1000661,독산로40길,CS100009,호프-간이주점,4,4,0,0,0,0,0
2017,3,A,골목상권,1000132,광나루로52길,CS100009,호프-간이주점,2,2,0,0,0,0,0
2017,3,A,골목상권,1000279,삼선교로10다길,CS100009,호프-간이주점,0,0,0,0,0,0,0
2017,3,A,골목상권,1000861,반포대로9길,CS100009,호프-간이주점,2,2,50,1,50,1,0
2017,3,D,발달상권,1001146,용산구청,CS100009,호프-간이주점,1,1,0,0,0,0,0
2017,3,A,골목상권,1000756,사당로8길,CS100009,호프-간이주점,2,2,0,0,0,0,0
2017,3,A,골목상권,1000013,율곡로10길,CS100009,호프-간이주점,3,3,0,0,0,0,0
2017,3,A,골목상권,1000724,여의대방로43나길,CS100009,호프-간이주점,2,2,0,0,0,0,0
2017,3,A,골목상권,1000115,아차산로5길,CS100009,호프-간이주점,0,0,0,0,0,0,0
2017,3,D,발달상권,1001262,서울 노원구 노원역_2,CS100009,호프-간이주점,3,4,0,0,0,0,1
2017,3,A,골목상권,1001007,천호대로219길,CS100009,호프-간이주점,5,6,0,0,17,1,1
2017,3,A,골목상권,1000921,삼성로64길,CS100009,호프-간이주점,1,1,0,0,0,0,0
2017,3,R,전통시장,1001486,동서울시장,CS100009,호프-간이주점,0,0,0,0,0,0,0
2017,3,A,골목상권,1000183,무학로45길,CS100009,호프-간이주점,2,2,0,0,50,1,0
2017,3,A,골목상권,1000783,관악로30길,CS100009,호프-간이주점,6,6,0,0,0,0,0
2017,3,A,골목상권,1000341,오패산로52길,CS100009,호프-간이주점,1,1,0,0,0,0,0
2017,3,A,골목상권,1000268,동소문로13길,CS100009,호프-간이주점,2,2,0,0,0,0,0
2017,3,A,골목상권,1000036,동호로15길,CS100009,호프-간이주점,2,2,0,0,0,0,0
2017,3,D,발달상권,1001161,건대입구역,CS100009,호프-간이주점,0,1,0,0,0,0,1
2017,3,A,골목상권,1000111,송정12라길,CS100009,호프-간이주점,2,2,0,0,0,0,0
2017,3,A,골목상권,1000095,마조로16길,CS100009,호프-간이주점,0,0,0,0,0,0,0
2017,3,A,골목상권,1000212,천호대로77길,CS100009,호프-간이주점,0,0,0,0,0,0,0
2017,3,A,골목상권,1000240,망우로73길,CS100009,호프-간이주점,1,1,0,0,0,0,0
2017,3,R,전통시장,1001413,까치산시장,CS100009,호프-간이주점,3,3,0,0,0,0,0
2017,3,A,골목상권,1000461,도화4길,CS100009,호프-간이주점,2,2,0,0,0,0,0
2017,3,A,골목상권,1000213,천호대로97길,CS100009,호프-간이주점,0,0,0,0,0,0,0
2017,3,A,골목상권,1000610,개봉로17길,CS100009,호프-간이주점,3,3,0,0,0,0,0
2017,3,A,골목상권,1000787,국회단지길,CS100009,호프-간이주점,0,0,0,0,0,0,0
2017,3,A,골목상권,1000841,양지길,CS100009,호프-간이주점,0,0,0,0,0,0,0
2017,3,A,골목상권,1000683,가마산로61길,CS100009,호프-간이주점,1,1,0,0,0,0,0
2017,3,A,골목상권,1000843,소담길,CS100009,호프-간이주점,0,0,0,0,0,0,0
2017,3,R,전통시장,1001396,목4동시장,CS100009,호프-간이주점,0,0,0,0,0,0,0
2017,3,A,골목상권,1000869,서초대로15길,CS100009,호프-간이주점,1,1,0,0,0,0,0
2017,3,A,골목상권,1000576,공항대로55길,CS100009,호프-간이주점,0,0,0,0,0,0,0
2017,3,A,골목상권,1000686,경인로90길,CS100009,호프-간이주점,0,0,0,0,0,0,0
2017,3,A,골목상권,1000685,경인로80길,CS100009,호프-간이주점,0,0,0,0,0,0,0
2017,3,A,골목상권,1000026,평창길,CS100009,호프-간이주점,0,1,0,0,0,0,1
2017,3,A,골목상권,1000607,화곡로59길,CS100009,호프-간이주점,2,2,0,0,0,0,0
2017,3,A,골목상권,1000416,은평로8길,CS100009,호프-간이주점,3,3,0,0,0,0,0
2017,3,D,발달상권,1001092,강남구 논현역_1,CS100009,호프-간이주점,28,32,3,1,9,3,4
2017,3,D,발달상권,1001156,서울 강동구 길동역,CS100009,호프-간이주점,62,75,13,10,4,3,13
2017,3,A,골목상권,1000419,응암로14길,CS100009,호프-간이주점,7,8,13,1,0,0,1
2017,3,D,발달상권,1001101,선정릉역_2,CS100009,호프-간이주점,7,7,0,0,0,0,0
2017,3,A,골목상권,1000559,강서로45길,CS100009,호프-간이주점,8,11,0,0,9,1,3
2017,3,A,골목상권,1000418,응암로13길,CS100009,호프-간이주점,34,40,8,3,5,2,6
2017,3,A,골목상권,1000331,삼양로41길,CS100009,호프-간이주점,11,12,0,0,0,0,1
2017,3,R,전통시장,1001411,남부골목시장,CS100009,호프-간이주점,6,7,0,0,0,0,1
